symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000226318.1	763.00	27.00	15.00	11.00	14.00
ENSG00000226321.3	970.33	0.00	0.00	0.00	0.00
ENSG00000226328.2	1240.92	93.00	109.00	105.00	136.00
ENSG00000226332.2	681.00	3.00	3.00	4.00	9.00
ENSG00000226334.1	469.00	0.00	0.00	2.00	2.00
ENSG00000226359.1	877.00	0.00	0.00	5.00	5.00
ENSG00000226360.4	648.00	12.00	14.99	16.00	23.00
ENSG00000226361.4	1209.50	0.00	0.00	0.00	0.00
ENSG00000226377.1	591.00	0.00	0.00	1.00	0.00
ENSG00000226380.3	2387.72	25.00	30.00	29.00	30.00
ENSG00000226381.3	616.00	45.00	35.00	32.00	39.00
ENSG00000226383.1	1456.94	22.00	35.00	33.00	39.00
ENSG00000226386.1	302.00	0.00	1.00	0.00	5.00
ENSG00000226396.1	455.00	28.00	22.00	15.00	32.04
ENSG00000226403.1	367.00	1.00	0.00	2.00	1.00
ENSG00000226406.1	836.00	2.00	0.00	3.00	1.00
ENSG00000226410.1	297.00	2.00	2.00	1.00	1.00
ENSG00000226415.1	750.00	39.62	42.38	47.04	60.07
ENSG00000226416.1	1876.00	15.00	9.00	47.00	72.00
ENSG00000226419.2	1474.55	108.00	62.00	84.00	75.00
ENSG00000226432.3	877.00	2.30	4.51	0.00	2.21
ENSG00000226445.1	980.00	0.00	0.00	0.00	1.00
ENSG00000226450.2	1490.00	14.00	1.00	6.00	17.00
ENSG00000226453.1	822.00	55.00	63.00	36.00	72.00
ENSG00000226465.1	320.00	9.00	6.00	9.00	14.00
ENSG00000226469.1	2000.00	0.00	0.00	0.00	0.00
ENSG00000226471.2	510.41	3.00	5.00	3.00	6.00
ENSG00000226472.3	558.00	1.00	0.00	0.00	2.00
ENSG00000226478.2	533.91	1.05	2.51	1.81	6.14
ENSG00000226479.3	2131.00	124.00	113.00	151.00	191.00
ENSG00000226498.2	885.00	0.00	1.00	0.00	0.00
ENSG00000226505.1	793.00	6.00	10.00	0.00	8.00
ENSG00000226510.1	795.00	9.00	8.00	3.00	6.00
ENSG00000226524.2	1214.00	5.17	6.46	6.00	5.51
ENSG00000226525.4	582.00	5.15	10.48	9.16	10.44
ENSG00000226535.1	1580.00	0.00	0.00	3.00	5.00
ENSG00000226544.4	733.00	0.00	0.00	3.00	0.00
ENSG00000226549.3	1081.00	6.00	3.00	5.00	5.00
ENSG00000226555.1	1263.00	0.00	1.00	1.00	0.00
ENSG00000226557.1	1558.00	0.00	0.00	0.00	0.00
ENSG00000226564.1	548.00	2.99	2.29	2.11	7.87
ENSG00000226578.1	712.00	11.00	5.00	8.00	9.00
ENSG00000226580.1	146.00	0.00	0.00	0.00	0.00
ENSG00000226608.2	407.19	41.00	29.00	33.00	75.00
ENSG00000226609.1	420.00	1.00	0.00	0.00	0.00
ENSG00000226632.1	445.00	8.00	4.00	0.00	3.00
ENSG00000226637.1	420.00	2.00	7.00	5.00	5.00
ENSG00000226644.1	536.00	0.00	0.00	0.00	2.00
ENSG00000226648.1	1462.00	1.00	3.00	10.00	6.00
ENSG00000226650.4	4426.00	0.00	2.01	0.00	0.00
ENSG00000226652.1	672.00	4.00	3.00	2.00	1.00
ENSG00000226666.1	2029.00	0.00	1.00	1.00	4.00
ENSG00000226674.4	860.17	2.00	0.00	1.00	0.00
ENSG00000226688.2	963.97	67.00	109.00	81.00	120.00
ENSG00000226696.1	626.09	22.00	14.00	19.00	35.00
ENSG00000226711.2	934.07	1.00	2.00	2.00	4.00
ENSG00000226721.2	843.00	1.00	0.00	0.00	1.00
ENSG00000226723.2	780.00	2.02	2.02	4.03	2.03
ENSG00000226733.1	692.00	4.00	11.00	17.00	25.00
ENSG00000226742.3	858.43	181.00	184.00	176.00	308.00
ENSG00000226747.2	1179.00	0.00	2.00	2.00	1.00
ENSG00000226751.2	695.00	0.00	0.00	1.00	0.00
ENSG00000226752.3	1606.30	97.00	159.00	229.00	230.00
ENSG00000226754.1	1181.00	4.00	8.00	11.00	5.00
ENSG00000226758.1	762.00	1.00	1.00	0.00	0.00
ENSG00000226761.3	930.00	0.00	0.00	1.00	0.00
ENSG00000226763.3	2397.00	8.00	6.00	11.00	10.00
ENSG00000226767.1	172.00	1.00	0.00	0.00	1.00
ENSG00000226781.1	327.00	0.00	0.00	0.00	2.00
ENSG00000226784.1	1678.00	1.11	0.00	0.00	1.25
ENSG00000226786.2	794.00	2.00	0.00	0.00	0.00
ENSG00000226790.2	3006.00	0.00	0.00	1.00	2.00
ENSG00000226791.3	1424.00	0.00	0.00	0.00	0.00
ENSG00000226801.2	448.00	1.00	0.00	0.00	2.00
ENSG00000226803.3	620.93	0.00	3.00	5.00	4.00
ENSG00000226812.2	493.93	3.00	4.00	2.00	12.00
ENSG00000226819.1	707.00	0.00	0.00	0.00	0.00
ENSG00000226824.2	508.00	3.00	1.00	0.00	5.00
ENSG00000226833.1	723.69	6.00	3.00	6.00	13.00
ENSG00000226835.1	480.00	0.00	0.00	1.00	0.00
ENSG00000226849.1	2682.00	4.00	9.00	8.00	8.00
ENSG00000226852.2	1747.00	0.00	0.00	0.00	0.00
ENSG00000226853.2	429.36	1.00	1.00	0.00	3.00
ENSG00000226856.1	778.00	0.00	0.00	1.00	1.00
ENSG00000226859.1	690.00	0.00	1.00	0.00	1.00
ENSG00000226864.1	951.00	1.00	2.00	1.00	1.00
ENSG00000226874.1	379.00	0.00	1.00	0.00	0.00
ENSG00000226877.3	354.00	0.00	0.00	0.00	2.00
ENSG00000226887.3	2744.00	1.00	0.00	0.00	3.00
ENSG00000226889.3	575.00	0.00	3.00	1.00	0.00
ENSG00000226900.1	634.00	6.00	11.00	11.00	12.00
ENSG00000226902.1	443.00	1.00	3.00	0.00	0.00
ENSG00000226904.1	340.00	0.00	0.00	0.00	0.00
ENSG00000226913.1	754.56	0.00	1.00	0.00	3.00
ENSG00000226917.1	726.93	1.00	0.00	1.00	2.00
ENSG00000226920.1	478.00	0.00	1.00	2.00	2.00
ENSG00000226942.2	1674.00	0.00	0.00	0.00	1.00
ENSG00000226950.2	833.87	278.00	291.00	230.00	378.00
ENSG00000226954.1	3775.00	0.00	0.00	5.00	1.00
ENSG00000226958.1	432.00	0.00	0.00	0.00	0.00
ENSG00000226963.1	558.00	0.00	0.00	0.00	0.00
ENSG00000226964.1	600.00	85.06	94.54	115.63	127.15
ENSG00000226965.1	495.00	5.00	2.00	1.00	5.00
ENSG00000226976.1	571.00	10.59	8.39	9.94	16.68
ENSG00000226977.1	298.00	0.00	0.00	0.00	0.00
ENSG00000226979.4	1507.00	2.00	2.00	1.00	1.00
ENSG00000226986.3	659.00	4.00	2.00	1.00	3.14
ENSG00000227001.2	653.07	8.33	7.79	4.73	10.03
ENSG00000227008.2	416.00	8.25	8.32	2.17	6.87
ENSG00000227014.1	618.00	3.00	3.00	0.00	6.00
ENSG00000227032.1	831.00	0.00	0.00	0.00	0.00
ENSG00000227036.2	1036.88	349.00	392.00	333.00	391.00
ENSG00000227038.2	1480.48	398.00	404.00	171.00	289.00
ENSG00000227039.2	2282.00	14.00	13.00	14.00	30.00
ENSG00000227051.4	3786.18	2.00	6.00	10.00	14.00
ENSG00000227053.1	389.50	0.00	0.00	0.00	0.00
ENSG00000227057.3	1704.11	608.00	618.00	742.00	944.00
ENSG00000227060.2	724.00	1.00	6.00	1.00	2.00
ENSG00000227061.1	4775.00	0.00	2.00	1.00	1.00
ENSG00000227063.4	306.00	5583.27	5561.79	4117.54	7046.44
ENSG00000227066.1	2493.00	0.00	1.00	1.00	1.00
ENSG00000227070.1	308.50	0.00	2.00	0.00	0.00
ENSG00000227071.1	288.00	0.00	0.00	0.00	0.00
ENSG00000227077.2	371.00	5.70	4.11	4.69	14.73
ENSG00000227080.2	685.00	3.00	2.00	5.00	12.00
ENSG00000227081.4	317.18	46.24	46.78	53.73	55.29
ENSG00000227082.1	3662.00	0.00	0.00	1.00	0.00
ENSG00000227083.1	534.00	1.00	0.00	0.00	0.00
ENSG00000227088.1	284.00	0.00	0.00	0.00	1.00
ENSG00000227097.4	374.00	957.31	502.08	607.95	1405.45
ENSG00000227110.2	1844.78	10.00	5.00	7.00	10.00
ENSG00000227115.2	2284.26	1.00	0.00	3.00	2.00
ENSG00000227124.4	1169.00	0.00	0.00	0.00	1.00
ENSG00000227158.1	1024.00	0.00	0.00	1.00	0.00
ENSG00000227164.2	670.00	0.00	4.88	5.45	9.30
ENSG00000227165.3	2014.00	0.00	1.00	1.00	1.00
ENSG00000227175.1	380.00	0.00	0.00	0.00	0.00
ENSG00000227184.3	7997.00	194.00	133.00	147.00	263.00
ENSG00000227192.1	552.00	4.00	7.00	6.00	12.00
ENSG00000227198.1	673.00	4.00	2.00	7.00	14.00
ENSG00000227199.1	1889.00	15.00	11.00	33.00	28.00
ENSG00000227210.1	541.00	4.00	2.00	0.00	3.00
ENSG00000227214.2	1032.00	1.00	1.00	1.00	5.00
ENSG00000227220.1	495.00	1.00	0.00	0.00	1.00
ENSG00000227232.4	1661.72	280.96	190.75	209.97	319.70
ENSG00000227236.2	1724.00	0.00	0.00	0.00	0.00
ENSG00000227242.2	1076.00	1.00	2.37	3.00	3.00
ENSG00000227244.2	696.00	0.00	0.00	0.00	0.00
ENSG00000227252.1	2341.00	44.00	67.00	59.00	86.00
ENSG00000227256.1	769.00	0.00	0.00	0.00	1.00
ENSG00000227258.1	266.00	0.00	0.00	0.00	1.00
ENSG00000227262.3	991.00	0.00	0.00	2.00	4.00
ENSG00000227268.3	4277.00	0.00	2.00	5.00	12.00
ENSG00000227285.1	810.00	1.00	4.00	4.00	4.00
ENSG00000227288.3	1675.00	2.26	0.00	2.10	3.24
ENSG00000227295.2	1906.00	2.01	6.01	4.00	5.01
ENSG00000227306.1	587.00	1.00	2.00	3.00	1.00
ENSG00000227308.2	1965.00	0.00	0.00	0.00	1.00
ENSG00000227310.2	659.50	0.00	0.00	0.50	0.00
ENSG00000227312.2	348.00	2.00	0.00	1.00	0.00
ENSG00000227318.4	1626.00	13.84	15.04	24.38	15.38
ENSG00000227331.1	800.00	0.00	0.00	1.00	1.00
ENSG00000227337.1	471.00	0.00	0.00	0.00	2.00
ENSG00000227344.2	1551.00	1.11	0.00	1.18	0.00
ENSG00000227345.4	2537.00	281.14	323.45	329.47	370.18
ENSG00000227347.1	1390.00	3.00	0.00	1.00	1.00
ENSG00000227354.2	1174.53	23.00	20.00	21.00	30.00
ENSG00000227359.1	561.00	5.00	5.00	11.00	6.00
ENSG00000227368.1	547.00	1.00	0.00	1.00	0.00
ENSG00000227370.1	456.00	1.00	1.00	1.00	0.00
ENSG00000227372.6	3962.33	408.00	424.00	406.00	582.00
ENSG00000227373.1	535.00	0.00	1.00	1.00	1.00
ENSG00000227374.1	495.00	0.00	0.00	0.00	0.00
ENSG00000227375.1	1694.00	0.00	0.00	0.00	3.00
ENSG00000227376.1	552.00	1.00	2.00	0.00	3.00
ENSG00000227379.2	492.00	0.00	0.00	3.00	0.00
ENSG00000227382.1	1070.00	1.00	0.00	2.00	2.00
ENSG00000227388.2	476.26	8.00	12.00	9.00	14.00
ENSG00000227394.1	582.00	6.00	5.00	6.00	7.00
ENSG00000227398.3	4898.00	44.00	40.00	50.00	66.00
ENSG00000227403.1	1245.43	14.00	10.00	18.00	39.00
ENSG00000227407.1	529.00	1.00	0.00	0.00	3.00
ENSG00000227431.1	444.50	0.00	0.00	0.00	0.00
ENSG00000227436.1	571.00	1.00	0.00	0.00	0.00
ENSG00000227437.1	627.00	1.00	0.00	0.00	0.00
ENSG00000227450.2	1357.00	9.00	4.00	8.00	12.00
ENSG00000227456.3	819.00	2.00	5.00	1.00	0.00
ENSG00000227471.4	1242.00	3.00	0.00	2.00	1.00
ENSG00000227477.1	2065.00	2.00	3.00	9.00	11.00
ENSG00000227479.1	429.00	0.00	1.00	2.00	1.00
ENSG00000227482.1	1223.00	4.00	6.00	9.00	9.00
ENSG00000227492.1	846.00	0.00	0.00	0.00	0.00
ENSG00000227496.1	1530.00	0.00	0.00	1.00	1.00
ENSG00000227500.5	2001.78	515.19	346.90	526.23	1002.69
ENSG00000227502.2	2755.00	242.00	313.00	579.00	493.00
ENSG00000227507.2	853.00	1.00	1.00	0.00	4.00
ENSG00000227518.2	2923.00	3.00	3.04	8.68	14.86
ENSG00000227533.1	1710.85	58.00	44.00	47.00	54.00
ENSG00000227536.1	1566.00	4.00	7.00	6.00	7.00
ENSG00000227540.1	721.07	16.00	14.00	13.00	23.00
ENSG00000227541.1	688.00	0.00	0.00	1.00	0.00
ENSG00000227542.1	909.00	3.00	4.00	5.00	10.00
ENSG00000227543.3	1689.00	5.00	2.00	10.00	6.00
ENSG00000227544.4	1160.60	0.00	0.00	1.00	0.00
ENSG00000227558.4	859.00	0.00	2.00	0.00	1.00
ENSG00000227560.1	390.00	1.00	0.00	0.00	0.00
ENSG00000227568.1	740.00	1.19	2.00	4.00	7.00
ENSG00000227583.1	745.00	1.00	1.00	0.00	0.00
ENSG00000227589.1	754.00	0.00	0.00	0.00	0.00
ENSG00000227598.1	385.00	1.00	1.00	1.00	2.00
ENSG00000227603.1	691.00	13.00	16.00	5.00	9.00
ENSG00000227615.1	399.00	24.23	26.31	13.07	54.52
ENSG00000227617.4	857.22	1.00	1.00	0.00	0.00
ENSG00000227619.1	2449.00	28.00	25.00	32.00	50.00
ENSG00000227627.1	663.00	8.00	13.00	28.00	26.00
ENSG00000227630.2	3793.00	13.00	17.00	15.00	21.00
ENSG00000227632.2	618.00	14.70	13.99	3.87	11.39
ENSG00000227634.1	497.00	0.00	0.00	0.00	1.00
ENSG00000227646.3	816.00	1.00	0.00	0.00	0.00
ENSG00000227666.1	316.00	4.00	4.00	1.00	3.00
ENSG00000227671.3	952.29	255.00	292.00	297.00	274.00
ENSG00000227674.1	1878.00	38.00	27.00	23.00	42.00
ENSG00000227676.2	348.00	1.00	2.00	0.00	0.00
ENSG00000227681.1	407.47	54.00	70.00	36.00	94.00
ENSG00000227684.1	498.00	0.00	1.00	1.00	0.00
ENSG00000227694.1	471.00	0.00	1.06	1.00	0.00
ENSG00000227695.1	2034.00	0.00	0.00	2.00	1.00
ENSG00000227698.1	447.00	0.00	0.00	0.00	0.00
ENSG00000227706.3	1605.00	1.00	4.00	2.00	1.00
ENSG00000227712.1	898.00	1.00	0.00	1.00	2.00
ENSG00000227718.1	832.00	0.00	0.00	0.00	0.00
ENSG00000227722.1	548.00	1.00	0.00	1.00	2.00
ENSG00000227725.2	1105.50	1.07	1.08	2.08	0.00
ENSG00000227726.1	206.00	1.00	1.00	0.00	1.00
ENSG00000227740.1	657.00	0.00	1.00	0.00	2.00
ENSG00000227741.1	1578.00	3.00	1.00	1.00	0.00
ENSG00000227755.1	586.00	1.00	0.00	1.00	3.00
ENSG00000227764.1	820.31	4.00	4.00	5.00	3.00
ENSG00000227766.1	993.00	0.00	1.00	0.00	1.00
ENSG00000227769.3	656.00	0.00	0.00	0.00	1.00
ENSG00000227775.3	1808.00	0.00	0.00	0.00	1.00
ENSG00000227777.1	618.00	6.00	5.00	7.00	7.00
ENSG00000227781.4	793.17	9.00	9.00	10.00	26.00
ENSG00000227805.1	466.00	0.00	0.00	0.00	0.00
ENSG00000227811.2	1679.55	17.00	12.00	11.00	15.00
ENSG00000227825.3	2239.00	2.00	0.00	2.00	1.00
ENSG00000227827.3	9932.00	203.60	178.35	153.95	400.21
ENSG00000227835.4	465.00	0.00	0.00	0.00	2.00
ENSG00000227844.1	898.00	1.00	0.00	1.00	1.00
ENSG00000227848.1	552.00	0.00	0.00	1.00	1.00
ENSG00000227850.1	180.00	0.00	0.00	1.00	0.00
ENSG00000227855.3	1208.15	1.00	5.00	3.00	5.00
ENSG00000227868.2	509.00	1.00	0.00	0.00	1.00
ENSG00000227885.1	850.00	3.00	4.00	2.00	8.00
ENSG00000227888.3	747.67	0.00	1.00	0.00	0.00
ENSG00000227895.4	2129.00	0.00	1.00	1.00	2.00
ENSG00000227896.2	3058.00	24.00	41.00	32.00	27.00
ENSG00000227906.3	1156.64	11.00	8.00	17.00	20.00
ENSG00000227908.3	2289.00	1.00	1.00	4.00	3.00
ENSG00000227914.3	1120.00	0.00	0.00	1.00	1.00
ENSG00000227921.1	3798.00	234.29	238.21	292.99	311.99
ENSG00000227939.1	1203.00	6.00	4.01	3.00	8.00
ENSG00000227946.1	739.02	112.00	118.00	108.00	167.00
ENSG00000227953.2	1831.54	86.00	90.00	96.00	139.00
ENSG00000227959.1	904.00	7.00	5.00	0.00	5.00
ENSG00000227962.1	282.00	1.00	0.00	0.00	0.00
ENSG00000227963.1	2611.00	4.00	7.00	4.00	5.00
ENSG00000227973.1	396.00	0.00	1.00	0.00	3.00
ENSG00000227992.1	347.00	4.00	1.00	1.00	4.00
ENSG00000228008.1	462.33	0.00	0.00	0.00	0.00
ENSG00000228010.1	555.46	4.00	4.00	5.00	4.00
ENSG00000228013.1	1756.00	0.00	2.00	7.00	2.00
ENSG00000228022.1	1176.00	3.00	3.00	4.00	8.00
ENSG00000228037.1	626.00	5.00	1.00	1.00	1.00
ENSG00000228038.1	945.00	0.00	0.00	0.00	2.00
ENSG00000228043.1	867.00	8.00	4.00	5.00	10.00
ENSG00000228049.5	585.06	91.99	46.60	0.00	8.72
ENSG00000228050.1	1380.00	13.49	13.57	12.85	33.70
ENSG00000228057.1	1258.00	2.07	3.04	2.03	1.02
ENSG00000228063.1	724.00	0.00	0.00	0.00	1.00
ENSG00000228065.6	699.05	15.00	21.00	24.00	17.00
ENSG00000228079.1	563.00	0.00	0.00	0.00	0.00
ENSG00000228084.1	655.00	3.00	5.00	8.00	17.00
ENSG00000228100.1	570.00	2.00	0.00	0.00	0.00
ENSG00000228106.1	624.23	22.00	24.00	38.00	37.00
ENSG00000228107.1	596.00	1.00	2.56	1.00	4.00
ENSG00000228109.1	587.82	3.00	8.00	3.00	10.00
ENSG00000228110.3	1124.00	1.02	4.02	1.06	3.02
ENSG00000228115.1	403.00	1.00	1.00	0.00	2.00
ENSG00000228120.2	1052.00	12.00	4.00	5.00	10.00
ENSG00000228124.1	472.00	0.00	0.00	0.00	0.00
ENSG00000228126.1	566.00	2.00	0.00	2.00	10.00
ENSG00000228133.2	1747.00	5.00	2.00	8.00	10.00
ENSG00000228137.1	390.00	0.00	5.00	1.00	5.00
ENSG00000228140.1	5178.00	2.00	0.00	0.00	1.00
ENSG00000228142.2	403.00	1.00	0.00	0.00	1.00
ENSG00000228146.2	1364.91	2.00	0.00	14.00	18.00
ENSG00000228150.1	440.00	0.00	1.00	0.00	0.00
ENSG00000228157.2	1921.00	0.00	3.00	2.00	1.00
ENSG00000228158.1	477.62	13.94	11.53	6.22	14.59
ENSG00000228166.1	876.00	0.00	0.00	0.00	0.00
ENSG00000228172.1	517.00	0.00	1.00	0.00	1.00
ENSG00000228175.2	729.00	7.00	5.00	7.00	2.00
ENSG00000228192.3	562.72	1.00	3.00	2.00	7.00
ENSG00000228201.1	389.00	0.00	1.00	0.00	0.00
ENSG00000228203.2	986.18	1.00	2.00	9.00	2.00
ENSG00000228205.1	732.00	3.71	9.00	5.47	5.00
ENSG00000228214.2	1051.33	0.00	1.00	0.00	0.00
ENSG00000228218.1	1056.00	1.01	4.02	0.00	1.01
ENSG00000228224.3	1098.00	0.00	0.00	0.00	0.00
ENSG00000228232.1	1005.00	20.00	17.01	14.32	36.00
ENSG00000228238.1	1021.00	0.00	0.00	0.00	0.00
ENSG00000228242.3	761.00	2.00	1.00	1.00	0.00
ENSG00000228243.2	592.00	12.00	10.00	11.35	0.00
ENSG00000228251.1	529.00	2.00	2.00	0.00	2.00
ENSG00000228252.4	568.00	1.00	0.00	1.00	1.00
ENSG00000228253.1	207.00	8251.00	10886.66	4458.00	10790.00
ENSG00000228265.1	657.35	9.00	7.00	11.00	21.00
ENSG00000228273.2	1005.00	0.00	0.00	0.00	0.00
ENSG00000228274.3	893.14	34.00	25.00	33.00	59.00
ENSG00000228278.2	762.11	1407.46	1574.35	1634.77	2262.46
ENSG00000228280.1	434.00	0.00	0.00	0.00	0.00
ENSG00000228283.3	915.00	1.00	0.00	0.00	1.02
ENSG00000228285.2	696.00	1.00	0.00	1.00	2.00
ENSG00000228288.2	742.37	43.00	44.00	37.00	90.00
ENSG00000228291.1	574.00	0.00	2.00	2.00	0.00
ENSG00000228300.9	829.41	28.00	19.00	40.00	118.00
ENSG00000228305.1	654.00	3.57	6.49	4.27	4.30
ENSG00000228313.3	2673.00	1.00	0.00	1.00	3.00
ENSG00000228315.7	2385.65	203.92	151.59	211.02	242.72
ENSG00000228317.1	631.00	0.00	0.00	0.00	0.00
ENSG00000228327.2	1317.00	77.79	97.90	73.03	100.98
ENSG00000228328.2	1248.00	3.00	1.85	4.00	3.00
ENSG00000228335.1	607.00	2.00	2.00	1.00	4.00
ENSG00000228339.1	922.00	1.00	0.00	2.00	1.00
ENSG00000228376.3	1809.00	1.00	0.00	0.00	0.00
ENSG00000228389.1	2102.00	31.00	26.00	30.00	32.00
ENSG00000228393.3	686.00	25.00	19.00	25.00	33.00
ENSG00000228395.1	656.23	5.00	0.00	5.00	3.00
ENSG00000228397.1	615.00	0.00	0.00	0.00	0.00
ENSG00000228404.1	557.00	1.00	0.00	0.00	1.00
ENSG00000228409.1	1209.47	70.36	64.60	81.00	78.12
ENSG00000228412.2	1016.00	6.00	6.00	11.00	2.00
ENSG00000228415.2	267.00	0.00	0.00	0.00	2.00
ENSG00000228421.2	588.00	1.00	0.00	1.00	2.00
ENSG00000228427.1	726.00	0.00	0.00	0.00	0.00
ENSG00000228434.1	1866.00	10.00	14.00	6.00	10.00
ENSG00000228436.2	630.00	4.00	5.00	2.00	4.00
ENSG00000228437.1	801.50	0.00	1.00	0.00	0.00
ENSG00000228439.3	962.00	14.00	20.00	18.00	34.00
ENSG00000228444.2	865.00	0.00	1.00	4.00	1.00
ENSG00000228445.1	866.00	0.00	0.00	1.00	0.00
ENSG00000228446.2	714.00	1.00	6.00	0.00	2.00
ENSG00000228451.3	3140.79	57.00	86.00	69.00	67.00
ENSG00000228463.4	2064.17	92.65	103.26	94.61	127.61
ENSG00000228474.1	560.31	1635.00	1344.00	1555.00	2616.00
ENSG00000228485.1	400.00	0.00	0.00	0.00	0.00
ENSG00000228486.5	772.67	34.00	29.00	49.00	63.00
ENSG00000228496.1	1064.42	56.00	68.00	135.00	144.00
ENSG00000228502.1	1389.00	4.10	4.12	3.71	5.11
ENSG00000228506.1	1638.00	83.00	78.00	102.00	102.00
ENSG00000228507.1	510.00	3.00	0.00	0.00	1.00
ENSG00000228509.1	808.00	0.00	3.00	0.00	2.00
ENSG00000228519.3	606.00	0.00	4.13	3.10	1.04
ENSG00000228522.2	786.00	18.40	22.91	16.39	20.18
ENSG00000228526.2	450.00	0.00	0.00	0.00	0.00
ENSG00000228528.1	709.00	0.00	1.00	0.00	1.00
ENSG00000228532.2	1020.00	12.64	20.49	15.30	20.89
ENSG00000228540.1	557.00	0.00	0.00	1.00	0.00
ENSG00000228541.1	424.00	0.00	0.00	0.00	0.00
ENSG00000228544.1	2386.00	2.00	1.00	5.00	6.00
ENSG00000228549.2	1023.80	0.00	0.00	0.00	0.00
ENSG00000228589.2	681.00	81.78	86.53	75.64	100.64
ENSG00000228594.1	2085.00	30.00	14.00	67.00	121.00
ENSG00000228606.1	557.00	2.00	2.00	1.00	1.00
ENSG00000228612.2	2737.00	9.09	2.02	1.00	4.05
ENSG00000228614.1	483.00	0.00	0.00	0.00	0.00
ENSG00000228620.1	556.00	0.00	0.00	0.00	0.00
ENSG00000228623.2	2319.00	162.00	206.00	258.00	238.00
ENSG00000228624.3	859.21	11.00	12.00	9.00	12.00
ENSG00000228638.1	583.00	20.00	21.00	13.00	15.00
ENSG00000228643.1	694.00	5.00	2.00	1.00	3.00
ENSG00000228648.1	205.00	0.00	0.00	0.00	0.00
ENSG00000228649.4	970.73	6.00	11.00	8.00	7.00
ENSG00000228651.1	369.00	1.00	3.00	2.00	8.00
ENSG00000228661.1	494.00	2.00	0.00	0.00	0.00
ENSG00000228663.1	681.00	1.00	0.00	2.00	2.00
ENSG00000228672.2	3251.00	19.00	16.00	23.00	74.00
ENSG00000228682.2	1166.00	2.00	0.00	0.00	1.00
ENSG00000228695.5	1604.47	86.01	72.05	81.54	64.15
ENSG00000228696.4	1107.52	158.33	158.34	148.50	169.88
ENSG00000228697.1	1801.00	0.00	0.00	1.00	1.00
ENSG00000228701.1	493.00	1.00	0.00	0.00	0.00
ENSG00000228702.1	345.00	0.00	1.00	1.00	1.00
ENSG00000228705.1	540.00	3.00	8.00	2.00	9.00
ENSG00000228709.1	912.00	65.00	63.00	83.00	102.00
ENSG00000228716.2	2865.12	307.93	344.14	584.28	724.92
ENSG00000228727.4	718.53	51.93	53.04	54.22	83.32
ENSG00000228737.2	621.00	1.00	0.00	0.00	0.00
ENSG00000228753.1	1794.00	0.00	0.00	0.00	0.00
ENSG00000228766.3	741.00	1.01	2.53	1.01	0.00
ENSG00000228775.3	908.19	8.00	5.00	5.00	9.00
ENSG00000228782.3	742.76	37.46	58.00	45.08	57.77
ENSG00000228784.3	2718.31	4.00	13.00	17.00	22.00
ENSG00000228786.1	842.00	0.00	0.00	0.00	0.00
ENSG00000228791.3	1001.06	5.00	6.00	3.00	7.00
ENSG00000228792.2	585.00	0.00	1.00	0.00	1.00
ENSG00000228793.1	789.00	0.00	4.00	0.00	0.00
ENSG00000228794.4	1574.16	369.64	292.06	290.60	337.73
ENSG00000228797.2	505.00	1.12	0.00	1.20	3.44
ENSG00000228801.5	733.97	12.00	21.00	22.00	34.00
ENSG00000228808.1	514.00	2.00	1.00	0.00	0.00
ENSG00000228817.3	748.50	1.00	1.00	2.00	0.00
ENSG00000228818.1	2720.00	0.00	0.00	0.00	1.00
ENSG00000228828.1	2240.00	3.00	11.00	2.00	5.00
ENSG00000228830.1	693.00	0.00	0.00	0.00	0.00
ENSG00000228835.1	1661.00	13.00	27.00	29.00	32.00
ENSG00000228839.1	488.00	2.00	0.00	1.00	0.00
ENSG00000228843.2	696.00	3.00	0.00	3.00	4.00
ENSG00000228857.2	484.00	4.00	1.00	3.00	0.00
ENSG00000228874.1	361.00	0.00	0.00	1.00	2.00
ENSG00000228878.3	2388.53	7.00	8.00	14.00	15.00
ENSG00000228886.1	310.00	0.00	0.00	0.00	0.00
ENSG00000228887.2	896.00	0.00	1.00	0.00	2.00
ENSG00000228889.2	1771.00	2.00	3.00	23.00	19.00
ENSG00000228903.2	2293.77	28.35	37.72	24.39	31.70
ENSG00000228906.1	451.00	2.00	1.00	1.00	1.00
ENSG00000228914.1	765.00	0.00	0.00	0.00	0.00
ENSG00000228918.3	2631.00	2.00	4.00	5.00	3.00
ENSG00000228923.1	480.00	0.00	0.00	0.00	0.00
ENSG00000228929.1	455.00	9.09	7.06	4.01	12.10
ENSG00000228933.3	1386.93	20.00	13.00	11.00	17.00
ENSG00000228951.1	657.00	0.00	0.00	0.00	0.00
ENSG00000228960.4	2562.13	20.34	31.70	24.70	33.81
ENSG00000228972.1	1828.00	2.00	3.00	0.00	1.00
ENSG00000228986.1	973.00	1.00	1.00	0.00	1.00
ENSG00000228989.1	415.00	73.00	57.00	38.00	92.00
ENSG00000228991.2	1452.00	13.00	14.00	15.00	31.00
ENSG00000228998.3	2576.00	54.00	67.00	61.00	75.00
ENSG00000229005.2	552.94	8.00	6.00	12.00	20.00
ENSG00000229007.1	500.00	1.26	1.95	0.00	2.00
ENSG00000229017.2	2398.00	33.00	44.00	34.00	33.00
ENSG00000229018.4	999.87	25.30	17.70	37.07	19.56
ENSG00000229021.2	4109.00	0.00	1.00	2.00	0.00
