symbol	length	Control_D0	Control_D1	AKAP8_D0	AKAP8_D1
ENSG00000224509.1	472.00	0.00	0.00	0.00	0.00
ENSG00000224512.2	1416.00	0.00	0.00	3.83	0.00
ENSG00000224520.2	1447.00	3.00	3.00	3.00	1.01
ENSG00000224531.4	4447.10	196.00	214.00	219.00	334.00
ENSG00000224543.3	344.21	1.13	4.12	1.01	7.31
ENSG00000224546.2	1850.00	5.25	2.74	8.57	8.75
ENSG00000224549.1	447.00	3.00	1.00	2.00	1.00
ENSG00000224550.1	246.00	0.00	0.00	0.00	0.00
ENSG00000224559.2	3516.00	0.00	0.00	0.00	0.00
ENSG00000224565.1	750.00	0.00	0.00	0.00	0.00
ENSG00000224566.2	477.00	3.00	5.00	1.00	3.00
ENSG00000224574.1	552.00	0.00	0.00	0.00	0.00
ENSG00000224578.3	1377.00	279.67	269.41	136.97	200.37
ENSG00000224592.1	583.00	0.00	0.00	1.00	0.00
ENSG00000224593.1	538.50	0.00	0.00	0.00	0.00
ENSG00000224596.3	2761.10	56.00	50.00	53.00	82.00
ENSG00000224597.5	1533.13	370.00	415.00	461.00	647.00
ENSG00000224614.1	2096.00	0.00	0.00	0.00	1.00
ENSG00000224616.1	423.00	3.00	4.00	3.00	4.00
ENSG00000224621.1	544.00	4.00	3.00	9.00	6.00
ENSG00000224623.1	615.00	1.50	0.50	0.00	0.93
ENSG00000224628.2	1519.00	0.00	0.00	0.00	1.00
ENSG00000224631.3	566.00	104.31	121.82	77.55	73.21
ENSG00000224635.1	2004.00	4.00	2.00	1.00	11.00
ENSG00000224660.1	2911.38	516.00	556.00	402.00	600.00
ENSG00000224662.2	280.00	5.00	0.00	3.00	1.00
ENSG00000224668.1	3109.00	0.00	1.00	1.00	3.00
ENSG00000224672.4	555.00	2.00	0.00	1.00	3.00
ENSG00000224676.1	460.00	0.00	0.00	1.00	0.00
ENSG00000224680.4	568.00	6.72	1.88	2.02	1.58
ENSG00000224687.1	1034.28	8.00	8.00	17.00	21.00
ENSG00000224699.4	643.83	4.00	12.00	10.00	7.00
ENSG00000224712.6	1121.92	4.18	0.00	9.64	10.54
ENSG00000224717.1	2885.00	0.00	1.00	0.00	1.00
ENSG00000224721.1	2159.00	0.00	0.00	0.00	0.00
ENSG00000224722.3	1248.00	9.37	14.63	10.39	16.22
ENSG00000224728.1	1525.00	15.00	11.00	8.00	10.00
ENSG00000224729.4	1391.00	0.00	0.00	1.00	0.00
ENSG00000224738.1	1338.00	1.00	3.00	0.00	3.00
ENSG00000224739.2	237.00	1.00	0.00	0.00	0.00
ENSG00000224745.1	499.00	0.00	0.00	0.00	0.00
ENSG00000224763.1	1089.00	0.00	2.00	0.00	0.00
ENSG00000224769.1	1680.00	20.32	8.57	14.72	18.16
ENSG00000224773.2	1948.00	0.00	1.00	0.00	1.00
ENSG00000224781.1	1196.00	1.01	0.00	0.00	0.00
ENSG00000224790.1	438.00	2.00	3.00	9.00	9.00
ENSG00000224805.2	661.00	0.00	2.00	2.00	3.00
ENSG00000224810.1	2463.00	7.00	10.00	4.00	1.00
ENSG00000224812.2	3300.00	2.00	7.00	1.00	1.00
ENSG00000224813.2	180.00	0.00	10.39	0.00	0.00
ENSG00000224818.1	598.00	6.00	13.00	11.00	9.00
ENSG00000224822.1	1754.00	1.00	1.00	2.00	1.00
ENSG00000224826.1	1874.00	0.00	0.00	0.00	0.00
ENSG00000224831.2	1128.00	6.13	17.67	19.17	44.63
ENSG00000224837.1	522.00	28.28	38.95	9.71	48.06
ENSG00000224838.2	375.00	9.00	13.00	7.00	10.00
ENSG00000224843.2	5607.00	1.00	1.00	1.00	2.00
ENSG00000224846.1	410.50	0.00	0.00	1.00	0.00
ENSG00000224858.4	468.00	2.04	1.02	3.08	1.06
ENSG00000224861.1	960.00	25.58	20.51	12.63	40.83
ENSG00000224864.3	441.00	1.08	0.23	0.00	0.19
ENSG00000224870.3	1831.90	327.00	462.00	339.00	471.00
ENSG00000224875.2	580.35	5.00	8.00	5.00	7.00
ENSG00000224877.3	488.29	124.00	157.00	109.00	173.00
ENSG00000224882.2	1075.00	9.71	8.57	12.83	0.00
ENSG00000224885.1	718.00	0.00	0.00	0.00	1.00
ENSG00000224886.2	490.00	9.00	14.00	6.00	22.00
ENSG00000224888.3	3132.71	1.00	0.00	0.00	2.00
ENSG00000224892.2	766.41	27.27	26.27	16.00	27.00
ENSG00000224895.1	755.00	0.00	0.00	0.00	1.00
ENSG00000224897.2	1658.56	5.00	11.00	10.00	13.00
ENSG00000224903.1	742.00	2.00	3.00	0.00	7.00
ENSG00000224905.2	1130.76	0.00	7.65	3.18	5.15
ENSG00000224914.2	3287.00	50.22	67.98	77.03	113.62
ENSG00000224916.4	1829.00	75.80	62.14	75.25	48.98
ENSG00000224934.2	2998.00	46.00	59.00	42.00	50.00
ENSG00000224939.1	2270.00	1.00	0.00	0.00	1.00
ENSG00000224940.4	2050.75	1.00	0.00	0.00	0.00
ENSG00000224945.1	584.09	9.00	12.00	8.00	11.00
ENSG00000224950.1	2295.00	3.00	7.00	2.00	8.00
ENSG00000224956.5	1236.00	87.33	131.94	114.26	148.76
ENSG00000224959.1	881.00	3.00	2.00	5.00	2.00
ENSG00000224961.1	438.00	0.00	0.00	1.00	1.00
ENSG00000224967.1	352.00	0.00	0.00	0.00	0.00
ENSG00000224975.1	945.00	6.00	11.00	21.00	11.00
ENSG00000224977.1	335.00	0.00	0.00	0.00	1.00
ENSG00000224985.1	379.00	0.00	2.00	1.00	0.00
ENSG00000224986.2	1044.00	0.00	0.00	0.00	0.00
ENSG00000224992.1	531.00	2.00	5.00	1.00	5.00
ENSG00000224995.1	520.00	1.00	0.00	0.00	1.00
ENSG00000224997.1	1543.00	1.00	4.00	4.00	2.00
ENSG00000224999.1	866.00	2.00	2.00	5.00	5.00
ENSG00000225015.1	733.00	64.00	82.98	76.00	111.52
ENSG00000225022.1	444.00	1.00	0.00	1.00	0.00
ENSG00000225026.1	272.00	2.00	0.00	0.00	1.00
ENSG00000225028.1	1807.00	5.00	9.00	3.00	3.00
ENSG00000225031.1	1813.00	19.86	21.34	23.16	22.69
ENSG00000225032.1	1424.63	9.00	10.00	14.00	18.00
ENSG00000225058.1	427.00	0.00	1.00	3.00	0.00
ENSG00000225062.1	529.00	1.00	3.00	11.00	10.00
ENSG00000225067.3	467.00	0.00	1.21	1.22	0.00
ENSG00000225077.2	1138.00	1.00	3.00	0.00	3.00
ENSG00000225091.3	134.00	1.00	0.00	0.00	0.00
ENSG00000225092.2	1676.00	1.00	5.00	5.00	1.00
ENSG00000225093.1	1212.00	2.00	0.00	1.00	2.00
ENSG00000225094.3	852.00	0.00	0.00	1.00	0.00
ENSG00000225096.1	301.00	0.00	0.00	0.00	0.00
ENSG00000225098.1	691.00	0.00	0.00	1.00	0.00
ENSG00000225111.1	469.00	2.00	4.00	4.00	10.00
ENSG00000225113.1	596.00	4.00	0.00	5.00	4.00
ENSG00000225119.3	992.00	47.14	29.61	31.08	33.20
ENSG00000225125.2	655.00	5.00	3.00	13.00	17.00
ENSG00000225131.1	700.00	18.91	13.01	13.00	32.99
ENSG00000225135.1	1477.00	26.00	26.00	37.00	44.00
ENSG00000225137.1	1838.00	11.63	12.94	6.89	16.86
ENSG00000225138.3	1503.64	42.00	45.00	44.00	54.00
ENSG00000225140.1	1657.00	0.00	0.00	0.00	2.00
ENSG00000225151.6	3017.86	862.76	1211.08	842.43	1108.01
ENSG00000225159.1	867.00	6.01	4.21	4.02	2.28
ENSG00000225163.3	360.76	0.00	0.00	2.00	5.00
ENSG00000225171.2	462.00	0.00	0.00	0.00	0.00
ENSG00000225173.1	709.00	0.00	1.00	2.00	0.00
ENSG00000225177.1	712.01	50.00	54.00	106.00	76.00
ENSG00000225180.2	1488.00	1.00	0.00	2.00	1.00
ENSG00000225187.1	860.00	0.00	0.00	1.00	1.00
ENSG00000225190.4	3120.49	422.55	574.64	647.61	897.47
ENSG00000225192.1	1834.00	17.00	6.00	6.00	1.00
ENSG00000225193.5	396.00	5.00	2.00	4.00	7.00
ENSG00000225200.2	627.00	14.38	13.83	6.20	16.20
ENSG00000225205.1	1251.98	7.00	3.00	4.00	7.00
ENSG00000225210.5	1389.16	1808.31	2094.80	1623.01	2615.54
ENSG00000225215.1	1186.00	0.00	0.00	1.00	1.00
ENSG00000225218.1	285.00	0.00	0.00	0.00	1.00
ENSG00000225224.1	465.00	0.00	0.00	0.00	0.00
ENSG00000225233.1	440.00	0.00	1.00	0.00	0.00
ENSG00000225241.3	1317.35	254.59	280.82	231.80	299.60
ENSG00000225246.1	821.00	1.00	1.00	0.00	1.00
ENSG00000225259.3	388.36	17.63	27.03	8.87	18.47
ENSG00000225264.3	663.00	28.00	23.00	18.00	14.00
ENSG00000225265.1	1313.00	20.00	13.00	9.00	21.00
ENSG00000225273.3	588.24	34.32	44.27	44.79	35.33
ENSG00000225278.3	430.89	4.61	0.00	2.00	0.00
ENSG00000225285.1	472.70	5.00	3.00	13.00	21.00
ENSG00000225300.1	1960.00	4.00	6.00	0.00	2.00
ENSG00000225302.1	657.00	0.00	4.00	1.00	3.00
ENSG00000225315.2	454.00	0.00	0.00	0.00	0.00
ENSG00000225329.1	640.00	0.00	0.00	0.00	0.00
ENSG00000225335.2	1245.49	13.00	13.00	6.00	17.00
ENSG00000225339.2	2659.16	5.00	8.00	12.00	38.00
ENSG00000225345.3	1300.59	89.20	78.61	74.90	116.26
ENSG00000225353.2	579.00	3.85	6.63	10.00	1.46
ENSG00000225361.3	1453.56	62.00	62.00	32.00	50.00
ENSG00000225366.4	2710.00	3.28	0.00	2.26	1.14
ENSG00000225369.1	840.00	2.54	0.00	0.00	0.48
ENSG00000225373.4	1971.03	987.02	1219.65	966.37	1270.88
ENSG00000225377.1	750.62	134.00	137.00	115.00	146.00
ENSG00000225380.3	321.00	0.00	0.59	2.87	1.74
ENSG00000225401.2	685.00	0.00	0.00	1.00	0.00
ENSG00000225408.1	543.00	4.00	3.00	1.00	2.00
ENSG00000225411.2	2878.00	0.00	0.00	0.00	0.00
ENSG00000225415.1	939.00	1.00	0.00	0.00	0.00
ENSG00000225420.1	1747.00	1.00	0.00	1.00	4.00
ENSG00000225422.3	1156.00	5.09	5.14	4.10	2.05
ENSG00000225423.1	1138.00	0.00	1.00	0.00	1.00
ENSG00000225431.1	1775.00	8.00	8.00	7.00	4.00
ENSG00000225434.2	1112.33	0.00	0.00	0.00	0.00
ENSG00000225438.1	1293.00	3.00	0.00	0.00	1.00
ENSG00000225439.2	1797.42	105.00	143.00	119.00	150.00
ENSG00000225447.1	382.00	2.00	2.00	4.00	6.00
ENSG00000225449.2	2454.00	0.00	1.00	2.00	1.00
ENSG00000225450.1	500.00	1.00	1.00	1.00	0.00
ENSG00000225470.2	1228.74	235.00	224.00	198.00	315.00
ENSG00000225472.1	964.00	0.00	1.00	1.00	1.00
ENSG00000225484.2	301.81	65.49	60.00	76.76	106.95
ENSG00000225485.3	5964.00	5.00	15.00	31.00	50.00
ENSG00000225486.1	353.00	0.00	0.00	0.00	0.00
ENSG00000225489.2	929.23	61.00	62.00	61.00	86.82
ENSG00000225498.1	733.00	0.00	0.00	0.00	0.00
ENSG00000225506.2	921.00	0.00	3.00	3.00	1.00
ENSG00000225511.2	796.00	0.00	2.00	0.00	1.00
ENSG00000225513.1	450.00	0.00	2.00	0.00	0.00
ENSG00000225518.2	423.00	2.00	1.00	0.00	2.00
ENSG00000225526.4	828.75	0.00	0.00	0.00	0.00
ENSG00000225527.1	413.00	0.00	0.00	0.00	0.00
ENSG00000225528.1	1287.00	0.00	1.00	0.00	0.00
ENSG00000225532.1	439.00	0.00	2.00	0.00	4.00
ENSG00000225535.2	746.00	0.00	2.00	1.00	2.00
ENSG00000225536.2	1624.00	0.00	0.00	0.00	0.00
ENSG00000225546.1	1577.00	1.00	1.00	1.00	4.00
ENSG00000225555.1	471.00	0.00	0.00	0.00	0.00
ENSG00000225559.1	457.00	0.00	0.00	0.00	1.00
ENSG00000225568.1	826.00	0.00	0.00	0.00	2.00
ENSG00000225569.1	1548.00	0.00	0.00	0.00	0.00
ENSG00000225573.3	354.00	12.00	11.00	6.00	13.00
ENSG00000225580.2	1178.00	0.00	0.00	1.01	0.00
ENSG00000225595.2	1426.00	0.00	0.00	0.00	0.00
ENSG00000225610.1	781.00	0.00	4.00	0.00	0.00
ENSG00000225611.1	897.00	7.00	3.00	4.00	7.00
ENSG00000225614.2	13203.00	0.00	0.00	1.00	1.00
ENSG00000225630.1	1044.00	33.24	35.20	34.56	66.34
ENSG00000225643.1	483.00	1.00	3.00	0.00	2.00
ENSG00000225648.1	1227.57	295.14	250.00	318.50	477.35
ENSG00000225650.2	968.00	0.00	0.00	1.00	0.00
ENSG00000225663.3	1096.70	563.43	953.53	1054.37	1409.01
ENSG00000225674.1	1750.00	1.00	2.00	1.00	1.00
ENSG00000225675.2	567.00	2.00	0.00	0.00	0.00
ENSG00000225680.1	726.00	43.00	37.00	16.00	38.00
ENSG00000225689.1	481.00	1.00	1.00	0.00	1.00
ENSG00000225693.1	484.00	3.00	9.00	3.00	3.00
ENSG00000225695.1	963.00	0.00	0.00	0.00	0.00
ENSG00000225697.6	1800.20	5683.00	7659.00	6797.00	8136.00
ENSG00000225710.1	882.00	4.00	1.00	3.81	3.00
ENSG00000225731.1	1754.00	2.00	2.00	1.00	1.00
ENSG00000225733.1	3145.61	1370.00	1613.00	1622.00	2402.00
ENSG00000225756.1	2139.00	170.00	272.00	102.00	137.00
ENSG00000225760.1	684.00	3.15	7.87	5.13	9.10
ENSG00000225766.4	1082.88	6.14	5.45	4.18	5.24
ENSG00000225774.1	1489.50	0.00	1.00	0.00	0.00
ENSG00000225778.1	1808.00	0.00	1.00	1.00	0.00
ENSG00000225783.2	9942.00	0.00	1.00	0.00	1.00
ENSG00000225784.5	2353.00	5.41	9.45	6.01	11.08
ENSG00000225791.2	1496.92	109.00	131.00	110.00	159.00
ENSG00000225792.1	559.50	0.00	0.00	0.00	0.00
ENSG00000225793.2	546.05	6.00	5.00	2.00	8.00
ENSG00000225798.1	383.00	5.00	0.00	0.00	3.00
ENSG00000225806.3	536.38	7.00	9.00	9.00	16.00
ENSG00000225808.1	316.00	1.00	5.00	9.00	21.00
ENSG00000225813.1	717.00	0.00	1.00	0.00	0.00
ENSG00000225822.3	2008.00	3.00	0.00	2.00	6.00
ENSG00000225828.1	2646.15	709.00	850.00	655.00	782.00
ENSG00000225830.6	5371.37	260.59	275.52	203.26	321.47
ENSG00000225833.1	574.00	0.00	0.00	0.00	0.00
ENSG00000225849.1	1223.00	19.00	19.00	20.00	11.00
ENSG00000225850.2	615.00	1.00	0.00	0.00	0.00
ENSG00000225855.2	1457.77	7.00	10.00	22.00	26.00
ENSG00000225869.4	615.00	0.00	0.00	1.00	0.00
ENSG00000225871.2	1679.00	0.00	1.01	0.00	1.00
ENSG00000225872.2	1835.93	32.00	37.00	19.00	22.00
ENSG00000225873.1	732.00	28.00	33.00	25.00	21.00
ENSG00000225880.4	1298.00	55.42	79.99	69.54	76.72
ENSG00000225883.2	885.00	24.81	24.22	41.47	49.06
ENSG00000225889.3	700.00	1.00	0.00	1.00	0.00
ENSG00000225891.1	529.00	1.00	1.00	1.00	4.00
ENSG00000225892.3	2486.00	110.21	187.81	194.36	213.14
ENSG00000225900.1	297.00	0.00	1.00	1.00	0.00
ENSG00000225905.1	543.00	1.00	1.00	0.00	1.00
ENSG00000225912.1	436.00	0.00	1.00	1.00	0.00
ENSG00000225914.1	3458.00	2.00	0.00	0.00	1.00
ENSG00000225921.2	1160.85	671.00	717.00	584.00	863.00
ENSG00000225930.3	3278.12	8.00	12.00	6.00	14.00
ENSG00000225931.3	1297.00	2.24	5.27	2.26	0.00
ENSG00000225945.1	419.00	0.00	0.00	0.00	0.00
ENSG00000225953.2	560.00	0.00	1.00	3.00	1.00
ENSG00000225956.1	446.00	0.00	1.00	0.00	0.00
ENSG00000225963.3	517.00	0.00	0.00	0.00	1.00
ENSG00000225968.4	3211.27	16.00	29.00	22.00	32.00
ENSG00000225969.1	558.00	0.00	0.00	0.00	1.00
ENSG00000225972.1	372.00	3.27	11.07	4.42	8.75
ENSG00000225973.3	685.68	89.64	97.92	90.07	157.00
ENSG00000225975.2	628.48	22.00	30.00	20.00	33.00
ENSG00000225976.4	240.00	0.00	1.86	0.00	0.00
ENSG00000225981.1	498.00	2.00	0.00	2.00	2.00
ENSG00000225991.1	410.00	2.00	7.00	9.00	2.00
ENSG00000225996.2	1811.00	0.00	0.00	0.00	0.00
ENSG00000226002.1	586.00	0.00	2.00	0.00	2.00
ENSG00000226009.1	850.00	6.00	8.00	6.00	11.00
ENSG00000226010.1	1771.00	0.00	1.00	2.00	1.00
ENSG00000226015.2	1657.00	578.97	651.94	306.97	360.98
ENSG00000226026.1	703.80	3.00	4.00	1.00	3.00
ENSG00000226029.1	3245.00	18.00	28.00	27.00	40.00
ENSG00000226049.3	3192.00	8.04	11.26	10.65	9.34
ENSG00000226054.1	1540.00	10.50	22.11	16.26	12.27
ENSG00000226067.2	475.00	15.00	19.00	9.00	15.00
ENSG00000226084.4	617.00	15.08	29.03	25.81	28.57
ENSG00000226085.2	820.00	2.35	0.00	1.16	1.19
ENSG00000226087.1	561.00	1.00	0.00	2.00	3.00
ENSG00000226091.3	3033.00	0.00	1.00	0.00	1.00
ENSG00000226107.1	289.00	4.00	4.00	2.00	6.00
ENSG00000226121.1	6821.00	29.06	25.97	28.34	53.01
ENSG00000226124.2	1021.00	1.00	0.00	1.00	1.00
ENSG00000226125.1	2609.00	0.00	0.00	2.00	0.00
ENSG00000226129.1	340.00	0.15	0.00	3.62	4.42
ENSG00000226130.1	232.00	5.00	3.00	1.00	1.00
ENSG00000226137.3	3909.72	234.00	283.00	522.00	625.00
ENSG00000226143.1	518.00	4.00	2.00	2.00	2.00
ENSG00000226147.1	1301.00	6.13	13.24	15.70	17.04
ENSG00000226149.1	565.95	1.00	3.00	7.00	5.00
ENSG00000226158.1	421.00	0.00	0.00	0.00	0.00
ENSG00000226161.1	1095.00	0.00	0.00	0.00	0.00
ENSG00000226174.2	2571.00	12.13	6.00	4.16	4.00
ENSG00000226179.1	428.00	2.00	2.00	3.00	4.00
ENSG00000226180.2	2610.00	8.00	12.00	10.00	19.00
ENSG00000226194.1	2282.00	1.00	2.00	5.00	2.00
ENSG00000226200.2	12400.00	42.00	63.00	48.00	98.00
ENSG00000226210.3	1817.00	626.73	851.74	787.91	967.89
ENSG00000226220.1	1319.00	0.00	0.00	0.00	1.00
ENSG00000226221.1	438.00	36.64	26.02	26.84	40.16
ENSG00000226232.4	871.09	135.73	99.96	147.54	169.65
ENSG00000226239.1	2013.00	18.00	15.00	3.00	9.00
ENSG00000226241.2	2080.00	0.00	1.00	6.00	1.00
ENSG00000226251.1	337.00	0.00	0.00	1.00	2.00
ENSG00000226253.1	364.00	0.00	0.00	0.00	0.00
ENSG00000226259.6	1434.39	93.07	113.30	97.16	133.33
ENSG00000226263.1	652.00	0.00	2.00	0.00	2.00
ENSG00000226266.2	475.38	2.00	3.00	10.00	4.00
ENSG00000226268.2	959.00	24.22	30.83	26.23	30.89
ENSG00000226276.1	379.00	0.00	4.00	1.00	1.00
ENSG00000226279.2	498.00	1.00	0.00	0.00	1.00
ENSG00000226284.1	533.00	1.00	0.00	2.00	0.00
ENSG00000226287.3	688.80	22.82	27.54	13.93	21.58
ENSG00000226306.6	2988.00	0.00	0.00	0.00	1.00
ENSG00000226310.1	665.00	2.00	4.00	0.00	3.00
ENSG00000226312.3	664.62	1.00	0.00	1.00	0.00
ENSG00000226314.3	1231.82	70.00	64.00	80.00	95.00
ENSG00000226318.1	763.00	10.00	8.00	20.00	17.00
ENSG00000226321.3	577.00	0.00	1.00	0.00	1.00
ENSG00000226328.2	1513.59	103.00	143.00	120.00	151.00
ENSG00000226332.2	681.00	8.00	8.00	10.00	13.00
ENSG00000226334.1	469.00	0.00	1.00	0.00	0.00
ENSG00000226359.1	877.00	2.00	3.00	3.00	6.00
ENSG00000226360.4	648.00	6.00	10.00	8.00	6.41
ENSG00000226361.4	1207.00	0.00	1.01	0.00	1.00
ENSG00000226377.1	591.00	5.00	2.00	0.00	2.00
ENSG00000226380.3	5045.79	24.00	30.00	33.00	53.00
ENSG00000226381.3	596.51	63.00	48.00	76.00	87.00
ENSG00000226383.1	1183.03	35.00	36.00	21.00	41.00
ENSG00000226386.1	302.00	2.00	3.00	1.00	5.00
ENSG00000226396.1	455.00	14.15	13.07	12.00	20.00
ENSG00000226403.1	408.00	2.00	0.00	0.00	0.00
ENSG00000226406.1	836.00	4.00	2.00	1.00	2.00
ENSG00000226410.1	297.00	1.00	1.00	1.00	1.00
ENSG00000226415.1	750.00	28.03	26.03	28.02	45.95
ENSG00000226416.1	1876.00	55.00	81.00	29.00	41.00
ENSG00000226419.2	1758.43	102.00	130.00	95.00	123.00
ENSG00000226432.3	877.00	2.23	2.33	1.12	2.46
ENSG00000226445.1	980.00	1.00	0.00	0.00	2.00
ENSG00000226450.2	1490.00	10.00	16.00	16.00	16.00
ENSG00000226453.1	822.00	124.00	123.00	147.00	200.00
ENSG00000226465.1	320.00	1.00	3.00	4.00	9.00
ENSG00000226469.1	2000.00	0.00	0.00	0.00	0.00
ENSG00000226471.2	441.33	7.00	6.00	7.00	4.00
ENSG00000226472.3	579.67	0.00	0.00	0.00	0.00
ENSG00000226478.2	456.00	1.34	0.00	1.22	1.08
ENSG00000226479.3	2131.00	152.00	162.00	219.00	316.00
ENSG00000226498.2	885.00	1.00	0.00	0.00	0.00
ENSG00000226505.1	678.81	9.00	5.00	4.00	4.00
ENSG00000226510.1	795.00	9.00	10.00	31.00	32.00
ENSG00000226524.2	1750.36	7.98	6.00	8.33	4.22
ENSG00000226525.4	582.00	4.00	3.00	2.00	5.00
ENSG00000226535.1	1580.00	0.00	1.00	2.00	3.00
ENSG00000226544.4	733.00	1.00	0.00	1.01	1.01
ENSG00000226549.3	1081.00	1.00	3.00	1.00	5.00
ENSG00000226555.1	1263.00	5.00	1.00	0.00	1.00
ENSG00000226557.1	1558.00	3.00	0.00	0.00	0.00
ENSG00000226564.1	548.00	9.39	6.60	8.96	8.26
ENSG00000226578.1	712.00	11.00	15.00	14.00	12.00
ENSG00000226580.1	146.00	0.00	1.00	0.00	0.00
ENSG00000226608.2	528.00	17.00	27.00	27.00	61.01
ENSG00000226609.1	420.00	0.00	0.00	0.00	0.00
ENSG00000226632.1	445.00	8.00	3.00	4.00	2.00
ENSG00000226637.1	420.00	11.00	19.00	11.00	14.00
ENSG00000226644.1	475.50	0.00	0.00	0.00	0.00
ENSG00000226648.1	1462.00	4.00	6.00	0.00	8.00
ENSG00000226650.4	4426.00	0.00	1.01	0.00	0.00
ENSG00000226652.1	672.00	2.00	6.00	2.00	1.00
ENSG00000226666.1	2029.00	2.00	2.00	0.00	1.00
ENSG00000226674.4	688.14	0.00	2.00	0.00	2.00
ENSG00000226688.2	947.96	152.00	130.00	139.00	177.00
ENSG00000226696.1	703.00	32.00	39.00	33.00	58.00
ENSG00000226711.2	1233.56	0.00	1.00	2.00	0.00
ENSG00000226721.2	843.00	2.00	1.00	0.00	0.00
ENSG00000226723.2	780.00	3.02	3.02	1.01	0.00
ENSG00000226733.1	692.00	8.00	5.00	10.00	14.00
ENSG00000226742.3	862.01	193.00	254.00	200.00	289.00
ENSG00000226747.2	1179.00	2.00	1.00	3.00	1.00
ENSG00000226751.2	695.00	0.00	2.00	2.00	1.00
ENSG00000226752.3	2161.06	199.00	192.00	165.00	256.00
ENSG00000226754.1	1181.00	7.00	10.00	6.00	9.00
ENSG00000226758.1	762.00	0.00	0.00	4.00	1.00
ENSG00000226761.3	930.00	0.00	1.00	0.00	0.00
ENSG00000226763.3	2397.00	17.80	22.69	21.73	19.00
ENSG00000226767.1	172.00	0.00	0.00	0.00	2.00
ENSG00000226781.1	327.00	1.00	1.00	1.00	0.00
ENSG00000226784.1	1678.00	0.00	0.00	0.00	3.31
ENSG00000226786.2	794.00	0.00	2.00	0.00	0.00
ENSG00000226790.2	2072.50	0.00	0.00	0.00	0.00
ENSG00000226791.3	1424.00	0.00	1.00	0.00	0.00
ENSG00000226801.2	448.00	0.00	1.00	0.00	0.00
ENSG00000226803.3	732.11	2.00	3.00	5.00	6.00
ENSG00000226812.2	754.00	7.00	8.00	4.00	1.00
ENSG00000226819.1	707.00	0.00	2.00	0.00	0.00
ENSG00000226824.2	508.00	3.00	9.00	2.00	6.00
ENSG00000226833.1	723.43	1.00	0.00	5.00	7.00
ENSG00000226835.1	480.00	3.00	0.00	2.00	1.00
ENSG00000226849.1	2682.00	13.00	8.00	8.00	15.00
ENSG00000226852.2	1747.00	1.00	1.00	0.00	0.00
ENSG00000226853.2	393.00	5.00	3.00	0.00	1.00
ENSG00000226856.1	605.33	0.00	1.00	0.00	0.00
ENSG00000226859.1	690.00	0.00	1.00	0.00	0.00
ENSG00000226864.1	951.00	0.00	3.00	0.00	5.00
ENSG00000226874.1	379.00	1.00	1.00	1.00	0.00
ENSG00000226877.3	437.25	1.00	0.00	0.00	0.00
ENSG00000226887.3	2667.46	2.00	1.00	0.00	4.00
ENSG00000226889.3	575.00	0.00	1.00	0.00	1.00
ENSG00000226900.1	634.00	8.00	5.00	2.00	11.00
ENSG00000226902.1	443.00	0.00	0.00	0.00	0.00
ENSG00000226904.1	340.00	0.00	0.00	0.00	0.00
ENSG00000226913.1	1610.17	1.00	5.00	1.00	3.00
ENSG00000226917.1	816.00	0.00	3.00	1.00	1.00
ENSG00000226920.1	478.00	0.00	0.00	1.00	0.00
ENSG00000226942.2	1674.00	0.00	1.00	0.00	0.00
ENSG00000226950.2	855.76	288.00	428.00	267.00	388.00
ENSG00000226954.1	3775.00	0.00	0.00	2.00	1.00
ENSG00000226958.1	432.00	0.00	1.00	0.00	1.00
ENSG00000226963.1	558.00	0.00	0.00	0.00	0.00
ENSG00000226964.1	600.00	149.47	156.62	118.39	173.66
ENSG00000226965.1	495.00	5.00	0.00	6.00	7.00
ENSG00000226976.1	571.00	20.96	53.97	33.25	33.66
ENSG00000226977.1	298.00	0.00	1.00	0.00	1.00
ENSG00000226979.4	1507.00	2.00	1.00	3.00	3.00
ENSG00000226986.3	898.00	1.00	1.00	0.00	1.00
ENSG00000227001.2	647.09	5.42	14.54	8.37	15.35
ENSG00000227008.2	416.00	19.37	14.05	7.66	13.23
ENSG00000227014.1	729.33	4.00	9.00	5.00	6.00
ENSG00000227032.1	831.00	1.00	1.00	0.00	0.00
ENSG00000227036.2	951.30	269.00	278.00	325.00	517.00
ENSG00000227038.2	1962.13	444.00	473.00	454.00	616.00
ENSG00000227039.2	2282.00	21.00	38.00	37.00	62.00
ENSG00000227051.4	7774.00	7.00	4.00	5.00	14.00
ENSG00000227053.1	389.50	0.00	0.00	0.00	0.00
ENSG00000227057.3	1548.16	612.00	770.00	609.00	1027.00
ENSG00000227060.2	784.00	1.00	0.00	3.00	0.00
ENSG00000227061.1	4775.00	0.00	2.00	0.00	0.00
ENSG00000227063.4	306.00	5478.16	7577.33	5571.37	7340.78
ENSG00000227066.1	2493.00	0.00	0.00	0.00	1.00
ENSG00000227070.1	308.50	0.00	2.00	0.00	0.00
ENSG00000227071.1	288.00	0.00	0.00	0.00	0.00
ENSG00000227077.2	371.00	12.41	31.00	23.82	20.93
ENSG00000227080.2	685.00	4.00	11.00	4.00	4.00
ENSG00000227081.4	302.66	11.78	19.82	17.27	9.98
ENSG00000227082.1	3662.00	0.00	0.00	1.00	0.00
ENSG00000227083.1	534.00	1.00	2.00	0.00	3.00
ENSG00000227088.1	284.00	0.00	1.00	3.00	4.00
