symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000217094.2	495.00	5.07	4.71	6.09	3.03
ENSG00000217128.7	5918.44	664.00	682.00	711.00	655.00
ENSG00000217130.1	498.00	1.00	0.00	0.00	0.00
ENSG00000217236.1	2554.00	0.00	0.00	4.00	2.00
ENSG00000217241.1	552.00	1.01	2.01	0.00	3.02
ENSG00000217258.2	494.00	0.00	0.00	0.00	3.00
ENSG00000217275.2	499.00	0.00	0.00	11.00	7.00
ENSG00000217325.2	781.50	0.00	1.00	0.00	0.00
ENSG00000217330.1	565.00	0.00	1.00	0.00	0.00
ENSG00000217416.3	387.00	0.00	0.00	3.53	12.71
ENSG00000217442.3	395.00	1.00	0.00	0.00	0.00
ENSG00000217512.1	447.00	1.00	0.00	1.00	0.00
ENSG00000217555.8	594.93	485.66	484.83	542.12	642.74
ENSG00000217624.2	735.00	0.00	0.00	0.00	2.00
ENSG00000217648.1	1138.00	43.00	36.00	44.00	47.00
ENSG00000217702.1	923.00	3.00	1.00	2.00	1.00
ENSG00000217769.4	304.00	0.00	0.00	0.00	0.00
ENSG00000217783.2	1082.00	1.00	0.00	0.00	2.00
ENSG00000217801.5	605.18	116.00	133.00	171.00	156.00
ENSG00000217835.3	908.00	0.00	0.00	1.00	0.00
ENSG00000217889.3	852.00	0.00	1.00	2.00	0.00
ENSG00000217929.3	2812.00	17.04	18.16	21.04	27.22
ENSG00000217930.3	643.90	142.83	157.00	185.80	225.00
ENSG00000217950.3	1944.00	1.00	1.00	1.00	4.00
ENSG00000218016.2	1383.00	1.00	0.00	2.00	1.00
ENSG00000218018.2	1540.00	1.00	0.00	0.00	1.00
ENSG00000218020.3	2275.00	0.00	0.00	0.00	1.00
ENSG00000218052.4	470.00	0.00	2.00	1.00	1.00
ENSG00000218069.2	493.00	0.00	0.00	1.00	0.00
ENSG00000218073.1	486.00	1.00	0.00	0.00	0.00
ENSG00000218175.2	345.00	3.00	4.00	4.00	3.00
ENSG00000218208.1	447.00	0.00	0.00	0.00	0.00
ENSG00000218227.3	591.00	12.05	16.77	11.00	10.00
ENSG00000218233.1	1371.00	1.00	2.00	0.00	1.00
ENSG00000218274.2	1548.00	0.00	1.00	0.00	0.00
ENSG00000218283.2	967.00	247.17	253.93	364.20	415.50
ENSG00000218305.2	1692.00	0.00	0.00	0.00	0.00
ENSG00000218336.3	3394.00	1.00	1.00	3.00	1.00
ENSG00000218350.1	695.00	1.01	0.00	0.00	1.02
ENSG00000218358.2	1162.00	2.00	5.00	4.00	4.00
ENSG00000218416.3	1497.00	0.00	0.00	0.00	0.00
ENSG00000218418.2	5914.00	1.04	0.00	4.20	2.11
ENSG00000218422.2	2751.00	71.37	45.25	43.72	53.28
ENSG00000218426.5	447.00	22.48	15.52	11.67	18.72
ENSG00000218510.3	931.68	135.00	115.00	149.00	124.00
ENSG00000218537.1	1476.00	9.00	14.00	27.00	19.00
ENSG00000218586.3	4486.00	0.00	0.00	1.00	0.00
ENSG00000218631.1	616.00	2.00	1.00	1.00	0.00
ENSG00000218682.1	506.00	1.00	0.00	1.00	2.00
ENSG00000218739.5	2123.35	991.00	931.00	1618.00	1602.00
ENSG00000218819.3	6135.00	23.00	26.00	88.00	58.00
ENSG00000218839.3	590.00	0.00	0.00	0.00	0.33
ENSG00000218890.1	1479.00	0.00	0.00	0.00	0.00
ENSG00000218891.2	1174.71	111.00	126.00	246.00	175.00
ENSG00000218996.1	599.00	0.00	0.00	0.00	1.05
ENSG00000219023.1	392.00	2.00	2.00	2.00	2.00
ENSG00000219073.3	687.50	0.00	0.00	0.00	0.00
ENSG00000219085.1	874.00	2.00	0.00	2.00	0.00
ENSG00000219102.3	1063.00	9.61	2.00	2.00	2.00
ENSG00000219133.2	483.00	0.00	1.03	1.04	1.03
ENSG00000219200.6	721.57	842.33	798.93	1073.47	994.96
ENSG00000219201.3	921.00	1.82	5.66	14.31	16.57
ENSG00000219395.2	786.00	14.00	10.00	6.00	10.00
ENSG00000219409.2	794.00	0.00	1.00	0.00	0.00
ENSG00000219433.2	676.00	1.00	0.00	0.00	2.00
ENSG00000219435.3	540.83	3.00	2.00	3.00	3.00
ENSG00000219438.4	1379.05	775.00	883.00	431.00	384.00
ENSG00000219451.3	428.00	0.00	2.00	0.00	0.00
ENSG00000219470.1	882.00	3.01	2.00	7.00	3.05
ENSG00000219481.6	3798.23	2022.97	2037.36	2714.86	2773.31
ENSG00000219487.2	664.00	0.00	0.00	0.00	0.00
ENSG00000219507.4	514.00	3.99	5.20	7.40	0.00
ENSG00000219529.2	358.00	16.90	22.81	11.59	20.89
ENSG00000219545.5	1567.15	243.00	213.58	283.00	260.00
ENSG00000219553.2	723.00	0.00	1.00	1.00	1.00
ENSG00000219565.2	2571.72	1.00	1.00	0.00	2.00
ENSG00000219607.2	1736.00	73.00	69.00	64.00	59.00
ENSG00000219626.4	1303.63	16.00	18.00	35.00	38.00
ENSG00000219642.2	1598.00	0.00	0.00	0.00	0.00
ENSG00000219665.4	1022.76	10.00	11.00	20.00	23.00
ENSG00000219682.3	1419.50	2.17	0.00	2.16	0.00
ENSG00000219712.1	1227.00	0.00	0.00	0.00	1.00
ENSG00000219747.1	405.00	5.00	4.00	4.00	6.00
ENSG00000219755.1	745.00	2.00	4.00	4.00	4.00
ENSG00000219814.2	460.00	0.00	0.00	0.00	10.25
ENSG00000219891.2	802.00	11.00	9.00	9.00	8.00
ENSG00000219902.1	371.00	0.00	0.00	1.00	0.00
ENSG00000219926.6	813.53	5.00	1.13	6.24	5.00
ENSG00000219992.2	436.00	0.00	1.00	0.00	2.00
ENSG00000220032.4	2077.00	16.00	15.00	22.00	28.00
ENSG00000220201.3	1261.14	33.83	42.56	44.49	37.55
ENSG00000220205.4	1993.47	563.00	519.00	381.00	370.00
ENSG00000220305.1	1185.00	7.00	13.00	10.00	14.00
ENSG00000220323.3	493.00	23.00	13.44	7.87	11.41
ENSG00000220392.1	482.00	0.00	0.00	0.00	0.00
ENSG00000220412.1	1779.00	2.00	0.00	1.00	2.00
ENSG00000220472.1	730.00	8.53	3.00	4.00	4.00
ENSG00000220563.1	715.00	1.00	1.00	0.00	1.00
ENSG00000220583.1	363.00	0.00	3.00	3.01	1.00
ENSG00000220685.2	531.16	4.00	6.00	9.00	5.00
ENSG00000220693.2	1846.00	0.00	1.00	0.00	1.00
ENSG00000220744.1	891.00	1.00	1.00	5.00	2.00
ENSG00000220749.3	543.00	2.25	0.00	4.73	7.16
ENSG00000220785.3	1862.61	65.00	61.00	66.00	87.00
ENSG00000220804.4	624.34	48.97	66.67	52.38	48.83
ENSG00000220842.5	542.00	139.18	161.95	316.64	243.53
ENSG00000220848.4	460.00	14.00	9.00	15.00	17.00
ENSG00000220867.1	275.00	0.00	0.00	0.00	0.00
ENSG00000220875.1	417.00	0.00	0.00	0.00	0.00
ENSG00000221044.1	203.00	0.00	2.00	1.00	0.00
ENSG00000221571.2	273.00	2.00	0.00	0.00	0.00
ENSG00000221767.1	149.00	1.95	0.00	5.91	4.51
ENSG00000221813.2	1047.00	0.00	1.00	0.00	0.00
ENSG00000221817.5	1723.90	29.00	24.00	24.00	24.00
ENSG00000221821.2	550.00	48.00	35.00	85.00	89.00
ENSG00000221823.6	2887.25	1287.72	1320.00	2172.01	2026.00
ENSG00000221826.5	1724.00	1.00	0.00	3.00	6.00
ENSG00000221829.5	1415.61	389.00	347.00	330.00	299.00
ENSG00000221838.5	1459.39	119.00	140.00	165.00	156.00
ENSG00000221843.2	6200.00	26.00	35.00	12.00	4.00
ENSG00000221845.2	2911.00	0.00	1.00	0.00	0.00
ENSG00000221852.4	1177.00	0.00	0.00	0.00	0.00
ENSG00000221857.3	588.00	123.25	258.98	17.30	37.98
ENSG00000221866.5	13061.00	2.00	1.00	17.00	20.00
ENSG00000221867.4	1724.00	0.00	0.21	0.00	1.34
ENSG00000221869.4	2178.00	200.00	179.00	222.00	167.00
ENSG00000221874.4	1252.00	13.03	14.69	24.48	21.07
ENSG00000221878.6	2025.00	1.00	1.00	4.00	9.00
ENSG00000221883.2	1598.00	6.00	7.00	10.00	7.00
ENSG00000221886.3	2851.00	125.00	131.00	141.00	124.00
ENSG00000221890.2	5784.00	1024.00	1232.00	484.00	488.00
ENSG00000221909.2	2389.30	141.00	135.00	202.00	212.00
ENSG00000221914.4	2348.86	686.00	658.00	1348.00	1306.00
ENSG00000221916.2	743.00	12.00	13.00	16.00	18.00
ENSG00000221923.4	803.32	6.00	7.00	7.00	2.00
ENSG00000221926.7	1654.78	225.32	229.83	226.47	217.35
ENSG00000221930.5	1369.06	12.55	5.78	2.17	11.26
ENSG00000221932.5	1428.00	0.00	0.00	0.00	1.00
ENSG00000221944.3	2448.00	123.00	111.00	93.00	98.00
ENSG00000221946.3	728.75	1.00	1.00	0.00	0.00
ENSG00000221947.3	2093.63	8.00	9.00	21.00	9.00
ENSG00000221949.2	1684.00	5.00	1.00	2.00	6.00
ENSG00000221953.2	2258.00	20.00	26.00	21.00	26.00
ENSG00000221955.6	849.42	4.00	6.00	7.00	3.00
ENSG00000221963.5	10121.00	535.00	527.00	449.00	400.00
ENSG00000221968.4	1662.38	250.00	250.00	618.00	576.00
ENSG00000221978.7	2040.88	5110.00	5129.00	5280.00	5422.00
ENSG00000221983.3	622.40	3956.00	4151.00	4671.00	4846.00
ENSG00000221986.2	1296.42	31.00	22.00	23.00	25.00
ENSG00000221988.8	1613.62	624.46	634.76	815.78	759.92
ENSG00000221990.2	1614.00	48.00	51.00	81.00	80.00
ENSG00000221994.6	1763.67	0.00	0.00	1.00	0.00
ENSG00000221995.4	3084.38	295.46	283.65	356.60	378.28
ENSG00000222001.2	619.95	34.00	32.00	40.00	37.00
ENSG00000222004.3	1956.00	0.00	0.00	0.00	0.00
ENSG00000222005.4	1114.58	4.00	7.00	3.00	10.00
ENSG00000222009.4	1948.89	203.00	199.00	355.00	361.00
ENSG00000222011.4	1622.70	91.99	82.09	74.63	70.31
ENSG00000222019.3	785.61	29.00	23.00	7.00	9.00
ENSG00000222020.2	417.67	0.00	1.00	1.00	0.00
ENSG00000222028.2	1894.00	0.00	0.00	2.00	0.00
ENSG00000222033.1	2117.00	158.00	144.00	117.00	118.00
ENSG00000222036.3	3703.33	0.61	0.00	0.28	0.00
ENSG00000222038.3	3383.00	0.00	1.69	0.00	0.00
ENSG00000222041.6	581.58	100.68	93.57	419.08	443.96
ENSG00000222043.2	499.00	0.00	0.00	2.00	1.00
ENSG00000222047.4	2360.00	0.00	0.00	6.00	7.00
ENSG00000222112.1	299.00	2.00	2.00	9.00	7.00
ENSG00000222328.1	191.00	0.21	1.69	3.35	2.94
ENSG00000222386.1	332.00	0.00	0.00	0.00	0.00
ENSG00000222414.1	191.00	0.00	0.00	0.00	0.00
ENSG00000222489.1	148.00	0.00	0.00	0.00	0.00
ENSG00000222764.1	272.00	1.00	0.00	0.00	0.00
ENSG00000222898.1	333.00	3.00	0.00	3.00	5.00
ENSG00000223117.1	341.00	1.00	2.00	3.00	0.00
ENSG00000223305.1	334.00	1.00	0.00	0.00	1.00
ENSG00000223356.1	433.00	0.00	0.00	0.00	0.00
ENSG00000223361.5	930.00	11.63	10.54	8.01	14.16
ENSG00000223379.1	492.00	1.00	0.00	2.00	1.00
ENSG00000223380.3	1963.68	959.00	918.00	876.00	755.00
ENSG00000223382.3	1108.00	0.00	0.00	3.00	1.00
ENSG00000223387.2	1367.67	0.00	1.00	1.00	0.00
ENSG00000223392.1	895.00	0.00	0.00	7.00	4.00
ENSG00000223393.1	794.00	5.00	2.00	1.00	1.00
ENSG00000223396.2	2329.00	3.00	3.60	6.80	7.17
ENSG00000223427.1	708.00	0.00	0.00	2.01	2.01
ENSG00000223431.1	482.00	3.00	1.00	1.00	0.00
ENSG00000223459.4	2232.00	223.92	227.19	323.51	403.06
ENSG00000223473.1	687.47	26.00	25.00	31.00	21.00
ENSG00000223474.2	2077.00	4.00	6.00	5.00	6.00
ENSG00000223475.1	552.00	0.00	0.00	0.00	0.00
ENSG00000223476.1	344.00	1.00	2.00	1.00	0.00
ENSG00000223478.1	544.00	10.00	11.00	16.00	24.00
ENSG00000223482.3	1385.05	283.56	235.53	454.41	459.90
ENSG00000223486.1	2691.00	0.00	5.00	2.00	1.00
ENSG00000223496.1	1700.00	465.00	416.00	607.00	563.00
ENSG00000223500.1	1242.00	0.00	1.00	0.00	1.00
ENSG00000223501.4	2001.30	1079.00	1150.00	1085.00	999.00
ENSG00000223508.5	498.07	18.00	18.28	52.87	44.14
ENSG00000223509.4	1400.88	315.59	273.79	172.49	152.38
ENSG00000223511.1	399.32	0.00	0.00	1.00	3.00
ENSG00000223519.3	1622.67	1.00	0.00	0.00	0.00
ENSG00000223546.2	979.65	40.00	44.00	38.00	24.00
ENSG00000223547.5	4350.61	83.00	80.00	106.00	103.00
ENSG00000223548.1	923.00	0.00	3.00	1.00	3.00
ENSG00000223551.1	618.00	1.00	2.00	1.00	2.00
ENSG00000223553.1	1584.67	2.00	1.00	0.00	0.00
ENSG00000223559.1	2884.00	1.00	2.00	2.00	3.00
ENSG00000223571.1	651.00	3.00	0.00	1.00	3.00
ENSG00000223572.5	759.00	4.63	2.53	5.72	3.28
ENSG00000223573.2	3733.00	4.00	2.00	7.00	2.00
ENSG00000223583.1	535.00	0.00	1.00	0.00	0.00
ENSG00000223587.1	590.00	0.00	0.00	1.00	0.00
ENSG00000223599.1	1309.00	0.00	2.00	0.00	1.00
ENSG00000223601.2	1208.00	1.00	2.00	0.00	1.00
ENSG00000223612.2	704.00	1.73	3.33	5.30	12.85
ENSG00000223621.1	646.00	0.00	0.00	0.00	0.00
ENSG00000223638.3	1035.00	10.66	10.00	31.00	37.46
ENSG00000223658.5	1170.00	20.00	33.00	35.00	30.00
ENSG00000223669.1	739.00	0.00	0.00	0.00	0.00
ENSG00000223685.1	521.00	3.00	0.00	4.00	1.00
ENSG00000223695.1	510.00	1.00	0.00	0.00	1.00
ENSG00000223703.1	2395.00	0.00	0.00	1.00	0.00
ENSG00000223704.1	6043.00	0.00	0.00	0.00	0.00
ENSG00000223705.5	3773.20	1289.21	1269.36	481.58	441.37
ENSG00000223711.1	343.30	0.00	0.00	1.00	2.00
ENSG00000223723.1	1230.00	0.00	0.00	0.00	0.00
ENSG00000223725.2	539.00	2.00	3.00	1.00	3.00
ENSG00000223727.2	632.33	0.00	0.00	0.00	0.00
ENSG00000223734.2	573.00	5.00	2.00	0.00	2.00
ENSG00000223745.3	1435.41	227.00	228.00	263.00	275.00
ENSG00000223756.2	1167.86	0.00	2.00	1.00	2.00
ENSG00000223759.2	1990.00	5.99	5.39	8.63	15.82
ENSG00000223760.4	1841.00	1.00	0.00	0.00	1.00
ENSG00000223764.2	2057.00	0.00	0.00	1.00	0.00
ENSG00000223768.1	1391.00	86.00	76.00	109.00	82.00
ENSG00000223773.2	1328.89	41.00	49.00	90.00	78.00
ENSG00000223776.4	1430.00	38.00	38.00	57.00	33.00
ENSG00000223779.4	1280.71	0.86	0.00	0.00	0.00
ENSG00000223791.1	778.00	2.00	0.00	0.00	0.00
ENSG00000223797.1	823.86	11.00	18.00	34.00	38.00
ENSG00000223799.1	2228.00	0.00	0.00	1.00	1.00
ENSG00000223802.3	1843.14	193.61	188.78	156.64	168.21
ENSG00000223803.1	360.00	0.00	1.00	0.00	1.00
ENSG00000223804.1	503.00	0.00	0.00	3.78	0.53
ENSG00000223812.1	901.00	3.00	3.00	9.00	3.00
ENSG00000223813.2	973.38	21.00	24.00	10.00	9.00
ENSG00000223820.5	559.03	4.00	2.00	3.00	3.00
ENSG00000223823.1	1620.00	3.00	2.00	3.00	0.00
ENSG00000223837.2	338.00	7.00	0.00	5.00	3.72
ENSG00000223839.3	2196.62	4.10	2.00	9.00	14.71
ENSG00000223849.1	348.00	0.00	0.00	1.00	1.00
ENSG00000223855.1	3506.00	0.00	0.00	0.00	1.00
ENSG00000223861.1	495.00	4.00	0.00	1.00	1.00
ENSG00000223864.1	712.00	0.00	0.00	0.00	0.00
ENSG00000223891.1	1234.41	84.00	94.00	148.00	167.00
ENSG00000223907.1	2741.00	0.00	0.00	0.00	1.00
ENSG00000223922.1	1223.00	5.00	2.00	0.00	2.00
ENSG00000223935.1	723.00	3.00	0.00	2.00	4.00
ENSG00000223941.1	473.67	0.00	0.00	0.00	0.00
ENSG00000223947.1	3485.00	0.00	1.00	1.00	3.00
ENSG00000223953.3	1068.99	12.72	12.00	33.81	40.49
ENSG00000223956.1	545.00	10.00	15.00	2.00	3.00
ENSG00000223959.4	1828.11	558.00	518.00	718.00	659.00
ENSG00000223960.2	1122.22	37.00	30.00	75.00	89.00
ENSG00000223972.4	1356.25	0.00	1.09	0.00	0.00
ENSG00000223976.1	416.00	0.00	1.00	0.00	0.00
ENSG00000223979.2	564.00	0.00	1.00	0.00	2.00
ENSG00000223984.1	1695.00	0.00	0.00	0.00	1.00
ENSG00000224003.1	1628.00	1.00	2.00	2.00	2.00
ENSG00000224005.2	252.00	2.00	1.00	2.00	1.00
ENSG00000224014.1	270.00	0.00	0.00	0.00	0.00
ENSG00000224016.2	291.00	1.90	0.00	0.00	0.00
ENSG00000224017.1	1220.00	0.00	0.00	1.00	0.00
ENSG00000224019.1	477.00	9.00	5.00	3.00	8.00
ENSG00000224020.1	662.00	0.00	0.00	0.00	1.00
ENSG00000224023.6	612.63	3.00	3.00	13.00	10.00
ENSG00000224032.2	982.67	198.00	181.00	181.00	179.00
ENSG00000224034.1	692.00	0.00	0.00	0.00	0.00
ENSG00000224036.2	391.00	2.00	1.00	1.00	0.00
ENSG00000224037.2	1008.00	5.00	1.00	1.00	0.00
ENSG00000224043.3	759.11	32.00	24.00	19.00	28.00
ENSG00000224046.1	558.52	5.00	2.00	5.00	5.00
ENSG00000224050.1	590.00	2.00	1.00	1.00	1.00
ENSG00000224051.2	2163.09	313.00	304.00	301.00	283.00
ENSG00000224057.1	2806.00	100.00	112.00	72.00	78.00
ENSG00000224063.1	706.76	400.00	398.00	72.00	71.00
ENSG00000224066.1	704.10	2.00	2.00	5.00	2.00
ENSG00000224072.1	2299.00	0.00	0.00	0.00	0.00
ENSG00000224078.8	3864.30	2960.05	2792.33	2791.04	2549.99
ENSG00000224080.1	447.00	1.00	1.00	3.00	2.00
ENSG00000224081.3	962.95	19.00	22.00	27.00	23.00
ENSG00000224083.1	1528.00	0.00	0.00	0.00	1.00
ENSG00000224086.3	3013.76	5.00	8.00	32.00	21.00
ENSG00000224093.1	522.17	335.00	347.00	227.00	246.00
ENSG00000224094.1	402.00	5.03	4.14	4.02	2.28
ENSG00000224097.5	982.00	0.00	1.00	1.00	1.00
ENSG00000224099.1	989.00	1.00	0.00	0.00	0.00
ENSG00000224113.2	4656.00	184.00	166.00	136.00	141.00
ENSG00000224114.1	433.00	69.97	78.52	99.33	114.60
ENSG00000224152.1	1494.00	12.00	19.00	15.00	14.00
ENSG00000224153.2	729.50	1.00	1.00	0.00	0.00
ENSG00000224157.1	413.00	2.00	0.00	0.00	0.00
ENSG00000224165.1	681.68	1.00	2.00	4.00	6.00
ENSG00000224186.4	2071.30	39.00	55.00	74.00	88.00
ENSG00000224187.1	976.00	1.00	3.00	0.00	0.00
ENSG00000224189.2	2448.72	2031.00	1958.00	1327.00	1275.00
ENSG00000224216.1	1329.00	1.97	4.00	7.00	6.00
ENSG00000224226.4	583.00	2.00	5.78	6.00	6.30
ENSG00000224232.1	678.00	3.00	1.00	1.00	0.00
ENSG00000224251.2	363.50	1.00	1.00	2.00	0.00
ENSG00000224255.2	706.00	0.00	0.00	0.00	0.00
ENSG00000224261.2	886.00	0.00	0.00	0.00	1.09
ENSG00000224271.1	1014.00	1.00	1.00	0.00	0.00
ENSG00000224272.2	1228.00	80.00	89.00	33.00	31.00
ENSG00000224273.1	631.00	0.00	0.00	0.00	0.00
ENSG00000224281.4	1989.05	6.00	14.00	24.00	29.00
ENSG00000224292.1	653.00	0.00	3.00	0.00	1.00
ENSG00000224294.1	2228.00	2.00	5.00	8.00	4.00
ENSG00000224295.2	1478.00	0.00	1.00	0.00	0.00
ENSG00000224307.1	583.00	0.00	2.00	1.00	0.00
ENSG00000224315.2	703.00	1.00	0.00	2.00	1.00
ENSG00000224316.1	731.00	0.00	0.00	1.00	0.00
ENSG00000224331.2	310.00	0.00	0.00	1.00	0.00
ENSG00000224356.3	1637.13	0.00	2.00	1.00	4.00
ENSG00000224358.1	2150.00	4.00	5.00	5.00	2.00
ENSG00000224365.1	121.00	0.00	0.45	0.15	0.00
ENSG00000224366.1	261.00	0.00	0.00	0.00	0.00
ENSG00000224376.1	858.83	0.00	1.00	2.00	4.00
ENSG00000224383.3	1798.31	3.00	2.00	3.00	2.00
ENSG00000224389.4	2708.69	14364.21	14607.47	10497.42	10227.02
ENSG00000224397.1	959.78	1.00	2.00	7.00	7.00
ENSG00000224411.2	1775.44	8.02	7.12	15.06	14.03
ENSG00000224413.1	2198.00	1.00	0.00	1.00	0.00
ENSG00000224415.1	591.00	0.00	1.00	0.00	0.00
ENSG00000224417.2	2559.00	74.00	73.00	81.00	71.00
ENSG00000224418.1	1278.00	7.00	10.00	9.00	9.00
ENSG00000224420.3	1718.00	50.24	49.26	61.14	65.19
ENSG00000224424.7	1836.39	23.00	27.00	50.00	42.00
ENSG00000224430.2	1467.00	1.00	3.00	3.00	1.00
ENSG00000224437.2	505.00	0.00	1.00	0.98	0.00
ENSG00000224441.1	295.50	0.00	0.00	0.00	0.00
ENSG00000224451.2	569.00	0.00	0.00	1.00	0.00
ENSG00000224459.1	639.00	3.00	2.00	0.00	0.00
ENSG00000224460.1	402.00	0.00	0.00	0.00	1.00
ENSG00000224462.2	1893.00	1.00	0.00	0.00	1.33
ENSG00000224464.2	747.00	0.00	0.00	0.00	0.00
ENSG00000224470.3	7518.69	1688.00	1816.00	2525.00	2410.00
ENSG00000224479.1	708.00	1.00	0.00	1.00	1.00
ENSG00000224505.2	570.00	4.00	2.00	1.00	4.00
ENSG00000224509.1	472.00	1.00	1.00	0.00	0.00
ENSG00000224512.2	1416.00	0.00	0.00	0.00	0.00
ENSG00000224520.2	1447.00	4.96	3.00	12.93	10.16
ENSG00000224531.4	4684.96	305.00	241.00	564.00	518.00
ENSG00000224543.3	266.66	7.22	8.27	14.43	11.97
ENSG00000224546.2	1850.00	5.58	3.46	5.53	7.44
ENSG00000224549.1	447.00	1.00	0.00	1.00	1.00
ENSG00000224550.1	246.00	0.00	0.00	0.00	0.00
ENSG00000224559.2	3516.00	0.00	0.00	1.00	0.00
ENSG00000224565.1	750.00	1.00	0.00	0.00	0.00
ENSG00000224566.2	477.00	4.00	2.00	4.00	4.00
ENSG00000224574.1	552.00	0.00	0.00	0.00	0.00
ENSG00000224578.3	1377.00	242.04	228.06	173.66	192.44
ENSG00000224592.1	583.00	1.00	0.00	0.00	0.00
ENSG00000224593.1	476.00	0.00	0.00	0.00	1.00
ENSG00000224596.3	2859.59	48.00	38.00	229.00	265.00
ENSG00000224597.5	1520.52	375.00	326.00	586.00	529.00
ENSG00000224614.1	2096.00	0.00	0.00	0.00	0.00
ENSG00000224616.1	423.00	2.00	5.00	7.00	3.00
ENSG00000224621.1	544.00	2.00	0.00	1.00	6.00
ENSG00000224623.1	615.00	1.50	0.00	0.00	0.00
ENSG00000224628.2	1519.00	0.00	0.00	0.00	0.00
ENSG00000224631.3	566.00	55.14	55.57	66.50	89.06
ENSG00000224635.1	2004.00	4.00	2.00	11.00	11.00
ENSG00000224660.1	3783.83	258.00	264.00	320.00	277.00
ENSG00000224662.2	280.00	0.00	1.00	0.00	0.00
ENSG00000224668.1	3109.00	0.00	0.00	1.00	2.00
ENSG00000224672.4	555.00	4.00	1.00	1.00	1.00
ENSG00000224676.1	460.00	0.00	0.00	1.00	0.00
ENSG00000224680.4	568.00	5.02	0.00	1.31	0.00
ENSG00000224687.1	2035.02	9.00	11.00	21.00	26.00
ENSG00000224699.4	522.41	8.00	6.00	14.00	11.00
ENSG00000224712.6	954.00	11.11	11.14	9.10	2.97
ENSG00000224717.1	2885.00	0.00	0.00	1.00	1.00
ENSG00000224721.1	2159.00	0.00	0.00	0.00	1.00
ENSG00000224722.3	1248.00	2.12	4.21	0.00	1.06
ENSG00000224728.1	1525.00	10.00	6.00	11.00	20.00
ENSG00000224729.4	1391.00	0.00	1.00	0.00	0.00
ENSG00000224738.1	1338.00	9.00	13.00	9.00	9.00
ENSG00000224739.2	237.00	0.00	0.00	0.00	0.00
ENSG00000224745.1	499.00	1.00	0.00	0.00	0.00
ENSG00000224763.1	1089.00	0.00	2.00	0.00	2.00
ENSG00000224769.1	1680.00	2.83	2.57	1.42	1.06
ENSG00000224773.2	1948.00	1.00	0.00	1.00	0.00
ENSG00000224781.1	1196.00	1.00	0.00	0.00	0.00
ENSG00000224790.1	438.00	1.00	5.00	0.00	3.00
ENSG00000224805.2	661.00	1.00	1.00	1.00	1.00
ENSG00000224810.1	2463.00	3.00	1.00	1.00	3.00
ENSG00000224812.2	3300.00	1.00	0.00	1.00	1.00
ENSG00000224813.2	180.00	0.00	3.83	0.00	0.00
ENSG00000224818.1	598.00	8.00	5.00	13.00	13.00
ENSG00000224822.1	1754.00	0.00	0.00	2.00	2.00
ENSG00000224826.1	1874.00	0.00	0.00	0.00	1.00
ENSG00000224831.2	1128.00	7.62	24.91	21.94	11.86
ENSG00000224837.1	522.00	63.87	68.42	67.11	76.10
ENSG00000224838.2	375.00	8.00	3.00	3.00	2.00
ENSG00000224843.2	927.00	2.00	1.00	1.00	1.00
ENSG00000224846.1	408.00	0.00	0.00	1.00	3.00
ENSG00000224858.4	468.00	2.05	1.05	0.00	3.19
ENSG00000224861.1	960.00	22.16	16.71	27.92	11.40
ENSG00000224864.3	441.00	5.32	0.00	0.00	0.73
ENSG00000224870.3	1745.47	369.00	394.00	279.00	287.00
ENSG00000224875.2	607.87	8.00	8.00	4.00	6.00
ENSG00000224877.3	494.37	190.00	217.00	369.00	276.00
ENSG00000224882.2	1075.00	28.62	13.78	9.20	27.10
ENSG00000224885.1	718.00	1.00	1.00	1.00	4.00
ENSG00000224886.2	490.00	9.00	7.00	20.00	26.00
ENSG00000224888.3	3030.00	0.00	0.00	2.00	0.00
ENSG00000224892.2	768.15	13.10	9.00	19.00	25.86
ENSG00000224895.1	755.00	0.00	0.00	0.00	0.00
ENSG00000224897.2	1845.10	3.00	7.00	12.00	12.00
ENSG00000224903.1	742.00	3.00	1.00	0.00	0.00
ENSG00000224905.2	1332.00	9.99	10.63	5.00	10.86
ENSG00000224914.2	3287.00	90.00	93.29	148.21	142.79
ENSG00000224916.4	1829.00	54.08	37.33	0.00	19.30
ENSG00000224934.2	2998.00	46.00	47.00	42.00	36.00
ENSG00000224939.1	2270.00	1.00	0.00	4.00	1.00
ENSG00000224940.4	2307.69	0.00	0.00	9.00	17.00
ENSG00000224945.1	584.50	6.00	7.00	8.00	4.00
ENSG00000224950.1	2295.00	12.00	12.00	19.00	13.00
ENSG00000224956.5	1236.00	133.25	116.41	153.68	154.38
ENSG00000224959.1	881.00	4.00	5.00	12.00	8.00
ENSG00000224961.1	438.00	0.00	1.00	2.00	2.00
ENSG00000224967.1	352.00	0.00	0.00	1.00	0.00
ENSG00000224975.1	945.00	16.00	17.00	36.00	45.00
ENSG00000224977.1	335.00	0.00	0.00	0.00	0.00
ENSG00000224985.1	379.00	0.00	0.00	0.00	1.00
ENSG00000224986.2	1044.00	0.00	0.00	0.00	0.00
ENSG00000224992.1	531.00	2.00	7.00	3.00	3.00
ENSG00000224995.1	520.00	0.00	0.00	1.00	0.00
ENSG00000224997.1	1543.00	0.00	0.00	5.00	3.00
ENSG00000224999.1	866.00	2.00	0.00	35.00	37.00
