symbol	length	Control_D0	Control_D1	AATF_D0	AATF_D1
ENSG00000251580.1	415.58	24.00	20.00	20.00	29.00
ENSG00000251595.3	1780.57	84.97	72.57	88.70	103.99
ENSG00000251600.1	1303.00	5.00	7.00	6.00	2.00
ENSG00000251602.2	2279.00	44.00	34.00	27.00	29.00
ENSG00000251603.1	304.00	1.00	0.00	0.00	0.00
ENSG00000251606.1	952.00	0.00	0.00	0.00	0.00
ENSG00000251611.1	358.00	0.00	0.00	0.00	1.00
ENSG00000251615.3	3249.00	11.00	16.00	13.00	10.00
ENSG00000251624.1	705.00	0.00	1.03	0.00	0.00
ENSG00000251634.2	2851.00	28.27	36.96	52.95	67.61
ENSG00000251637.2	600.00	6.00	2.00	3.00	1.00
ENSG00000251661.3	1134.67	7.00	2.00	8.00	13.00
ENSG00000251664.2	5233.00	0.00	1.41	0.00	3.62
ENSG00000251666.1	745.00	6.00	3.00	5.00	6.00
ENSG00000251667.1	951.00	2.00	5.00	7.00	5.00
ENSG00000251669.1	1304.43	20.64	21.31	25.23	26.00
ENSG00000251682.1	591.00	0.00	0.00	0.00	2.00
ENSG00000251685.2	521.56	31.08	29.00	18.02	12.00
ENSG00000251695.2	1619.00	5.00	11.40	16.13	12.00
ENSG00000251705.1	152.00	0.00	13.00	0.00	2.00
ENSG00000251791.1	265.00	0.00	2.00	0.00	0.00
ENSG00000251867.2	1059.00	26.00	14.00	31.00	33.00
ENSG00000251992.1	144.00	1.00	0.00	0.00	2.00
ENSG00000252010.1	276.00	0.00	1.00	0.00	0.00
ENSG00000252464.1	271.00	1.00	0.00	4.00	1.00
ENSG00000252481.1	275.00	1.00	7.00	4.00	0.00
ENSG00000252531.1	163.00	6.77	16.86	11.77	5.71
ENSG00000252690.2	4325.00	31.32	31.41	31.07	38.74
ENSG00000252699.1	136.00	0.00	0.00	0.73	0.00
ENSG00000252838.1	293.00	1.00	2.00	1.00	1.00
ENSG00000253051.1	134.00	0.00	0.00	0.00	0.00
ENSG00000253102.1	715.00	0.00	0.00	0.00	0.00
ENSG00000253106.1	2355.00	26.00	24.00	22.00	25.00
ENSG00000253111.1	707.50	1.00	1.00	3.00	0.00
ENSG00000253133.1	559.00	1.00	1.00	0.00	0.00
ENSG00000253159.1	4747.00	2.77	2.70	3.91	2.70
ENSG00000253161.1	689.75	0.00	1.00	0.00	0.00
ENSG00000253180.1	436.00	1.00	2.00	2.00	3.00
ENSG00000253190.2	954.00	2.00	0.00	0.00	1.00
ENSG00000253194.1	471.00	0.00	0.00	1.00	1.00
ENSG00000253196.1	670.00	106.00	71.00	27.00	21.00
ENSG00000253200.1	2750.00	29.00	29.00	21.00	25.00
ENSG00000253203.2	1331.47	76.82	70.05	99.25	69.06
ENSG00000253204.1	276.00	0.00	0.00	0.00	2.00
ENSG00000253210.1	483.00	3.00	9.00	6.00	5.00
ENSG00000253218.1	1022.00	1.00	1.00	0.00	1.00
ENSG00000253227.1	553.00	0.00	0.00	4.00	0.00
ENSG00000253250.2	894.00	2.00	3.00	4.00	9.00
ENSG00000253251.2	1766.00	52.35	35.18	57.94	73.75
ENSG00000253263.1	533.00	0.00	0.00	0.00	1.00
ENSG00000253264.1	575.00	0.00	0.00	2.00	2.00
ENSG00000253270.1	467.00	0.00	0.00	2.00	0.00
ENSG00000253276.1	4232.00	0.00	0.00	0.00	2.00
ENSG00000253284.2	5391.00	2.00	3.00	5.00	2.00
ENSG00000253293.3	1928.39	2.00	2.34	3.00	2.00
ENSG00000253304.1	2501.00	39.00	24.00	27.00	30.00
ENSG00000253305.1	4599.00	4.23	2.73	6.60	5.47
ENSG00000253313.1	1478.00	45.00	65.00	17.00	12.00
ENSG00000253320.1	337.72	3.00	2.00	2.00	3.00
ENSG00000253326.2	1243.00	0.00	0.00	1.00	0.00
ENSG00000253327.2	2010.00	0.00	0.00	1.00	1.00
ENSG00000253330.1	1108.00	0.00	0.00	1.00	1.00
ENSG00000253336.1	2149.00	2.00	0.00	0.00	0.00
ENSG00000253339.1	533.50	0.00	0.00	0.00	0.00
ENSG00000253341.1	1001.00	6.05	1.01	1.01	4.04
ENSG00000253347.1	513.00	2.00	4.00	0.00	2.00
ENSG00000253352.4	4235.08	3265.00	2800.00	4217.00	4239.00
ENSG00000253361.1	379.00	4.00	3.00	16.00	9.00
ENSG00000253366.2	403.00	8.50	5.67	9.99	5.50
ENSG00000253368.3	1793.20	754.00	624.00	914.00	937.00
ENSG00000253372.1	652.00	1.00	0.00	2.00	0.00
ENSG00000253390.1	630.00	1.00	1.00	0.00	2.00
ENSG00000253392.2	776.00	2.00	0.00	2.00	2.00
ENSG00000253400.1	371.00	0.00	0.00	1.00	1.00
ENSG00000253414.2	510.00	1.00	0.00	2.00	0.00
ENSG00000253417.1	2234.50	0.00	0.00	0.00	0.00
ENSG00000253428.1	513.00	3.00	1.00	2.00	5.00
ENSG00000253431.1	1100.00	0.00	0.00	0.00	0.00
ENSG00000253459.3	1690.00	4.00	4.00	1.00	6.00
ENSG00000253463.1	577.00	0.00	0.00	0.00	0.00
ENSG00000253476.1	528.00	3.00	3.00	5.00	2.00
ENSG00000253485.1	4602.00	8.46	13.66	19.79	16.40
ENSG00000253516.1	440.00	1.00	0.00	1.00	1.00
ENSG00000253522.2	2301.00	162.00	133.00	397.00	428.00
ENSG00000253525.1	1464.00	70.03	98.49	72.82	47.89
ENSG00000253537.1	4605.00	7.04	8.19	6.60	10.93
ENSG00000253540.1	489.75	1.00	1.00	0.00	2.00
ENSG00000253541.1	1162.00	0.00	0.00	2.00	0.00
ENSG00000253552.3	1016.29	74.00	64.00	52.00	56.00
ENSG00000253553.1	711.50	0.00	0.00	1.00	0.00
ENSG00000253558.1	2260.00	1.00	0.00	3.00	2.00
ENSG00000253559.1	508.00	4.00	3.00	3.00	3.00
ENSG00000253570.1	540.00	4.01	4.00	8.02	6.03
ENSG00000253582.1	504.00	1.00	0.00	2.00	1.00
ENSG00000253584.1	789.00	0.00	0.00	0.00	2.00
ENSG00000253598.1	2568.00	67.00	54.00	44.00	52.00
ENSG00000253616.1	484.00	5.00	9.00	9.00	4.00
ENSG00000253619.1	776.00	3.00	0.00	2.00	0.00
ENSG00000253626.2	3832.00	8.15	5.10	10.80	13.10
ENSG00000253633.1	592.00	1.00	3.00	4.00	2.00
ENSG00000253636.1	3549.00	11.00	20.00	21.00	18.00
ENSG00000253641.1	543.67	0.00	0.00	2.00	0.00
ENSG00000253666.1	520.95	4.00	7.00	2.00	4.00
ENSG00000253669.3	1102.27	104.00	79.00	74.00	74.00
ENSG00000253671.1	726.78	4.00	3.00	8.00	12.00
ENSG00000253683.1	192.00	2.00	8.00	2.00	2.04
ENSG00000253686.1	1534.42	16.00	28.00	16.00	19.00
ENSG00000253704.1	1789.00	1.00	1.00	9.00	4.00
ENSG00000253710.1	2688.82	303.97	216.74	321.94	339.55
ENSG00000253716.1	555.97	12.00	17.00	26.00	15.00
ENSG00000253719.2	3673.00	1637.24	1448.00	2081.00	1955.00
ENSG00000253729.3	6903.17	6242.00	5053.00	6460.00	6093.00
ENSG00000253731.1	4605.00	25.36	6.83	26.39	19.13
ENSG00000253738.1	2307.69	294.00	225.00	290.00	343.00
ENSG00000253741.1	5684.00	0.00	0.00	1.00	1.00
ENSG00000253767.1	4605.00	1.41	4.10	9.24	2.73
ENSG00000253785.1	864.00	4.01	1.01	2.01	2.02
ENSG00000253797.2	5529.00	514.99	463.93	586.53	592.54
ENSG00000253816.2	497.00	26.17	41.21	4.02	29.28
ENSG00000253819.1	571.00	0.00	0.00	0.00	0.00
ENSG00000253821.1	362.00	0.00	0.00	0.00	0.00
ENSG00000253824.1	568.00	0.00	0.00	1.00	0.00
ENSG00000253833.1	391.00	0.00	0.00	1.01	1.00
ENSG00000253837.1	3086.00	0.00	0.00	0.00	0.00
ENSG00000253844.1	672.00	0.00	0.00	0.00	0.00
ENSG00000253846.1	4617.00	2.81	0.00	3.95	0.00
ENSG00000253848.1	530.00	1.00	0.00	2.00	0.00
ENSG00000253854.1	939.00	1.00	0.00	3.00	1.00
ENSG00000253861.1	1451.00	65.07	82.62	49.20	106.92
ENSG00000253865.1	588.00	0.00	0.00	1.00	0.00
ENSG00000253873.1	3098.00	1.00	5.64	2.44	0.00
ENSG00000253877.1	552.50	1.00	0.00	0.00	0.00
ENSG00000253878.1	709.00	7.00	2.00	4.00	6.00
ENSG00000253882.2	2148.17	91.88	84.87	192.89	183.01
ENSG00000253893.2	792.00	4.00	2.00	3.00	1.00
ENSG00000253898.1	1521.00	0.00	0.00	0.00	0.00
ENSG00000253910.1	4602.00	49.33	33.32	54.11	48.41
ENSG00000253917.3	790.50	0.00	1.00	0.00	0.00
ENSG00000253919.1	2290.00	4.16	3.15	0.65	0.00
ENSG00000253923.2	975.00	1.00	0.00	0.00	1.00
ENSG00000253931.1	544.00	7.00	15.00	10.00	5.00
ENSG00000253948.1	380.00	1.00	2.00	6.00	10.00
ENSG00000253953.1	4578.00	81.99	72.61	102.01	104.13
ENSG00000253954.2	361.94	3.20	2.00	11.00	6.00
ENSG00000253972.1	576.16	0.00	0.00	9.00	5.00
ENSG00000253981.1	605.00	1.00	0.00	0.00	0.00
ENSG00000253982.1	814.72	38.00	29.00	32.00	32.00
ENSG00000254004.2	4480.29	281.00	220.00	321.00	351.00
ENSG00000254017.1	1256.00	1.00	0.00	0.00	0.00
ENSG00000254027.1	595.50	1.00	0.00	3.00	0.00
ENSG00000254042.1	3478.00	1.00	1.00	2.00	2.00
ENSG00000254054.2	634.00	2.00	3.00	0.00	1.00
ENSG00000254087.3	2571.78	67.00	58.00	34.00	51.00
ENSG00000254088.1	1471.00	1.00	0.00	2.00	4.00
ENSG00000254093.4	930.42	76.00	77.97	65.00	79.00
ENSG00000254100.1	537.00	4.00	0.00	7.00	1.00
ENSG00000254109.1	840.93	13.00	12.00	18.00	7.00
ENSG00000254122.1	4596.00	7.05	5.47	5.29	4.10
ENSG00000254144.2	290.00	0.00	3.00	2.00	0.00
ENSG00000254153.1	510.00	0.00	0.00	0.00	0.00
ENSG00000254154.4	5791.14	79.40	91.07	61.46	80.32
ENSG00000254165.1	708.00	3.00	6.00	12.00	14.00
ENSG00000254166.1	367.00	16.00	17.00	9.00	10.00
ENSG00000254184.3	3114.00	59.57	47.24	85.87	70.14
ENSG00000254192.1	810.00	0.00	0.00	0.00	0.00
ENSG00000254206.1	3653.00	45.20	48.58	68.06	38.85
ENSG00000254207.1	316.00	0.00	0.00	0.00	0.00
ENSG00000254211.1	614.00	1.00	2.00	2.00	1.00
ENSG00000254221.1	4590.00	47.97	51.47	66.18	65.10
ENSG00000254226.1	688.15	5.00	2.00	4.00	2.00
ENSG00000254231.1	866.42	10.00	10.00	18.00	10.00
ENSG00000254233.1	623.97	31.00	35.00	42.00	40.00
ENSG00000254244.1	1253.00	1.00	5.00	5.00	7.00
ENSG00000254245.1	4605.00	0.00	0.00	0.00	0.00
ENSG00000254258.1	1037.00	0.00	0.00	0.00	0.00
ENSG00000254272.1	414.00	0.00	2.00	0.00	0.00
ENSG00000254273.1	379.00	0.00	0.00	1.00	0.00
ENSG00000254275.2	973.50	0.00	0.00	1.00	0.00
ENSG00000254285.2	1114.34	115.86	79.27	166.76	172.66
ENSG00000254290.1	2379.00	362.00	366.00	422.00	382.00
ENSG00000254294.1	1514.00	1.00	1.00	2.00	1.00
ENSG00000254298.1	248.00	1.00	1.00	0.00	0.00
ENSG00000254332.1	748.00	1.01	2.03	3.46	1.08
ENSG00000254338.1	417.00	19.00	18.00	16.00	10.00
ENSG00000254343.2	490.00	2.00	0.00	1.00	1.00
ENSG00000254353.1	707.00	8.71	4.57	5.53	9.46
ENSG00000254363.2	5951.00	34.00	26.00	26.00	27.00
ENSG00000254369.2	1584.00	0.00	1.00	0.00	0.00
ENSG00000254370.1	511.00	0.00	0.00	0.00	2.00
ENSG00000254373.1	333.00	0.00	0.00	0.00	0.00
ENSG00000254374.2	1343.00	2.71	2.38	0.53	2.29
ENSG00000254389.2	585.99	32.00	24.00	25.00	19.00
ENSG00000254400.1	399.00	1.00	1.00	0.00	1.00
ENSG00000254402.2	1701.00	6.00	6.00	4.00	1.00
ENSG00000254413.4	546.00	48.98	24.16	16.10	7.87
ENSG00000254414.1	845.00	1.00	0.00	0.00	0.00
ENSG00000254415.3	2035.00	5.00	2.67	6.43	4.00
ENSG00000254416.1	720.00	0.00	0.00	4.00	5.00
ENSG00000254419.1	577.00	1.00	1.00	1.00	2.00
ENSG00000254431.1	722.00	0.00	0.00	1.00	0.00
ENSG00000254444.1	816.00	1.00	0.00	1.00	0.00
ENSG00000254445.1	1206.50	0.50	0.00	0.00	0.00
ENSG00000254454.2	1557.00	5.00	5.00	1.00	1.00
ENSG00000254459.1	585.00	0.00	0.00	0.00	1.00
ENSG00000254462.1	585.00	2.00	0.00	0.00	0.00
ENSG00000254463.1	480.00	3.00	0.00	1.00	2.00
ENSG00000254469.3	906.23	19.00	25.00	25.00	31.00
ENSG00000254470.2	4811.00	63.00	53.00	53.00	47.00
ENSG00000254473.1	1017.00	8.00	6.00	16.00	23.00
ENSG00000254477.1	879.00	1.00	2.00	4.00	1.00
ENSG00000254485.1	608.00	6.91	10.96	6.96	6.58
ENSG00000254501.1	544.00	1.00	2.00	0.00	0.00
ENSG00000254505.4	779.69	768.79	623.13	791.26	741.54
ENSG00000254512.1	806.00	2.00	0.00	2.00	1.00
ENSG00000254531.1	662.57	7.00	10.00	10.00	13.00
ENSG00000254536.1	1605.00	5.68	0.00	5.67	5.49
ENSG00000254539.1	869.00	2.00	1.18	3.17	4.19
ENSG00000254550.1	492.00	0.00	0.00	0.00	0.00
ENSG00000254553.1	3447.00	0.00	0.00	0.00	0.24
ENSG00000254554.1	803.00	1.00	1.00	0.00	1.00
ENSG00000254560.1	669.50	0.00	0.00	0.00	0.00
ENSG00000254561.2	4476.00	5.00	1.00	1.00	3.00
ENSG00000254590.1	1297.00	1.00	0.00	0.00	0.00
ENSG00000254595.1	686.00	1.00	4.00	2.00	3.00
ENSG00000254598.2	1416.00	40.60	32.82	53.45	61.06
ENSG00000254602.1	2790.00	0.00	0.00	1.00	1.00
ENSG00000254606.1	747.00	0.00	2.00	2.00	0.00
ENSG00000254612.2	742.00	6.46	2.59	8.26	6.22
ENSG00000254614.1	1259.47	21.00	23.00	24.00	36.00
ENSG00000254615.2	1318.00	0.00	3.00	3.00	7.00
ENSG00000254632.1	538.00	1.00	0.00	0.00	0.00
ENSG00000254634.3	1345.08	147.84	78.50	222.11	228.38
ENSG00000254635.1	2338.88	128.33	95.34	127.03	128.30
ENSG00000254656.1	4193.00	3.00	1.00	2.00	2.00
ENSG00000254665.1	744.00	0.00	1.00	1.00	0.00
ENSG00000254671.1	354.50	0.00	0.00	0.00	0.00
ENSG00000254673.1	623.00	32.21	34.78	64.21	50.50
ENSG00000254676.1	905.00	2.31	2.00	0.00	1.00
ENSG00000254681.2	1848.03	312.09	592.81	274.76	288.35
ENSG00000254682.1	680.00	35.00	23.00	19.00	23.00
ENSG00000254685.2	2529.57	144.58	91.35	180.13	217.53
ENSG00000254690.1	444.00	3.00	0.00	0.00	0.00
ENSG00000254692.1	2740.00	710.36	484.57	794.58	766.16
ENSG00000254694.1	362.00	0.00	0.00	1.00	0.00
ENSG00000254701.2	476.45	75.19	73.14	117.87	79.48
ENSG00000254706.1	541.00	2.84	7.41	3.43	0.00
ENSG00000254708.1	886.00	0.00	0.00	2.00	1.00
ENSG00000254726.2	6124.00	558.00	446.00	585.00	490.00
ENSG00000254739.1	547.00	1.00	1.00	1.00	1.00
ENSG00000254744.3	572.00	0.00	5.00	2.00	6.00
ENSG00000254748.1	888.00	0.00	1.00	2.00	0.00
ENSG00000254759.1	1063.00	0.00	0.00	0.00	1.00
ENSG00000254760.1	492.00	2.00	2.00	3.00	1.00
ENSG00000254761.1	832.00	0.00	0.00	0.00	0.00
ENSG00000254765.1	1047.00	0.00	0.00	0.63	0.00
ENSG00000254772.5	1521.96	25036.51	22206.24	26155.38	25332.22
ENSG00000254783.1	742.00	6.00	2.00	5.00	5.00
ENSG00000254788.2	587.00	6.66	2.18	6.75	5.15
ENSG00000254793.1	1049.00	0.00	0.00	0.00	0.00
ENSG00000254806.1	529.00	5.46	1.55	8.21	1.66
ENSG00000254812.1	701.00	1.00	2.00	0.00	2.00
ENSG00000254815.1	797.51	3.00	5.00	2.00	2.00
ENSG00000254826.1	842.00	1.00	1.00	0.00	0.00
ENSG00000254827.1	697.00	2.00	7.00	2.00	2.00
ENSG00000254837.1	2493.00	35.00	27.00	39.00	43.00
ENSG00000254851.1	822.00	0.00	0.00	3.39	0.00
ENSG00000254852.4	1039.96	3.26	10.12	4.01	11.31
ENSG00000254855.1	479.00	1.00	0.00	0.00	1.00
ENSG00000254858.5	1434.22	73.00	56.00	67.00	46.00
ENSG00000254859.1	498.00	5.00	3.00	7.00	5.00
ENSG00000254860.1	595.61	27.00	17.00	19.00	14.00
ENSG00000254862.1	910.00	0.00	0.00	1.00	0.00
ENSG00000254870.1	2039.00	209.51	179.77	120.29	231.62
ENSG00000254876.1	2442.18	13.40	20.55	21.76	13.98
ENSG00000254884.1	406.00	0.00	0.00	0.00	1.00
ENSG00000254893.3	1258.41	10.19	10.77	12.91	13.93
ENSG00000254901.3	1080.64	101.51	104.66	124.83	103.98
ENSG00000254905.1	492.00	0.00	0.00	0.00	0.00
ENSG00000254910.1	392.00	2.00	6.00	3.00	3.00
ENSG00000254911.2	353.00	27.00	33.00	47.00	48.00
ENSG00000254912.2	1226.00	2.00	6.24	4.00	3.61
ENSG00000254929.2	1300.20	36.06	39.24	62.47	43.07
ENSG00000254966.1	874.00	0.00	0.00	0.00	1.00
ENSG00000254967.2	838.00	2.00	1.00	0.00	1.00
ENSG00000254973.1	1809.00	0.00	0.00	0.00	0.00
ENSG00000254979.1	951.00	0.00	0.00	0.36	0.00
ENSG00000254982.1	506.50	0.00	0.00	0.00	0.00
ENSG00000254985.1	566.00	0.00	0.00	0.00	0.00
ENSG00000254986.3	2008.84	724.00	671.00	503.00	480.00
ENSG00000254990.1	783.00	8.00	6.00	3.00	3.00
ENSG00000254991.1	899.00	0.00	0.00	0.00	1.00
ENSG00000254995.4	999.65	113.39	118.28	121.78	153.74
ENSG00000254996.1	5574.22	949.40	958.99	1266.63	1103.25
ENSG00000254997.2	1188.00	1.00	2.00	0.00	2.00
ENSG00000254999.2	1171.74	1589.00	1400.00	2233.00	2025.00
ENSG00000255026.1	579.33	0.00	0.00	0.00	0.00
ENSG00000255031.1	723.90	37.34	18.65	17.42	14.00
ENSG00000255036.1	5793.90	54.04	39.12	52.42	30.38
ENSG00000255038.1	502.00	0.00	0.00	0.00	0.00
ENSG00000255045.1	445.00	0.00	0.00	0.00	0.00
ENSG00000255046.1	575.55	3.00	2.00	2.00	2.00
ENSG00000255054.3	451.00	0.00	1.53	2.59	0.00
ENSG00000255062.1	449.64	1.00	4.00	4.00	3.00
ENSG00000255072.1	217.00	10.18	7.35	9.38	7.38
ENSG00000255073.4	2053.50	0.31	0.00	0.70	0.00
ENSG00000255089.1	280.00	1.00	1.00	0.00	0.00
ENSG00000255094.1	806.00	0.00	0.00	0.00	0.00
ENSG00000255100.1	311.23	3.00	2.00	1.00	9.00
ENSG00000255101.1	682.00	0.00	0.00	0.00	0.00
ENSG00000255103.1	6004.00	355.00	282.00	416.00	386.00
ENSG00000255104.3	2093.32	5.81	2.31	0.00	2.47
ENSG00000255112.2	3054.00	737.00	673.00	940.00	807.00
ENSG00000255121.2	1017.01	17.00	13.00	31.00	24.00
ENSG00000255129.1	616.00	0.00	0.00	0.00	0.00
ENSG00000255135.3	657.24	55.00	45.00	53.00	37.00
ENSG00000255139.1	520.50	1.00	1.00	1.00	0.00
ENSG00000255142.1	284.00	0.00	1.00	0.00	0.00
ENSG00000255145.1	544.00	2.00	5.00	4.00	4.00
ENSG00000255150.1	1464.00	2.00	3.00	4.00	5.00
ENSG00000255152.4	2591.40	190.88	148.70	146.84	135.14
ENSG00000255153.1	939.00	1.00	6.00	2.00	5.00
ENSG00000255154.3	507.00	14.35	2.49	8.05	12.19
ENSG00000255163.1	280.00	0.00	0.00	0.00	0.00
ENSG00000255168.1	3636.00	27.42	61.20	80.59	32.69
ENSG00000255176.1	1388.00	0.00	1.00	3.00	6.00
ENSG00000255182.1	2625.00	1.88	2.00	1.70	1.00
ENSG00000255185.1	561.31	2.55	0.00	1.78	7.86
ENSG00000255192.3	870.00	1.00	2.00	0.00	2.64
ENSG00000255198.3	275.00	3.00	3.00	6.00	2.00
ENSG00000255200.1	2354.00	4.51	5.86	8.00	6.00
ENSG00000255224.1	1264.00	4.00	5.00	3.00	4.00
ENSG00000255234.1	2643.00	5.00	3.00	10.00	5.00
ENSG00000255236.2	491.00	3.00	1.00	2.00	1.00
ENSG00000255242.1	2428.00	89.00	75.00	127.00	96.00
ENSG00000255248.2	2684.00	0.00	0.00	2.00	1.00
ENSG00000255275.3	4369.00	0.00	2.10	0.00	0.00
ENSG00000255277.2	702.53	82.83	82.79	44.20	51.40
ENSG00000255282.2	939.80	1.00	0.00	0.00	0.00
ENSG00000255284.1	574.27	15.00	22.00	32.00	28.00
ENSG00000255292.2	635.00	3.63	5.20	4.88	0.00
ENSG00000255301.1	684.00	0.00	0.00	0.00	0.00
ENSG00000255302.3	1863.64	39.00	34.00	81.00	80.00
ENSG00000255306.1	739.00	1.00	3.00	1.00	2.00
ENSG00000255318.1	831.00	2.00	1.00	0.00	0.00
ENSG00000255322.1	687.00	2.00	2.00	3.00	3.00
ENSG00000255328.1	678.56	3.00	1.00	6.00	2.00
ENSG00000255330.4	4121.50	0.00	0.00	0.00	0.00
ENSG00000255337.1	692.00	13.00	13.00	11.00	3.00
ENSG00000255339.2	868.81	43.24	29.53	52.75	49.09
ENSG00000255356.2	349.00	0.00	0.00	0.00	0.88
ENSG00000255366.1	2491.00	0.00	0.00	1.00	0.00
ENSG00000255374.1	1027.00	0.00	0.00	0.00	0.00
ENSG00000255381.1	490.00	0.00	0.00	0.00	0.00
ENSG00000255384.1	2086.00	0.00	0.00	1.00	1.00
ENSG00000255389.1	2421.00	25.00	24.00	32.00	36.00
ENSG00000255394.2	1414.00	10.00	9.00	10.00	14.00
ENSG00000255397.1	2167.00	1.00	0.00	1.00	0.00
ENSG00000255398.2	2137.00	95.12	85.33	37.04	34.18
ENSG00000255409.1	632.00	0.00	0.00	0.00	0.00
ENSG00000255418.1	685.00	0.00	1.00	1.00	1.00
ENSG00000255423.1	1679.00	30.00	26.00	31.00	24.00
ENSG00000255435.2	313.00	1.00	2.00	0.00	1.00
ENSG00000255439.2	2362.00	1.20	48.02	11.18	11.31
ENSG00000255441.1	729.00	3.00	2.00	2.00	1.00
ENSG00000255449.1	712.00	1.00	2.00	0.00	1.00
ENSG00000255455.2	3994.00	1.00	1.00	1.00	1.00
ENSG00000255458.1	747.62	5.00	5.00	5.00	6.00
ENSG00000255464.1	178.00	1.96	0.00	3.66	0.97
ENSG00000255468.2	646.84	20.00	27.00	17.00	14.00
ENSG00000255471.1	1156.00	9.00	10.00	10.00	9.00
ENSG00000255487.1	256.00	0.00	2.00	1.00	1.00
ENSG00000255495.1	1361.00	61.00	65.00	60.00	71.00
ENSG00000255507.1	683.00	1.00	1.00	3.00	1.00
ENSG00000255508.3	5064.00	28.44	44.17	33.86	19.05
ENSG00000255513.1	351.00	2.73	9.68	1.36	0.82
ENSG00000255517.2	549.14	6.00	11.00	8.00	5.00
ENSG00000255524.3	508.00	6.49	10.04	11.44	0.70
ENSG00000255526.2	717.54	7.11	1.92	10.43	18.38
ENSG00000255529.3	2441.00	554.74	457.00	658.20	722.78
ENSG00000255545.3	1863.00	8.00	13.00	2.00	1.00
ENSG00000255559.1	3236.00	7.00	8.00	12.00	8.00
ENSG00000255561.2	2147.56	40.00	27.00	44.00	45.00
ENSG00000255585.2	1023.00	0.00	0.00	0.00	0.00
ENSG00000255587.3	2747.00	0.00	3.00	1.00	1.00
ENSG00000255594.1	731.00	2.00	3.47	3.00	2.00
ENSG00000255621.1	2403.00	4.00	1.00	0.00	2.00
ENSG00000255622.1	3063.00	2.00	0.00	2.00	4.00
ENSG00000255624.1	1256.22	16.00	10.00	18.00	18.03
ENSG00000255633.3	527.00	1.73	1.00	0.00	2.00
ENSG00000255639.2	770.00	1.31	0.00	0.00	1.52
ENSG00000255641.1	998.00	1.61	0.00	4.82	4.93
ENSG00000255642.1	1875.00	2.40	1.00	0.00	1.00
ENSG00000255650.1	871.00	4.00	5.00	11.00	3.00
ENSG00000255651.2	369.00	0.00	0.00	0.00	0.00
ENSG00000255663.1	729.00	0.00	0.00	0.00	0.00
ENSG00000255710.2	1030.00	2.00	2.00	5.00	7.00
ENSG00000255717.2	583.09	1627.00	1399.00	1893.00	1791.00
ENSG00000255725.1	817.00	0.00	0.00	0.00	0.00
ENSG00000255729.1	559.00	8.64	8.96	10.62	8.36
ENSG00000255730.2	1960.00	53.83	21.79	0.08	0.00
ENSG00000255735.1	1667.00	0.00	0.00	0.00	0.00
ENSG00000255737.2	1500.00	19.00	22.00	19.00	17.00
ENSG00000255745.1	670.00	2.00	2.00	16.00	30.00
ENSG00000255746.1	503.00	0.00	0.00	0.00	0.00
ENSG00000255769.3	1280.66	58.34	41.92	60.38	55.90
ENSG00000255774.1	726.00	0.00	0.00	0.00	0.00
ENSG00000255782.1	1857.00	96.73	60.49	87.44	84.70
ENSG00000255794.2	818.35	1.00	2.00	2.00	2.00
ENSG00000255798.1	721.00	0.00	4.00	0.00	1.00
ENSG00000255819.2	1239.00	0.00	0.00	2.06	7.23
ENSG00000255823.1	1290.00	2.00	0.00	1.00	0.00
ENSG00000255824.1	1270.00	1.00	0.00	0.00	0.00
ENSG00000255831.1	784.00	56.75	35.25	64.24	86.74
ENSG00000255835.1	1625.00	0.00	1.67	0.00	0.00
ENSG00000255837.1	1381.00	2.00	4.00	11.00	1.00
ENSG00000255856.1	816.00	2.00	0.00	2.00	1.00
ENSG00000255857.1	848.47	51.00	54.00	46.00	36.00
ENSG00000255867.1	564.00	0.00	0.00	0.00	1.00
ENSG00000255872.3	2591.00	0.00	0.00	0.00	0.00
ENSG00000255874.1	585.00	1.00	1.00	0.00	3.00
ENSG00000255883.1	570.00	1.31	0.00	0.00	0.00
ENSG00000255893.1	581.00	21.00	11.00	24.00	26.00
ENSG00000255902.1	423.00	0.00	2.39	1.56	0.00
ENSG00000255927.1	514.00	0.00	0.00	0.00	0.00
ENSG00000255959.1	501.00	1.00	1.00	0.00	0.00
ENSG00000255966.1	477.00	3.00	3.00	3.00	2.00
ENSG00000255967.1	2285.00	0.00	0.00	0.00	0.00
ENSG00000255970.1	3135.00	1.00	0.00	0.00	1.00
ENSG00000255989.1	710.00	2.00	0.00	0.00	0.00
ENSG00000255990.1	2477.00	0.00	0.00	8.79	55.81
ENSG00000255992.1	426.00	1.00	2.00	0.00	0.00
ENSG00000256005.1	1559.00	0.00	0.00	0.00	0.00
ENSG00000256006.1	270.00	1.00	1.00	0.00	1.00
ENSG00000256019.1	925.00	0.00	0.00	0.00	0.00
ENSG00000256020.1	373.00	0.00	0.00	0.00	0.00
ENSG00000256028.2	5618.00	109.71	100.46	150.91	97.87
ENSG00000256030.1	388.50	1.00	1.00	2.00	0.00
ENSG00000256040.1	2447.00	4.00	5.00	3.00	2.00
ENSG00000256043.2	2954.00	4.00	9.00	4.00	8.00
ENSG00000256050.2	1307.00	1.00	1.00	0.00	0.00
ENSG00000256053.3	923.24	138.34	107.63	130.22	127.46
ENSG00000256060.2	742.69	76.43	60.10	73.67	79.16
ENSG00000256061.3	829.51	14.67	11.00	28.00	12.70
