symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000228612.2	2737.00	2.01	4.02	0.00	0.00
ENSG00000228614.1	483.00	0.00	0.00	0.00	0.00
ENSG00000228620.1	556.00	1.00	0.00	1.00	0.00
ENSG00000228623.2	2319.00	384.00	346.00	380.00	407.00
ENSG00000228624.3	800.44	12.00	20.00	16.00	18.00
ENSG00000228638.1	583.00	23.00	18.00	34.00	21.00
ENSG00000228643.1	543.00	2.00	2.00	0.00	0.00
ENSG00000228648.1	205.00	0.00	0.00	1.00	1.00
ENSG00000228649.4	988.57	18.00	17.00	9.00	10.00
ENSG00000228651.1	369.00	3.00	6.00	7.00	7.00
ENSG00000228661.1	494.00	0.00	2.00	1.00	3.00
ENSG00000228663.1	681.00	2.00	0.00	0.00	1.00
ENSG00000228672.2	3251.00	40.00	51.00	29.00	27.00
ENSG00000228682.2	1166.00	0.00	0.00	0.00	0.00
ENSG00000228695.5	1752.00	26.39	18.97	63.05	49.29
ENSG00000228696.4	955.94	190.47	178.61	155.23	174.41
ENSG00000228697.1	1801.00	0.00	0.00	2.00	3.00
ENSG00000228701.1	609.00	0.00	0.00	1.00	1.00
ENSG00000228702.1	345.00	1.00	0.00	2.00	0.00
ENSG00000228705.1	540.00	8.00	1.00	2.00	0.00
ENSG00000228709.1	912.00	260.00	255.00	353.00	300.00
ENSG00000228716.2	3643.65	1398.51	1580.09	657.13	723.36
ENSG00000228727.4	677.39	51.68	48.78	58.25	33.07
ENSG00000228737.2	621.00	0.00	1.00	1.00	1.00
ENSG00000228753.1	1794.00	0.00	1.00	0.00	0.00
ENSG00000228766.3	741.00	2.03	1.02	3.03	1.01
ENSG00000228775.3	936.41	3.00	6.00	7.00	3.00
ENSG00000228782.3	586.65	50.95	52.61	43.44	32.47
ENSG00000228784.3	2492.48	2.00	5.00	5.00	9.00
ENSG00000228786.1	842.00	3.07	0.00	0.00	0.00
ENSG00000228791.3	1047.92	7.00	11.00	8.00	10.00
ENSG00000228792.2	585.00	2.00	0.00	1.00	3.00
ENSG00000228793.1	789.00	0.00	1.00	0.00	1.00
ENSG00000228794.4	1832.43	380.82	339.05	278.12	278.59
ENSG00000228797.2	505.00	1.17	1.09	1.92	3.30
ENSG00000228801.5	686.93	44.00	44.00	73.00	39.00
ENSG00000228808.1	514.00	1.00	0.00	0.00	2.00
ENSG00000228817.3	748.50	1.00	1.00	0.00	0.00
ENSG00000228818.1	2720.00	0.00	3.00	1.00	0.00
ENSG00000228828.1	2240.00	1.00	8.00	7.00	5.00
ENSG00000228830.1	693.00	1.00	0.00	0.00	0.00
ENSG00000228835.1	1661.00	17.00	19.00	30.00	16.00
ENSG00000228839.1	488.00	2.00	1.00	2.00	0.00
ENSG00000228843.2	696.00	2.00	0.00	1.00	6.00
ENSG00000228857.2	484.00	1.00	0.00	0.00	0.00
ENSG00000228874.1	361.00	0.00	1.00	0.00	4.00
ENSG00000228878.3	1252.28	10.00	7.00	9.00	6.00
ENSG00000228886.1	310.00	0.00	1.00	0.00	0.00
ENSG00000228887.2	843.00	1.00	0.00	1.00	1.00
ENSG00000228889.2	1771.00	14.00	12.00	43.00	36.00
ENSG00000228903.2	2014.05	143.32	108.81	125.99	128.56
ENSG00000228906.1	451.00	2.00	0.00	4.00	1.00
ENSG00000228914.1	765.00	0.00	0.00	1.00	0.00
ENSG00000228918.3	2631.00	3.00	10.00	17.00	14.00
ENSG00000228923.1	480.00	0.00	0.00	0.00	0.00
ENSG00000228929.1	455.00	11.06	9.11	7.03	3.89
ENSG00000228933.3	1373.58	9.00	10.00	10.00	6.00
ENSG00000228951.1	657.00	0.00	0.00	0.00	0.00
ENSG00000228960.4	1597.05	21.62	18.93	22.87	15.95
ENSG00000228972.1	1828.00	0.00	0.00	0.00	3.00
ENSG00000228986.1	973.00	0.00	0.00	0.00	0.00
ENSG00000228989.1	415.00	117.00	123.00	132.00	115.00
ENSG00000228991.2	1452.00	0.00	1.00	0.00	1.00
ENSG00000228998.3	2576.00	113.00	89.00	76.00	116.00
ENSG00000229005.2	527.07	105.00	98.00	50.00	39.00
ENSG00000229007.1	500.00	5.02	2.00	7.20	8.03
ENSG00000229017.2	2398.00	35.00	56.00	42.00	39.00
ENSG00000229018.4	1068.47	34.60	7.50	35.89	14.10
ENSG00000229021.2	4109.00	0.00	0.00	0.00	0.00
ENSG00000229036.3	946.83	1.00	6.55	2.00	4.00
ENSG00000229043.2	1340.12	36.00	42.00	70.00	58.00
ENSG00000229056.2	975.27	8.00	7.00	23.00	19.00
ENSG00000229057.1	734.00	0.00	0.00	1.00	0.00
ENSG00000229065.1	529.00	0.00	0.00	0.00	0.00
ENSG00000229083.1	686.00	0.00	0.00	0.00	0.00
ENSG00000229089.2	3863.33	0.00	0.00	0.71	0.00
ENSG00000229097.1	440.00	4.01	2.00	1.45	1.00
ENSG00000229117.4	480.54	18604.69	18837.73	11222.70	8919.88
ENSG00000229119.3	295.00	13.71	14.37	22.47	15.05
ENSG00000229124.2	1134.50	0.00	0.00	0.00	0.00
ENSG00000229127.1	2199.00	23.00	19.00	21.00	33.00
ENSG00000229132.2	1216.00	12.63	19.53	19.03	16.87
ENSG00000229146.1	829.00	2.00	0.00	1.00	0.00
ENSG00000229152.1	380.00	21.00	26.00	21.00	11.00
ENSG00000229153.1	651.71	4.00	0.00	3.00	5.00
ENSG00000229155.1	702.00	5.00	5.00	4.00	2.00
ENSG00000229161.2	1610.00	0.00	0.00	0.00	0.00
ENSG00000229167.1	591.00	14.00	19.00	4.00	2.00
ENSG00000229178.1	1684.00	5.00	2.00	1.00	0.00
ENSG00000229180.4	7092.00	105.00	88.00	118.00	99.00
ENSG00000229186.3	2415.27	38.00	22.00	35.00	33.00
ENSG00000229191.1	2996.50	0.00	1.00	1.00	0.00
ENSG00000229195.1	372.00	0.00	0.00	0.00	0.00
ENSG00000229204.2	482.00	0.00	0.00	4.00	2.00
ENSG00000229212.3	1770.48	164.17	73.89	58.33	77.86
ENSG00000229214.1	2418.00	45.00	31.00	78.00	66.00
ENSG00000229221.1	934.00	0.00	1.00	0.00	0.00
ENSG00000229222.1	1288.00	2.00	5.00	3.00	1.00
ENSG00000229227.4	672.46	3.00	10.00	36.00	41.00
ENSG00000229236.1	1628.00	2.00	4.00	3.00	4.00
ENSG00000229241.1	2315.00	0.00	0.00	0.00	2.00
ENSG00000229267.2	1909.00	13.00	8.00	19.00	25.00
ENSG00000229273.1	458.00	0.00	0.00	0.00	0.00
ENSG00000229278.1	303.00	0.00	0.00	1.00	1.00
ENSG00000229292.1	908.00	0.00	0.00	0.00	0.00
ENSG00000229299.2	325.89	3.00	2.00	8.00	10.00
ENSG00000229305.1	1075.00	0.00	0.00	0.00	0.00
ENSG00000229314.4	804.10	9180.66	9711.76	6862.84	5526.93
ENSG00000229320.3	1221.20	35.00	34.00	47.00	48.00
ENSG00000229325.1	690.00	1.00	1.00	1.00	3.00
ENSG00000229326.2	374.50	0.00	0.00	2.00	0.00
ENSG00000229331.1	397.00	2.00	3.00	0.00	3.00
ENSG00000229334.1	972.00	0.00	2.00	14.00	8.00
ENSG00000229344.1	682.00	4.00	6.00	4.00	3.05
ENSG00000229348.1	545.00	1.00	0.00	0.00	0.00
ENSG00000229356.1	784.00	5.00	8.00	4.00	5.00
ENSG00000229358.3	2594.00	41.14	52.00	39.45	44.10
ENSG00000229368.1	527.00	10.00	1.00	5.00	2.00
ENSG00000229387.2	510.00	1.00	0.00	2.00	3.00
ENSG00000229388.1	624.00	0.00	1.00	2.00	1.00
ENSG00000229390.1	813.00	1.00	0.00	0.00	0.00
ENSG00000229404.1	1548.28	0.00	4.00	7.00	3.00
ENSG00000229419.1	6232.00	87.37	77.86	57.68	68.85
ENSG00000229420.1	427.00	0.00	0.00	0.00	0.00
ENSG00000229422.1	625.00	6.00	5.00	4.00	6.00
ENSG00000229425.1	1000.00	54.00	33.00	52.00	50.00
ENSG00000229427.1	950.00	0.00	0.00	1.00	0.00
ENSG00000229447.2	437.00	2.00	0.00	1.00	1.00
ENSG00000229472.1	230.00	0.00	1.00	0.00	0.00
ENSG00000229473.2	553.00	2.00	2.00	0.00	1.00
ENSG00000229474.2	884.64	2.00	7.00	8.00	14.00
ENSG00000229484.1	438.00	1.00	3.00	4.00	2.00
ENSG00000229503.1	477.00	0.00	1.02	0.00	1.02
ENSG00000229525.1	1598.00	13.00	13.00	12.00	13.00
ENSG00000229539.1	441.00	7.00	5.00	3.00	6.00
ENSG00000229563.2	1917.67	0.00	0.00	2.00	0.00
ENSG00000229569.1	2018.00	0.00	0.00	0.00	1.00
ENSG00000229585.4	472.00	3.00	1.00	0.00	0.00
ENSG00000229587.2	670.00	0.00	1.00	0.00	3.00
ENSG00000229589.1	2517.00	121.00	116.00	107.00	112.00
ENSG00000229591.1	673.00	0.00	1.00	0.00	0.00
ENSG00000229605.4	489.01	3.17	1.06	0.00	4.38
ENSG00000229619.3	3590.71	4.00	4.00	13.00	8.00
ENSG00000229622.1	1142.00	0.00	0.00	0.00	0.00
ENSG00000229623.1	635.00	0.00	1.00	0.00	0.00
ENSG00000229628.1	532.00	0.00	1.00	1.00	0.00
ENSG00000229638.1	1284.00	138.95	150.67	102.01	98.56
ENSG00000229644.4	2514.00	97.96	112.88	74.06	83.78
ENSG00000229645.4	2822.00	245.00	234.00	313.00	306.00
ENSG00000229656.2	1041.00	0.00	2.00	5.00	8.00
ENSG00000229659.1	438.00	1.00	1.00	0.00	0.00
ENSG00000229666.1	777.00	2.00	1.00	13.00	10.00
ENSG00000229677.1	551.00	0.00	2.00	1.00	0.00
ENSG00000229692.3	1191.00	33.00	21.00	8.00	15.00
ENSG00000229704.1	982.00	0.00	0.00	0.00	0.00
ENSG00000229719.2	1781.00	1.00	9.00	5.00	4.00
ENSG00000229727.2	868.50	1.00	1.00	0.00	0.00
ENSG00000229728.1	480.00	10.00	8.00	15.00	3.00
ENSG00000229729.3	909.36	60.00	63.00	44.00	50.00
ENSG00000229740.1	447.00	20.00	27.00	9.00	16.00
ENSG00000229750.1	497.00	4.00	0.00	2.00	2.00
ENSG00000229754.1	1788.50	0.00	0.00	0.00	0.00
ENSG00000229766.2	981.33	0.00	0.00	0.00	0.00
ENSG00000229794.2	1084.00	0.00	0.00	0.00	0.00
ENSG00000229795.2	247.00	0.00	3.00	0.00	0.00
ENSG00000229807.5	19275.00	5.00	6.00	4.00	7.00
ENSG00000229808.1	741.00	7.00	1.00	0.00	1.00
ENSG00000229809.4	668.89	72.00	46.00	51.00	45.00
ENSG00000229816.1	2400.00	12.00	5.00	6.00	2.01
ENSG00000229820.2	394.00	0.00	0.00	0.00	1.00
ENSG00000229827.1	376.00	0.00	0.00	0.00	0.00
ENSG00000229833.5	582.58	423.40	337.77	373.00	310.87
ENSG00000229839.2	962.06	0.00	0.00	0.00	3.00
ENSG00000229848.1	361.00	2.00	1.00	2.00	1.00
ENSG00000229867.1	3218.00	1.00	1.00	1.00	0.00
ENSG00000229873.1	668.00	54.00	39.00	44.00	36.00
ENSG00000229874.2	758.00	16.98	28.32	32.91	37.90
ENSG00000229891.1	622.60	0.00	0.00	2.00	3.00
ENSG00000229893.1	859.00	0.00	2.00	1.00	1.00
ENSG00000229894.2	1662.00	0.00	0.00	4.52	1.44
ENSG00000229896.2	784.00	20.00	20.00	24.00	15.00
ENSG00000229912.1	600.00	0.00	1.00	3.00	1.00
ENSG00000229917.2	740.00	1.00	2.00	1.00	0.00
ENSG00000229920.2	1051.00	1.00	1.00	3.00	0.00
ENSG00000229927.2	556.00	78.30	89.50	114.13	127.24
ENSG00000229931.1	635.00	35.00	33.00	41.00	39.00
ENSG00000229932.2	738.00	1.03	3.11	3.65	2.08
ENSG00000229944.2	1329.00	413.56	414.32	458.31	446.57
ENSG00000229951.1	2850.00	13.00	12.00	16.00	25.00
ENSG00000229952.1	494.00	5.71	0.00	0.00	0.00
ENSG00000229953.1	758.00	97.00	70.00	99.00	111.00
ENSG00000229956.5	712.57	4.00	10.00	7.00	10.00
ENSG00000229980.4	1167.47	84.00	76.00	97.00	99.00
ENSG00000229991.1	956.00	0.00	0.00	0.00	0.00
ENSG00000229992.1	583.00	0.00	0.00	0.00	0.00
ENSG00000229994.1	886.00	2.01	3.02	1.01	2.01
ENSG00000230002.2	2107.00	22.00	9.00	3.00	4.00
ENSG00000230006.3	1897.14	1.00	0.00	0.00	0.00
ENSG00000230021.3	336.00	7.61	16.42	10.84	0.31
ENSG00000230023.2	1849.00	1.00	1.00	1.00	1.00
ENSG00000230042.1	664.00	2.00	0.00	3.00	3.00
ENSG00000230055.2	1114.75	767.00	603.00	826.00	669.00
ENSG00000230058.1	444.00	0.00	0.00	1.00	2.00
ENSG00000230067.3	1683.00	0.00	0.00	0.00	2.02
ENSG00000230068.2	692.00	1.00	1.00	0.00	0.00
ENSG00000230069.3	1355.00	5.00	3.00	2.00	1.00
ENSG00000230071.2	1304.00	1.00	5.00	5.00	8.00
ENSG00000230074.1	665.00	11.00	9.00	7.00	9.00
ENSG00000230082.1	614.00	9.00	7.00	23.00	14.00
ENSG00000230084.1	552.00	2.00	0.00	0.00	0.00
ENSG00000230091.2	1899.00	1.00	0.00	5.00	1.00
ENSG00000230092.3	523.00	0.00	0.00	1.00	3.00
ENSG00000230098.1	472.00	2.00	0.00	0.00	0.00
ENSG00000230102.3	793.56	0.00	0.00	0.00	0.00
ENSG00000230105.1	713.00	0.00	0.00	0.00	0.00
ENSG00000230121.1	714.00	0.00	0.00	2.00	0.00
ENSG00000230124.2	2630.80	88.00	76.00	102.00	106.00
ENSG00000230131.1	702.50	2.00	0.00	0.00	0.00
ENSG00000230146.1	1176.00	1.00	0.00	0.00	1.00
ENSG00000230149.2	527.00	1.00	2.00	3.00	1.00
ENSG00000230154.1	917.00	0.00	0.00	0.00	0.00
ENSG00000230176.2	697.00	0.00	0.00	1.00	0.00
ENSG00000230177.1	557.00	7.00	13.00	12.00	12.00
ENSG00000230178.1	995.00	5.67	3.00	2.00	1.87
ENSG00000230183.3	1455.50	0.00	2.03	0.00	0.00
ENSG00000230185.4	863.00	4.00	4.00	6.00	2.00
ENSG00000230189.2	758.67	15.00	25.00	19.00	23.00
ENSG00000230195.1	808.00	6.31	0.00	2.54	6.30
ENSG00000230202.1	474.00	209.22	222.31	203.73	220.95
ENSG00000230207.1	1276.00	19.93	19.94	9.59	11.14
ENSG00000230212.2	690.00	0.00	1.00	0.00	0.00
ENSG00000230224.1	825.00	1.00	1.00	1.00	3.00
ENSG00000230225.1	1267.00	0.00	0.00	0.00	0.00
ENSG00000230251.1	837.00	0.00	1.00	0.00	0.00
ENSG00000230259.2	2147.00	2391.54	2103.61	1646.06	1499.67
ENSG00000230267.3	1034.46	12.52	23.14	15.79	12.00
ENSG00000230269.2	1489.80	484.00	464.00	312.00	353.00
ENSG00000230289.1	473.00	2.00	1.00	0.00	0.00
ENSG00000230291.4	436.50	0.00	1.00	1.59	0.00
ENSG00000230295.1	351.00	0.00	0.00	1.00	0.00
ENSG00000230303.1	419.00	0.00	0.00	0.00	4.00
ENSG00000230306.1	264.00	1.00	0.00	2.00	0.00
ENSG00000230310.1	543.00	1.00	1.00	0.00	0.00
ENSG00000230311.2	435.00	2.00	1.91	4.00	3.00
ENSG00000230314.2	903.00	1.00	5.00	6.00	10.00
ENSG00000230316.2	768.00	0.00	0.00	1.00	1.00
ENSG00000230325.1	494.00	1.00	0.00	2.00	1.00
ENSG00000230333.2	805.56	0.00	1.00	0.00	0.00
ENSG00000230337.1	467.33	0.00	2.00	2.00	8.00
ENSG00000230356.1	1801.00	198.00	206.00	46.00	36.00
ENSG00000230359.3	693.00	0.00	1.00	3.00	2.00
ENSG00000230366.5	1028.10	3.04	9.52	5.14	5.14
ENSG00000230368.2	491.04	2.22	6.52	8.00	6.49
ENSG00000230371.1	1639.00	241.00	230.00	109.00	123.00
ENSG00000230373.4	2104.83	307.67	314.19	311.80	278.40
ENSG00000230383.1	862.00	1.52	0.00	1.41	1.91
ENSG00000230392.1	2907.00	5.00	6.00	0.00	1.00
ENSG00000230397.1	261.00	0.00	0.00	0.00	0.00
ENSG00000230400.1	1442.50	0.00	0.00	0.00	0.00
ENSG00000230408.3	877.00	0.00	0.00	1.00	1.00
ENSG00000230409.2	940.00	10.36	26.09	14.15	24.33
ENSG00000230410.1	597.50	0.00	0.00	0.00	0.00
ENSG00000230415.1	389.00	12.00	7.00	16.00	13.00
ENSG00000230417.6	950.20	0.00	0.00	1.00	0.00
ENSG00000230423.1	333.00	0.19	0.00	1.00	0.00
ENSG00000230424.1	507.00	7.00	9.00	4.00	5.00
ENSG00000230426.1	2393.00	18.00	14.00	16.00	10.00
ENSG00000230432.1	311.00	4.00	6.00	2.00	4.00
ENSG00000230438.5	983.00	4.00	4.00	4.00	1.00
ENSG00000230439.2	1671.00	18.00	7.00	10.00	8.00
ENSG00000230445.4	3262.00	1.00	0.00	2.00	1.00
ENSG00000230446.1	288.00	0.00	0.00	0.00	0.00
ENSG00000230449.1	730.00	1.00	0.00	2.00	0.00
ENSG00000230453.5	3773.00	1.00	0.00	2.18	2.09
ENSG00000230454.1	1873.44	20.00	17.00	12.00	9.00
ENSG00000230457.3	1182.00	1.00	1.00	0.00	3.00
ENSG00000230461.4	1957.39	193.00	236.00	138.00	163.00
ENSG00000230479.1	893.00	0.00	1.00	1.00	0.00
ENSG00000230487.3	3317.41	66.00	48.00	89.00	101.00
ENSG00000230490.2	892.00	1.00	5.00	12.00	6.00
ENSG00000230495.1	553.00	0.00	0.00	0.00	0.00
ENSG00000230510.2	935.60	5.00	4.00	6.00	7.00
ENSG00000230513.1	1550.69	18.00	20.00	24.00	33.00
ENSG00000230521.1	975.00	0.00	0.00	1.00	0.00
ENSG00000230524.4	2456.57	5.00	2.00	9.00	8.00
ENSG00000230530.1	1536.00	2.00	0.00	1.00	4.00
ENSG00000230532.1	483.00	0.00	1.00	0.00	0.00
ENSG00000230537.1	815.00	3.00	4.00	5.00	3.00
ENSG00000230551.3	4626.11	626.52	642.37	504.91	558.04
ENSG00000230555.2	760.00	19.00	13.00	13.00	23.00
ENSG00000230562.3	691.00	0.00	1.95	1.20	2.47
ENSG00000230563.2	1836.00	1.00	2.33	5.92	5.00
ENSG00000230565.1	905.00	0.00	0.00	0.00	0.00
ENSG00000230567.3	1715.60	151.30	103.97	263.57	137.93
ENSG00000230570.1	1203.00	0.00	3.00	0.00	0.00
ENSG00000230578.3	348.50	0.00	0.69	0.72	0.00
ENSG00000230581.2	1122.00	0.00	2.00	2.00	1.00
ENSG00000230587.1	952.00	0.00	0.00	7.00	3.00
ENSG00000230590.3	886.07	48.00	53.00	80.00	61.00
ENSG00000230596.2	1787.00	2.00	0.00	3.00	2.00
ENSG00000230606.6	1364.45	216.90	181.12	169.31	173.21
ENSG00000230613.1	489.00	5.00	3.00	2.00	2.00
ENSG00000230615.2	780.50	1.00	0.00	0.00	0.00
ENSG00000230626.3	1200.00	6.12	1.01	5.08	6.47
ENSG00000230628.1	3564.00	25.00	22.00	25.00	27.00
ENSG00000230629.2	330.00	40.60	38.66	17.51	9.69
ENSG00000230633.1	437.00	3.00	2.00	4.00	2.00
ENSG00000230635.1	480.00	0.00	0.00	0.00	1.00
ENSG00000230647.1	804.00	79.00	85.00	85.00	55.88
ENSG00000230648.1	209.00	0.00	0.00	0.00	0.00
ENSG00000230658.1	2564.00	20.00	17.00	36.00	25.00
ENSG00000230663.1	2032.00	0.21	0.14	4.00	7.00
ENSG00000230666.1	2088.21	7.00	6.00	11.00	12.00
ENSG00000230667.4	877.50	0.00	0.00	0.00	0.00
ENSG00000230673.3	459.00	1.00	1.84	0.00	0.00
ENSG00000230679.1	456.00	0.00	1.00	4.00	0.00
ENSG00000230699.2	3043.00	0.00	0.00	0.00	0.00
ENSG00000230701.1	1219.00	4.00	4.00	4.00	6.00
ENSG00000230711.2	2446.00	0.00	0.00	0.00	0.00
ENSG00000230715.2	450.63	93.31	39.24	49.41	30.28
ENSG00000230724.5	1201.70	301.02	225.32	229.99	194.44
ENSG00000230732.3	1109.00	4.00	6.00	3.00	1.00
ENSG00000230747.1	740.00	3.00	1.00	5.00	0.00
ENSG00000230756.1	621.00	0.00	0.00	0.00	0.00
ENSG00000230758.1	246.00	0.00	0.00	0.00	0.00
ENSG00000230769.1	491.00	2.00	0.00	0.00	0.00
ENSG00000230772.1	830.00	13.00	14.00	31.00	12.00
ENSG00000230782.1	1390.50	0.00	0.00	1.00	0.00
ENSG00000230783.1	765.00	0.00	0.00	0.00	0.00
ENSG00000230790.2	561.00	1.00	1.00	4.00	0.00
ENSG00000230795.2	1037.00	7.00	2.00	12.00	18.00
ENSG00000230797.2	2741.00	26.00	35.00	28.66	20.00
ENSG00000230798.1	589.00	0.00	0.00	0.00	0.00
ENSG00000230805.2	502.20	0.00	0.00	0.00	0.00
ENSG00000230818.1	799.00	0.00	0.00	0.00	0.00
ENSG00000230823.2	426.50	0.00	0.00	2.00	0.00
ENSG00000230825.1	471.00	0.00	0.00	1.00	2.00
ENSG00000230832.3	1241.00	0.00	0.00	1.00	0.00
ENSG00000230836.1	1266.00	65.00	61.00	41.00	64.00
ENSG00000230838.1	648.00	0.00	2.00	1.00	5.00
ENSG00000230844.2	2078.00	125.00	138.00	97.00	101.00
ENSG00000230847.4	679.00	9.71	7.54	4.22	13.12
ENSG00000230850.3	1144.37	17.17	18.04	19.09	14.28
ENSG00000230863.2	742.00	9.00	19.00	22.00	30.00
ENSG00000230869.1	2418.00	3.78	0.00	19.77	17.44
ENSG00000230870.2	1474.00	21.00	19.00	10.00	18.00
ENSG00000230880.2	586.50	0.00	0.00	1.00	0.00
ENSG00000230882.1	3495.00	619.00	260.00	462.00	445.00
ENSG00000230894.1	4996.00	3.00	10.00	2.00	5.00
ENSG00000230896.1	598.00	20.00	10.00	16.00	4.00
ENSG00000230897.1	459.00	0.00	0.00	0.00	0.00
ENSG00000230903.5	605.70	10129.54	9087.67	5359.52	5264.71
ENSG00000230914.2	608.00	0.00	0.00	0.00	0.00
ENSG00000230918.1	640.00	0.00	1.00	0.00	2.00
ENSG00000230928.1	1168.00	0.00	0.00	0.00	0.00
ENSG00000230939.1	489.00	0.00	1.00	5.00	5.00
ENSG00000230943.1	465.00	4.00	5.00	5.00	18.00
ENSG00000230951.1	888.00	0.00	0.00	0.00	0.00
ENSG00000230952.1	1061.00	576.00	662.00	655.00	518.00
ENSG00000230955.1	481.00	0.00	1.00	0.00	0.00
ENSG00000230979.3	531.00	9.25	4.62	3.22	5.91
ENSG00000230989.2	1999.68	3744.00	4166.00	2720.00	2546.00
ENSG00000230992.2	2173.00	0.00	0.00	1.00	1.00
ENSG00000231007.4	1435.50	1.00	0.00	0.00	0.00
ENSG00000231013.1	1260.00	0.00	0.00	2.00	0.00
ENSG00000231023.2	2072.51	2.00	3.00	4.00	6.00
ENSG00000231025.1	3510.00	299.00	236.00	216.00	241.00
ENSG00000231028.4	1202.00	0.00	2.00	4.00	1.00
ENSG00000231035.1	745.00	2.00	2.00	0.00	1.00
ENSG00000231039.2	680.00	1.00	2.00	2.00	4.00
ENSG00000231043.2	1741.00	1.02	6.18	1.01	2.02
ENSG00000231047.1	575.00	0.00	0.00	0.00	1.00
ENSG00000231050.1	906.00	0.00	1.00	3.00	0.00
ENSG00000231057.3	1846.00	0.00	0.00	0.00	2.00
ENSG00000231064.1	654.33	0.00	0.00	0.00	0.00
ENSG00000231066.3	844.00	0.00	1.00	0.00	0.00
ENSG00000231073.1	368.00	0.00	0.00	0.00	0.00
ENSG00000231074.4	2425.75	916.00	959.00	977.00	979.00
ENSG00000231081.1	542.00	0.00	0.00	0.00	0.00
ENSG00000231083.1	565.00	6.00	4.00	3.00	3.00
ENSG00000231086.1	768.00	0.00	0.00	1.00	0.00
ENSG00000231090.1	638.00	1.00	0.00	1.00	0.00
ENSG00000231105.1	2479.00	0.00	3.00	1.00	0.00
ENSG00000231106.2	1048.00	2.00	0.00	5.00	3.00
ENSG00000231113.2	831.50	2.00	6.00	6.00	0.00
ENSG00000231120.2	496.50	5.00	7.00	4.00	0.00
ENSG00000231125.2	794.00	3.00	2.00	1.00	1.00
ENSG00000231131.2	823.69	12.00	6.00	10.00	14.00
ENSG00000231154.1	2086.00	16.00	13.00	11.00	9.00
ENSG00000231160.5	1748.37	7.00	4.00	2.00	6.00
ENSG00000231167.3	999.00	2.00	3.13	1.00	1.00
ENSG00000231172.2	1185.00	8.00	7.00	101.00	100.00
ENSG00000231177.4	1327.00	13.00	20.00	16.00	13.00
ENSG00000231181.1	559.00	6.00	5.00	4.00	4.00
ENSG00000231185.2	534.83	16.00	10.00	8.00	9.00
ENSG00000231187.2	664.25	128.00	106.00	143.00	127.00
ENSG00000231188.1	471.00	4.00	5.00	6.00	1.00
ENSG00000231196.3	657.00	2.00	3.00	1.00	2.00
ENSG00000231203.1	1447.00	2.00	1.69	2.02	1.02
ENSG00000231213.2	1358.46	13.00	18.00	68.00	54.00
ENSG00000231226.1	549.00	11.00	10.00	7.00	10.00
ENSG00000231234.1	489.00	1.00	3.00	9.00	8.00
ENSG00000231242.1	2033.00	0.00	0.00	1.00	1.00
ENSG00000231245.2	402.00	2.46	2.36	3.75	2.49
ENSG00000231249.1	858.00	22.00	17.00	18.00	19.00
ENSG00000231256.3	3753.00	1.00	0.00	0.00	1.00
ENSG00000231259.3	1715.40	541.69	550.06	623.67	544.12
ENSG00000231274.4	924.05	7.00	7.00	22.00	12.00
ENSG00000231290.1	1009.88	0.00	0.00	2.00	0.00
ENSG00000231298.2	1478.00	4.00	1.00	1.00	3.00
ENSG00000231305.3	1298.00	3.00	1.01	4.68	4.22
ENSG00000231307.1	701.00	0.00	1.00	1.00	0.00
ENSG00000231312.2	1235.02	776.76	802.64	345.00	348.00
ENSG00000231313.2	724.00	0.00	0.00	1.00	1.00
ENSG00000231317.1	1948.00	0.00	0.00	1.00	2.00
ENSG00000231327.1	662.00	0.00	1.00	5.00	6.00
ENSG00000231333.2	345.00	0.00	1.00	0.00	0.00
ENSG00000231341.1	855.00	0.00	1.00	1.00	0.00
ENSG00000231342.2	1073.00	0.00	0.00	0.50	1.00
ENSG00000231344.1	349.00	2.00	1.00	1.00	0.00
ENSG00000231345.3	2353.00	0.00	0.00	0.00	0.00
ENSG00000231346.1	789.33	1.00	0.00	1.99	0.00
ENSG00000231360.2	1073.00	14.81	15.17	23.79	8.01
ENSG00000231365.1	1210.01	103.00	78.00	90.00	90.00
ENSG00000231367.1	566.22	0.00	1.00	2.00	2.00
ENSG00000231389.3	1109.69	1.00	2.00	39.00	42.00
ENSG00000231394.1	543.00	0.00	0.00	0.00	3.00
ENSG00000231407.1	1179.75	0.00	0.00	1.00	0.00
ENSG00000231431.3	1643.00	2.14	1.06	2.06	1.03
ENSG00000231439.3	1054.00	10.00	14.00	11.00	9.00
ENSG00000231441.1	551.00	0.00	1.00	3.00	2.00
ENSG00000231453.1	2357.47	0.00	0.00	2.00	6.00
ENSG00000231458.2	790.00	1.00	0.00	0.00	0.00
ENSG00000231466.2	780.00	2.00	9.00	4.00	7.00
ENSG00000231473.2	1143.00	5.00	3.00	1.00	1.00
ENSG00000231500.2	614.09	47603.93	49465.76	32358.02	26099.67
ENSG00000231521.1	285.00	0.00	1.00	0.00	0.00
ENSG00000231527.1	579.00	0.00	0.00	0.00	0.50
ENSG00000231528.2	5625.00	6.00	3.00	7.00	6.00
ENSG00000231533.1	474.00	0.00	0.00	0.00	0.00
ENSG00000231535.1	587.00	2.00	2.00	3.00	1.00
ENSG00000231544.2	490.00	0.00	0.00	0.00	0.00
ENSG00000231551.2	1555.00	0.00	1.07	3.42	2.06
ENSG00000231566.1	375.00	0.00	0.00	1.00	1.00
