symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000253250.2	894.00	0.00	0.00	6.00	0.00
ENSG00000253251.2	1766.00	52.15	60.08	64.24	76.91
ENSG00000253263.1	533.00	1.00	1.00	0.00	0.00
ENSG00000253264.1	575.00	0.00	1.00	0.00	0.00
ENSG00000253270.1	467.00	0.00	0.00	0.00	1.00
ENSG00000253276.1	4232.00	1.00	0.00	0.00	1.00
ENSG00000253284.2	5391.00	3.00	8.00	4.00	5.00
ENSG00000253293.3	1392.60	6.00	4.00	1.00	0.00
ENSG00000253304.1	2501.00	46.00	53.00	32.00	43.00
ENSG00000253305.1	4599.00	1.40	0.00	16.88	8.35
ENSG00000253313.1	1352.12	24.00	38.00	37.00	38.00
ENSG00000253320.1	473.00	0.00	1.00	1.00	2.00
ENSG00000253326.2	1243.00	0.00	0.00	0.00	1.00
ENSG00000253327.2	2010.00	3.00	3.00	2.00	0.00
ENSG00000253330.1	1108.00	0.00	0.00	0.00	0.00
ENSG00000253336.1	2149.00	0.00	0.00	0.00	0.00
ENSG00000253339.1	599.00	2.00	1.00	1.00	2.00
ENSG00000253341.1	1001.00	7.05	7.06	7.07	4.03
ENSG00000253347.1	513.00	3.00	1.00	1.00	1.00
ENSG00000253352.4	4223.49	4519.00	4280.00	3617.00	3309.00
ENSG00000253361.1	379.00	13.00	6.00	2.00	3.00
ENSG00000253366.2	554.16	31.85	25.23	5.96	36.82
ENSG00000253368.3	1773.77	1271.00	1245.00	453.00	534.00
ENSG00000253372.1	758.00	1.00	0.00	0.00	1.00
ENSG00000253390.1	630.00	0.00	1.00	1.00	0.00
ENSG00000253392.2	776.00	1.00	0.00	2.00	2.00
ENSG00000253400.1	371.00	0.00	1.00	0.00	0.00
ENSG00000253414.2	510.00	1.00	0.00	3.00	1.00
ENSG00000253417.1	2146.00	0.00	0.00	0.00	1.00
ENSG00000253428.1	513.00	3.00	2.00	2.00	0.00
ENSG00000253431.1	1100.00	0.00	0.00	0.00	1.00
ENSG00000253459.3	1690.00	1.00	1.33	0.00	2.58
ENSG00000253463.1	577.00	1.00	0.00	1.00	0.00
ENSG00000253476.1	528.00	1.00	5.00	8.00	7.00
ENSG00000253485.1	4602.00	15.41	24.00	20.77	27.82
ENSG00000253516.1	440.00	0.00	0.00	2.00	0.00
ENSG00000253522.2	2301.00	231.00	218.00	296.00	315.00
ENSG00000253525.1	1464.00	42.01	28.99	20.88	14.01
ENSG00000253537.1	4605.00	2.80	6.00	10.38	15.30
ENSG00000253540.1	583.80	1.00	1.00	3.00	0.00
ENSG00000253541.1	1162.00	3.00	1.00	2.00	0.00
ENSG00000253552.3	998.67	90.00	110.00	140.00	143.00
ENSG00000253553.1	711.50	0.00	0.00	0.00	0.00
ENSG00000253558.1	2260.00	1.00	1.00	1.00	0.00
ENSG00000253559.1	534.92	4.00	5.00	1.00	2.00
ENSG00000253570.1	540.00	8.01	11.00	2.00	3.00
ENSG00000253582.1	504.00	0.00	0.00	1.00	0.00
ENSG00000253584.1	464.00	0.00	1.00	4.00	1.00
ENSG00000253598.1	2568.00	52.00	44.00	50.00	63.00
ENSG00000253616.1	473.38	6.00	16.00	3.00	7.00
ENSG00000253619.1	776.00	0.00	0.00	0.00	0.00
ENSG00000253626.2	3832.00	14.06	25.21	24.14	15.07
ENSG00000253633.1	666.00	0.00	2.00	1.00	0.00
ENSG00000253636.1	3549.00	27.00	23.00	34.00	44.00
ENSG00000253641.1	545.00	0.00	1.00	0.00	1.00
ENSG00000253666.1	558.00	3.00	2.00	3.00	2.00
ENSG00000253669.3	1056.92	59.00	67.00	43.00	42.00
ENSG00000253671.1	667.00	4.00	10.00	5.00	2.00
ENSG00000253683.1	192.00	9.99	4.00	5.95	6.99
ENSG00000253686.1	1107.37	44.00	42.00	20.00	19.00
ENSG00000253704.1	1789.00	5.00	2.00	2.00	3.00
ENSG00000253710.1	2660.52	322.96	306.91	258.24	214.34
ENSG00000253716.1	566.36	31.00	33.00	18.00	24.00
ENSG00000253719.2	3673.00	1785.00	1700.00	2154.00	2199.00
ENSG00000253729.3	7562.82	7002.00	6769.00	5940.00	5568.00
ENSG00000253731.1	4605.00	16.80	13.49	35.04	26.43
ENSG00000253738.1	2371.51	315.00	337.00	304.00	256.00
ENSG00000253741.1	5684.00	3.00	0.00	2.00	2.00
ENSG00000253767.1	4605.00	7.00	0.00	7.79	2.78
ENSG00000253785.1	864.00	5.06	6.04	4.04	3.02
ENSG00000253797.2	5529.00	674.53	696.09	541.82	496.11
ENSG00000253816.2	513.98	34.51	18.03	18.69	36.24
ENSG00000253819.1	571.00	0.00	0.00	0.00	0.00
ENSG00000253821.1	567.00	0.00	0.00	1.00	1.00
ENSG00000253824.1	568.00	0.00	0.00	0.00	0.00
ENSG00000253833.1	391.00	0.00	0.00	0.00	0.00
ENSG00000253837.1	3086.00	0.00	0.00	0.00	0.00
ENSG00000253844.1	672.00	0.00	0.00	0.00	0.00
ENSG00000253846.1	4617.00	1.40	0.00	6.48	2.78
ENSG00000253848.1	530.00	0.00	2.00	1.00	1.00
ENSG00000253854.1	939.00	0.00	3.00	2.00	0.00
ENSG00000253861.1	1451.00	0.02	30.45	13.60	85.34
ENSG00000253865.1	588.00	1.00	0.00	1.00	0.00
ENSG00000253873.1	3098.00	0.00	0.00	2.00	0.00
ENSG00000253877.1	561.00	0.00	0.00	0.00	1.00
ENSG00000253878.1	449.00	3.00	7.00	6.00	2.00
ENSG00000253882.2	2214.09	133.75	108.70	18.48	49.81
ENSG00000253893.2	792.00	2.00	4.00	2.00	5.00
ENSG00000253898.1	1521.00	0.00	0.00	0.00	0.00
ENSG00000253910.1	4602.00	58.82	41.99	63.60	77.91
ENSG00000253917.3	790.50	0.00	0.00	0.00	0.00
ENSG00000253919.1	2290.00	1.04	4.14	4.17	1.03
ENSG00000253923.2	975.00	1.00	0.00	0.00	0.00
ENSG00000253931.1	544.00	15.00	9.00	3.00	3.00
ENSG00000253948.1	380.00	3.00	7.00	3.00	1.00
ENSG00000253953.1	4578.00	116.52	78.34	119.66	112.98
ENSG00000253954.2	574.20	4.00	13.00	5.00	3.00
ENSG00000253972.1	570.20	0.00	0.00	0.00	0.00
ENSG00000253981.1	605.00	1.00	0.00	0.00	0.00
ENSG00000253982.1	695.85	30.00	36.00	19.00	16.00
ENSG00000254004.2	4356.18	418.00	385.00	482.00	364.00
ENSG00000254017.1	1256.00	0.00	0.00	0.00	0.00
ENSG00000254027.1	595.50	2.00	1.00	0.00	0.00
ENSG00000254042.1	2028.50	1.00	0.00	0.00	0.00
ENSG00000254054.2	634.00	0.00	0.00	0.00	0.00
ENSG00000254087.3	2963.25	88.00	79.00	53.00	49.00
ENSG00000254088.1	1471.00	1.00	2.00	0.00	0.00
ENSG00000254093.4	1282.00	79.00	77.00	95.00	92.00
ENSG00000254100.1	537.00	4.00	5.00	0.00	1.00
ENSG00000254109.1	864.06	19.00	22.00	14.00	13.00
ENSG00000254122.1	4596.00	4.20	7.50	22.08	4.18
ENSG00000254144.2	290.00	1.00	0.00	0.00	0.00
ENSG00000254153.1	510.00	0.00	0.00	1.00	0.00
ENSG00000254154.4	5365.23	116.77	70.45	99.43	104.21
ENSG00000254165.1	708.00	7.00	9.00	14.00	13.00
ENSG00000254166.1	367.00	13.00	14.00	9.00	3.00
ENSG00000254184.3	2902.70	94.54	65.67	74.28	75.84
ENSG00000254192.1	810.00	0.00	0.00	0.00	0.00
ENSG00000254206.1	3653.00	37.31	54.36	75.80	64.88
ENSG00000254207.1	316.00	0.00	1.00	0.00	0.00
ENSG00000254211.1	472.52	2.00	0.00	1.00	3.00
ENSG00000254221.1	4590.00	68.70	90.18	66.25	96.09
ENSG00000254226.1	950.41	4.00	3.00	6.00	4.00
ENSG00000254231.1	1196.20	17.00	13.00	10.00	11.00
ENSG00000254233.1	611.88	44.00	41.00	71.00	72.00
ENSG00000254244.1	1253.00	9.00	8.00	2.00	5.00
ENSG00000254245.1	4605.00	0.00	4.50	3.89	0.00
ENSG00000254258.1	1037.00	0.00	0.00	0.00	1.00
ENSG00000254272.1	414.00	0.00	1.00	0.00	1.00
ENSG00000254273.1	379.00	0.00	0.00	0.00	0.00
ENSG00000254275.2	973.50	1.00	0.00	0.00	0.00
ENSG00000254285.2	1111.27	118.46	139.42	87.54	92.45
ENSG00000254290.1	2379.00	331.00	339.00	143.00	147.00
ENSG00000254294.1	1514.00	0.00	2.00	3.00	1.00
ENSG00000254298.1	248.00	0.00	0.00	0.00	0.00
ENSG00000254332.1	748.00	8.06	3.02	8.11	2.56
ENSG00000254338.1	417.00	17.00	18.00	12.00	19.00
ENSG00000254343.2	506.00	1.00	0.00	1.00	0.00
ENSG00000254353.1	707.00	5.32	1.59	3.53	6.78
ENSG00000254363.2	5951.00	21.00	24.00	13.00	11.00
ENSG00000254369.2	1584.00	2.00	0.00	1.00	0.00
ENSG00000254370.1	511.00	0.00	0.00	1.00	0.00
ENSG00000254373.1	333.00	0.00	0.00	0.00	0.00
ENSG00000254374.2	825.33	0.00	1.06	0.00	0.00
ENSG00000254389.2	1918.00	15.00	25.00	11.00	12.00
ENSG00000254400.1	399.00	1.00	1.00	0.00	0.00
ENSG00000254402.2	1758.00	4.00	2.00	0.00	9.00
ENSG00000254413.4	951.55	60.35	35.01	47.72	112.04
ENSG00000254414.1	845.00	0.00	0.00	0.00	0.00
ENSG00000254415.3	1553.55	1.00	4.00	1.46	6.00
ENSG00000254416.1	720.00	2.00	2.00	1.00	1.00
ENSG00000254419.1	577.00	5.00	2.00	1.00	3.00
ENSG00000254431.1	722.00	1.00	0.00	0.00	0.00
ENSG00000254444.1	816.00	0.00	0.00	0.00	0.00
ENSG00000254445.1	1521.00	0.00	0.00	0.00	10.01
ENSG00000254454.2	1557.00	5.00	5.00	4.00	7.00
ENSG00000254459.1	585.00	0.00	3.00	2.00	1.00
ENSG00000254462.1	585.00	2.01	0.00	0.00	1.91
ENSG00000254463.1	480.00	0.00	2.00	3.00	0.00
ENSG00000254469.3	849.83	17.00	31.00	27.00	18.00
ENSG00000254470.2	4811.00	59.00	69.00	53.00	65.00
ENSG00000254473.1	1017.00	11.00	11.00	4.00	10.00
ENSG00000254477.1	879.00	1.00	0.00	0.00	0.00
ENSG00000254485.1	462.91	10.52	1.93	5.69	3.59
ENSG00000254501.1	544.00	0.00	1.00	1.00	1.00
ENSG00000254505.4	779.86	611.95	674.70	559.78	553.44
ENSG00000254512.1	806.00	3.00	5.00	1.00	2.00
ENSG00000254531.1	553.52	9.00	11.00	14.00	15.00
ENSG00000254536.1	1605.00	0.00	5.47	0.00	5.82
ENSG00000254539.1	869.00	3.89	4.67	4.99	3.04
ENSG00000254550.1	492.00	0.00	0.00	0.00	0.00
ENSG00000254553.1	3447.00	2.53	0.00	0.00	0.00
ENSG00000254554.1	803.00	1.00	1.00	1.00	2.00
ENSG00000254560.1	669.50	0.00	1.00	0.00	0.00
ENSG00000254561.2	4476.00	1.00	1.00	0.00	1.00
ENSG00000254590.1	1297.00	0.00	0.00	2.00	2.00
ENSG00000254595.1	686.00	2.00	0.00	3.00	0.00
ENSG00000254598.2	1416.00	84.10	86.94	64.92	60.93
ENSG00000254602.1	2790.00	0.00	0.00	0.00	1.00
ENSG00000254606.1	747.00	0.00	2.00	0.00	0.00
ENSG00000254612.2	742.00	10.05	15.17	11.97	9.56
ENSG00000254614.1	1085.33	38.00	35.00	30.00	18.00
ENSG00000254615.2	634.00	1.00	3.00	0.00	2.00
ENSG00000254632.1	538.00	1.00	0.00	1.00	0.00
ENSG00000254634.3	1281.07	289.83	275.10	262.83	221.14
ENSG00000254635.1	2390.36	115.18	100.89	57.44	59.49
ENSG00000254656.1	4193.00	2.00	6.00	1.00	1.00
ENSG00000254665.1	744.00	0.00	1.00	0.00	1.00
ENSG00000254671.1	354.50	3.00	0.00	0.00	0.00
ENSG00000254673.1	623.00	49.16	77.43	51.72	62.72
ENSG00000254676.1	905.00	5.00	2.00	2.00	6.54
ENSG00000254681.2	2821.65	260.26	325.08	432.08	610.96
ENSG00000254682.1	680.00	30.00	28.00	19.00	24.00
ENSG00000254685.2	3343.50	159.47	137.68	129.27	130.05
ENSG00000254690.1	444.00	1.00	0.00	2.00	2.00
ENSG00000254692.1	2740.00	1010.62	852.29	516.27	589.07
ENSG00000254694.1	362.00	0.00	0.00	0.00	0.00
ENSG00000254701.2	467.19	82.88	70.42	140.03	74.66
ENSG00000254706.1	541.00	2.53	4.44	4.62	5.26
ENSG00000254708.1	886.00	1.00	0.00	1.00	1.00
ENSG00000254726.2	5955.22	613.00	602.00	852.00	834.00
ENSG00000254739.1	547.00	1.00	0.00	1.00	4.00
ENSG00000254744.3	572.00	2.00	0.00	1.00	4.00
ENSG00000254748.1	888.00	0.00	0.00	0.00	0.00
ENSG00000254759.1	1063.00	0.00	0.00	0.00	1.00
ENSG00000254760.1	492.00	3.00	1.00	0.00	1.00
ENSG00000254761.1	832.00	0.00	0.00	0.00	0.00
ENSG00000254765.1	1047.00	0.29	0.12	0.00	1.41
ENSG00000254772.5	1521.30	22304.14	22536.37	25533.40	24734.44
ENSG00000254783.1	742.00	8.00	5.00	5.00	6.00
ENSG00000254788.2	536.35	7.58	5.07	4.23	7.23
ENSG00000254793.1	1049.00	0.00	0.00	0.00	0.00
ENSG00000254806.1	797.25	5.68	0.00	4.52	0.00
ENSG00000254812.1	701.00	2.00	1.00	1.00	1.00
ENSG00000254815.1	2210.00	6.00	4.00	3.00	3.00
ENSG00000254826.1	842.00	0.00	0.00	1.00	0.00
ENSG00000254827.1	1659.00	1.00	6.00	3.00	3.00
ENSG00000254837.1	2493.00	26.00	29.00	25.00	37.00
ENSG00000254851.1	822.00	0.00	0.00	0.00	0.00
ENSG00000254852.4	1053.00	0.00	11.22	10.68	0.13
ENSG00000254855.1	479.00	0.00	1.00	0.00	0.00
ENSG00000254858.5	1385.02	107.00	125.00	84.00	134.00
ENSG00000254859.1	498.00	4.00	1.00	3.00	2.00
ENSG00000254860.1	551.89	14.00	13.00	16.00	17.00
ENSG00000254862.1	910.00	0.00	1.00	1.00	0.00
ENSG00000254870.1	2039.00	428.75	440.20	411.63	218.46
ENSG00000254876.1	2703.93	23.99	13.45	12.41	11.65
ENSG00000254884.1	406.00	1.00	0.00	0.00	1.00
ENSG00000254893.3	552.00	25.28	7.24	16.64	9.93
ENSG00000254901.3	1328.52	134.60	136.98	80.95	119.97
ENSG00000254905.1	492.00	0.00	1.00	0.00	1.00
ENSG00000254910.1	392.00	1.00	1.00	2.00	1.00
ENSG00000254911.2	353.00	14.00	15.00	33.00	15.00
ENSG00000254912.2	1226.00	7.00	0.00	3.00	2.00
ENSG00000254929.2	1314.75	48.21	54.98	42.81	36.04
ENSG00000254966.1	874.00	1.00	0.00	0.00	0.00
ENSG00000254967.2	720.67	1.00	2.00	0.00	0.00
ENSG00000254973.1	1809.00	0.00	0.00	0.00	0.00
ENSG00000254979.1	681.00	1.01	0.00	0.00	1.00
ENSG00000254982.1	506.50	1.00	1.00	0.00	0.00
ENSG00000254985.1	566.00	1.00	0.00	0.00	0.00
ENSG00000254986.3	2474.82	694.00	694.00	658.00	751.00
ENSG00000254990.1	708.14	11.00	7.00	4.00	4.00
ENSG00000254991.1	899.00	2.00	3.00	2.00	2.00
ENSG00000254995.4	825.57	135.81	146.96	137.60	178.06
ENSG00000254996.1	4328.00	1103.68	955.22	752.82	865.95
ENSG00000254997.2	1188.00	2.00	4.00	0.00	0.00
ENSG00000254999.2	1163.57	1698.00	1565.00	1545.00	1594.00
ENSG00000255026.1	579.33	0.00	0.00	0.00	0.00
ENSG00000255031.1	646.29	33.64	37.82	57.00	53.93
ENSG00000255036.1	5441.77	11.54	44.31	34.00	38.72
ENSG00000255038.1	502.00	0.00	0.00	0.00	0.00
ENSG00000255045.1	445.00	1.00	1.00	0.00	1.00
ENSG00000255046.1	811.00	2.00	2.00	0.00	1.00
ENSG00000255054.3	451.00	1.14	1.57	0.00	0.00
ENSG00000255062.1	509.00	4.00	2.00	3.00	3.00
ENSG00000255072.1	217.00	2.89	11.34	3.90	9.71
ENSG00000255073.4	2053.50	0.00	1.83	0.00	0.00
ENSG00000255089.1	280.00	0.00	0.00	0.00	0.00
ENSG00000255094.1	806.00	1.00	1.00	2.00	0.00
ENSG00000255100.1	308.33	8.00	4.00	0.00	0.00
ENSG00000255101.1	682.00	0.00	2.00	0.00	0.00
ENSG00000255103.1	6004.00	506.00	445.00	437.00	412.00
ENSG00000255104.3	4262.00	0.00	5.50	1.87	1.73
ENSG00000255112.2	3054.00	880.00	809.00	644.00	608.00
ENSG00000255121.2	1095.28	19.00	15.00	17.00	21.00
ENSG00000255129.1	616.00	3.00	0.00	1.00	0.00
ENSG00000255135.3	699.13	51.00	54.00	43.00	29.00
ENSG00000255139.1	520.50	1.00	2.00	0.00	0.00
ENSG00000255142.1	284.00	0.00	0.00	0.00	0.00
ENSG00000255145.1	544.00	6.00	2.00	4.00	3.00
ENSG00000255150.1	1464.00	1.00	3.00	0.00	2.00
ENSG00000255152.4	1192.52	94.96	169.17	112.83	32.54
ENSG00000255153.1	939.00	5.00	4.00	1.00	1.00
ENSG00000255154.3	507.00	3.65	0.00	0.00	0.00
ENSG00000255163.1	280.00	1.00	0.00	2.00	0.00
ENSG00000255168.1	3636.00	46.19	46.35	42.47	54.57
ENSG00000255176.1	1388.00	4.00	5.00	2.00	1.00
ENSG00000255182.1	2625.00	2.81	0.00	0.00	3.81
ENSG00000255185.1	618.74	15.49	4.80	7.88	2.28
ENSG00000255192.3	916.00	0.00	0.00	0.09	2.81
ENSG00000255198.3	275.00	4.00	1.00	5.00	2.00
ENSG00000255200.1	2354.00	6.00	4.00	5.00	7.00
ENSG00000255224.1	1264.00	1.00	4.00	1.00	4.00
ENSG00000255234.1	2643.00	0.00	6.00	9.00	11.00
ENSG00000255236.2	521.00	1.00	0.00	0.00	0.00
ENSG00000255242.1	2428.00	119.00	130.00	86.00	117.00
ENSG00000255248.2	2684.00	5.00	2.00	5.00	2.00
ENSG00000255275.3	4369.00	0.00	1.72	3.76	0.00
ENSG00000255277.2	710.74	101.65	88.19	66.05	72.08
ENSG00000255282.2	2642.00	0.00	0.00	0.00	2.00
ENSG00000255284.1	526.75	17.00	21.00	21.00	27.00
ENSG00000255292.2	968.00	1.95	0.00	1.00	1.47
ENSG00000255301.1	684.00	0.00	0.00	0.00	1.00
ENSG00000255302.3	2052.76	50.00	36.00	75.00	67.00
ENSG00000255306.1	739.00	1.00	0.00	2.00	3.00
ENSG00000255318.1	831.00	0.00	1.00	1.00	0.00
ENSG00000255322.1	687.00	3.00	2.00	1.00	1.00
ENSG00000255328.1	623.67	0.00	1.00	1.00	0.00
ENSG00000255330.4	4121.50	1.00	0.00	0.00	0.00
ENSG00000255337.1	692.00	3.00	7.00	2.00	3.00
ENSG00000255339.2	940.56	10.67	32.33	17.54	15.49
ENSG00000255356.2	349.00	1.00	0.00	0.00	0.00
ENSG00000255366.1	2491.00	0.00	0.00	0.00	0.00
ENSG00000255374.1	1027.00	1.00	1.00	0.00	1.00
ENSG00000255381.1	490.00	0.00	0.00	0.00	2.00
ENSG00000255384.1	2086.00	1.00	0.00	0.00	0.00
ENSG00000255389.1	2421.00	24.00	23.00	34.00	27.00
ENSG00000255394.2	1414.00	14.00	7.00	9.00	13.00
ENSG00000255397.1	2167.00	3.01	4.02	0.00	2.06
ENSG00000255398.2	2137.00	76.27	84.07	12.89	6.00
ENSG00000255409.1	632.00	0.00	0.00	0.00	0.00
ENSG00000255418.1	510.00	0.00	0.00	1.00	1.00
ENSG00000255423.1	1679.00	24.00	32.00	20.00	29.00
ENSG00000255435.2	399.40	0.00	0.00	0.00	0.00
ENSG00000255439.2	2362.00	0.00	0.00	12.03	45.53
ENSG00000255441.1	672.55	1.00	1.00	0.00	2.00
ENSG00000255449.1	712.00	5.00	1.00	8.00	2.00
ENSG00000255455.2	3994.00	0.00	2.00	0.00	0.00
ENSG00000255458.1	628.00	2.00	8.00	2.00	1.00
ENSG00000255464.1	178.00	5.00	2.12	9.77	0.00
ENSG00000255468.2	658.57	21.00	20.00	20.00	8.00
ENSG00000255471.1	1156.00	18.00	12.00	0.00	3.00
ENSG00000255487.1	256.00	0.00	0.00	2.00	1.00
ENSG00000255495.1	1361.00	41.00	67.00	57.00	56.00
ENSG00000255507.1	531.83	1.00	1.00	0.00	0.00
ENSG00000255508.3	4316.43	68.54	105.99	102.00	72.11
ENSG00000255513.1	351.00	7.53	4.16	0.67	0.00
ENSG00000255517.2	623.84	8.00	8.00	5.00	8.00
ENSG00000255524.3	853.56	1.18	5.72	3.24	3.10
ENSG00000255526.2	681.00	11.69	17.41	19.56	7.95
ENSG00000255529.3	2939.65	669.16	670.58	486.95	381.18
ENSG00000255545.3	4074.18	4.00	3.00	20.00	7.00
ENSG00000255559.1	3236.00	11.00	6.00	12.00	8.00
ENSG00000255561.2	2789.00	28.31	28.00	25.00	18.00
ENSG00000255585.2	1023.00	0.00	0.00	1.00	1.00
ENSG00000255587.3	2747.00	0.00	0.00	0.00	0.00
ENSG00000255594.1	731.00	0.00	7.00	3.00	4.00
ENSG00000255621.1	2403.00	3.00	2.00	2.00	1.00
ENSG00000255622.1	3063.00	1.00	0.00	1.00	1.00
ENSG00000255624.1	1272.66	16.00	21.00	26.00	25.06
ENSG00000255633.3	527.00	0.00	0.00	0.00	3.00
ENSG00000255639.2	817.00	0.00	2.29	6.59	0.00
ENSG00000255641.1	998.00	0.76	6.94	0.00	0.00
ENSG00000255642.1	1875.00	1.00	1.00	1.00	1.00
ENSG00000255650.1	871.00	9.00	9.00	2.00	3.00
ENSG00000255651.2	369.00	1.00	0.00	1.00	0.00
ENSG00000255663.1	729.00	4.53	0.00	0.00	0.00
ENSG00000255710.2	1030.00	11.00	5.00	5.00	7.00
ENSG00000255717.2	722.23	1619.00	1501.00	1787.00	1846.00
ENSG00000255725.1	817.00	0.00	1.10	0.00	0.00
ENSG00000255729.1	559.00	4.49	2.07	1.71	10.50
ENSG00000255730.2	1960.00	144.17	0.00	89.09	33.79
ENSG00000255735.1	1667.00	0.00	0.00	0.00	0.00
ENSG00000255737.2	1500.00	19.00	29.00	18.00	28.00
ENSG00000255745.1	670.00	4.00	4.00	3.00	4.00
ENSG00000255746.1	503.00	0.00	0.00	0.00	0.00
ENSG00000255769.3	1126.71	66.00	71.84	63.14	56.26
ENSG00000255774.1	726.00	0.00	0.00	0.00	1.00
ENSG00000255782.1	1857.00	37.71	28.25	50.95	1.35
ENSG00000255794.2	1307.00	1.00	2.00	1.00	0.00
ENSG00000255798.1	721.00	3.00	3.00	1.00	0.00
ENSG00000255819.2	996.00	0.00	2.98	2.00	3.00
ENSG00000255823.1	1290.00	1.00	1.00	1.00	0.00
ENSG00000255824.1	1270.00	1.00	1.86	1.00	0.00
ENSG00000255831.1	784.00	84.87	61.93	74.18	53.31
ENSG00000255835.1	1625.00	0.00	0.00	0.00	1.17
ENSG00000255837.1	1381.00	10.00	7.00	7.00	3.00
ENSG00000255856.1	816.00	0.00	0.00	0.00	0.00
ENSG00000255857.1	820.15	38.00	41.00	48.00	42.00
ENSG00000255867.1	835.00	0.00	0.00	0.00	0.00
ENSG00000255872.3	2591.00	1.49	1.39	0.00	0.00
ENSG00000255874.1	585.00	0.00	1.00	1.00	1.00
ENSG00000255883.1	570.00	1.11	0.00	1.01	1.01
ENSG00000255893.1	581.00	20.00	19.00	28.00	20.00
ENSG00000255902.1	423.00	0.00	0.00	0.00	0.17
ENSG00000255927.1	514.00	0.79	0.00	1.23	1.41
ENSG00000255959.1	501.00	1.00	0.00	2.00	0.00
ENSG00000255966.1	477.00	3.00	3.00	1.00	0.00
ENSG00000255967.1	2285.00	2.00	0.00	0.00	1.00
ENSG00000255970.1	3135.00	0.00	1.00	1.00	0.00
ENSG00000255989.1	710.00	1.00	3.00	4.00	4.00
ENSG00000255990.1	2477.00	0.00	131.47	133.04	174.86
ENSG00000255992.1	426.00	0.00	3.00	0.00	0.00
ENSG00000256005.1	1559.00	0.00	0.00	0.00	0.00
ENSG00000256006.1	270.00	2.00	0.00	0.00	1.00
ENSG00000256019.1	925.00	0.00	5.00	1.00	1.00
ENSG00000256020.1	373.00	0.00	0.00	0.00	0.00
ENSG00000256028.2	5618.00	139.88	111.03	95.81	99.41
ENSG00000256030.1	423.00	1.00	3.00	1.00	1.00
ENSG00000256040.1	2447.00	5.00	1.00	5.00	7.00
ENSG00000256043.2	2954.00	4.00	6.00	5.00	4.00
ENSG00000256050.2	1307.00	3.00	1.00	1.00	0.00
ENSG00000256053.3	1086.93	112.54	116.45	108.62	121.72
ENSG00000256060.2	737.36	60.00	64.23	66.33	74.48
ENSG00000256061.3	1424.76	11.63	26.00	20.00	21.00
ENSG00000256069.3	1715.00	0.00	0.00	0.00	0.00
ENSG00000256073.2	816.00	45.00	40.00	24.00	29.00
ENSG00000256084.1	640.00	0.00	0.00	0.00	0.00
ENSG00000256087.2	3171.92	306.84	303.75	254.16	208.66
ENSG00000256092.2	1044.83	9.00	12.00	5.00	13.00
ENSG00000256116.1	923.00	1.00	3.00	3.00	3.00
ENSG00000256139.2	910.00	7.00	13.00	3.00	14.00
ENSG00000256142.1	1345.00	9.41	0.00	0.00	0.00
ENSG00000256162.2	2512.00	1214.00	1162.00	2473.00	2152.00
ENSG00000256167.1	1489.50	4.00	1.00	3.00	0.00
ENSG00000256185.1	172.00	1.00	1.00	0.00	3.00
ENSG00000256188.1	1687.00	9.00	7.00	1.00	4.00
ENSG00000256196.1	864.00	1.00	1.00	0.00	0.00
ENSG00000256204.1	409.00	2.00	0.00	0.00	1.00
ENSG00000256206.2	1221.00	1.41	1.59	0.00	1.29
ENSG00000256210.2	291.31	3.04	0.92	2.00	3.04
ENSG00000256223.1	2714.87	138.00	139.00	172.00	160.00
ENSG00000256225.1	1407.00	9.63	0.00	0.00	28.38
ENSG00000256229.3	2937.29	43.00	60.00	42.00	40.00
ENSG00000256232.1	868.00	0.00	0.00	0.00	0.00
ENSG00000256235.1	2332.00	0.00	0.00	0.00	0.00
ENSG00000256238.1	3133.00	34.17	35.12	27.11	26.09
ENSG00000256261.1	1699.00	5.63	0.00	4.00	1.30
ENSG00000256262.1	656.00	1.00	5.00	0.00	0.00
ENSG00000256269.2	1348.54	432.00	362.00	262.00	292.00
ENSG00000256271.1	609.00	0.00	0.00	1.00	0.00
ENSG00000256274.1	1665.00	2.00	0.00	2.00	0.00
ENSG00000256294.3	2239.00	53.00	49.00	61.00	64.00
ENSG00000256299.1	317.00	0.00	0.00	1.00	0.00
ENSG00000256304.1	2215.00	5.00	3.00	2.00	0.00
ENSG00000256309.1	1464.00	192.65	172.37	172.74	197.59
ENSG00000256325.1	374.00	2.00	0.00	0.00	0.00
ENSG00000256338.1	305.00	1.00	0.00	0.00	1.15
ENSG00000256340.4	1882.04	1009.78	969.27	895.04	792.69
ENSG00000256341.1	575.00	2.00	1.00	2.00	6.00
ENSG00000256356.1	2069.00	1.00	2.00	5.00	2.00
ENSG00000256360.1	383.00	0.00	0.00	1.00	3.00
ENSG00000256361.1	433.00	1.00	0.00	0.00	0.00
ENSG00000256377.1	824.33	0.00	1.00	0.00	0.00
ENSG00000256383.1	1487.00	0.00	0.00	0.00	0.00
ENSG00000256390.1	2055.00	103.07	114.93	66.75	57.34
ENSG00000256407.1	2382.00	0.00	0.00	0.00	2.80
ENSG00000256433.1	724.00	6.00	7.00	9.00	7.00
ENSG00000256436.1	1021.00	2.00	4.00	1.00	4.00
ENSG00000256442.1	532.00	2.00	0.00	0.00	0.00
ENSG00000256443.1	1831.00	4.00	8.00	2.00	4.00
ENSG00000256453.1	1605.00	5.00	5.00	13.00	24.00
