symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000260160.1	675.00	3.00	1.00	3.00	7.00
ENSG00000260161.1	1132.00	0.00	1.00	1.00	1.00
ENSG00000260176.1	572.00	0.50	1.00	0.50	1.00
ENSG00000260179.1	1558.00	1.00	1.00	1.00	0.00
ENSG00000260190.1	820.00	0.00	1.00	0.00	0.00
ENSG00000260193.1	1274.00	1.00	1.00	0.00	3.00
ENSG00000260196.1	2883.00	179.00	173.00	197.00	201.00
ENSG00000260197.1	2666.00	11.00	13.00	16.00	16.00
ENSG00000260209.1	944.00	2.00	0.00	0.00	0.00
ENSG00000260211.2	2529.00	1.00	0.00	0.00	3.00
ENSG00000260213.1	556.00	0.00	0.00	0.00	1.00
ENSG00000260219.1	415.00	3.00	2.00	3.00	4.00
ENSG00000260230.2	8197.00	2.00	1.00	3.00	1.00
ENSG00000260231.1	2380.00	300.00	259.00	247.00	312.00
ENSG00000260233.2	614.00	2.00	10.00	3.00	4.00
ENSG00000260236.1	1911.00	27.00	20.00	19.00	15.00
ENSG00000260238.1	1007.00	12.66	26.24	15.17	18.61
ENSG00000260249.2	3102.43	12.00	13.00	20.00	13.00
ENSG00000260257.1	1710.00	51.00	37.00	20.00	30.00
ENSG00000260259.1	721.00	1.00	0.00	2.00	1.00
ENSG00000260260.1	342.00	20.00	34.00	10.00	8.00
ENSG00000260261.1	3508.00	112.23	91.68	87.58	93.72
ENSG00000260267.1	3026.00	34.00	47.00	30.00	24.00
ENSG00000260269.1	789.00	1.64	2.58	8.97	2.48
ENSG00000260272.1	1944.00	0.00	0.00	0.00	0.00
ENSG00000260273.1	872.00	3.00	1.00	0.00	4.00
ENSG00000260274.1	1430.00	12.00	9.00	4.00	6.00
ENSG00000260276.1	2288.00	68.13	53.90	66.81	60.79
ENSG00000260278.1	2320.00	1.00	0.00	0.00	0.00
ENSG00000260279.1	402.00	1.00	2.00	1.00	1.00
ENSG00000260285.1	4063.00	36.00	34.00	19.00	20.00
ENSG00000260290.2	1402.00	3.05	4.06	2.04	6.10
ENSG00000260293.1	504.00	6.00	2.00	4.00	5.00
ENSG00000260296.1	1157.00	29.00	29.00	47.00	49.00
ENSG00000260298.2	1082.00	0.00	0.00	0.00	0.00
ENSG00000260300.1	540.00	0.00	0.00	0.00	0.00
ENSG00000260302.1	1273.00	1.00	0.00	0.00	0.00
ENSG00000260316.1	3175.00	0.00	0.00	1.00	0.00
ENSG00000260317.1	1805.00	4.00	6.00	7.00	11.00
ENSG00000260318.1	215.00	0.00	1.00	0.00	1.00
ENSG00000260328.1	3077.00	1.00	1.00	0.00	6.00
ENSG00000260329.1	1469.00	3.00	6.00	8.00	7.00
ENSG00000260331.1	819.00	3.00	2.00	1.00	1.00
ENSG00000260336.1	3921.00	359.00	339.00	433.00	492.00
ENSG00000260339.1	2676.00	6.00	2.00	9.00	5.00
ENSG00000260342.2	764.00	3.77	5.00	4.91	6.86
ENSG00000260350.1	430.00	1.00	1.00	0.00	2.00
ENSG00000260352.1	463.00	1.00	0.00	1.00	0.00
ENSG00000260357.1	1295.50	0.00	2.00	0.00	0.00
ENSG00000260359.1	3142.00	41.00	33.00	44.00	59.00
ENSG00000260360.1	1257.00	2.00	1.00	1.00	1.00
ENSG00000260361.1	1736.00	5.00	3.00	1.00	5.00
ENSG00000260366.1	274.00	0.00	0.00	0.00	1.00
ENSG00000260368.1	1142.00	0.00	0.00	1.00	1.00
ENSG00000260369.2	995.00	0.00	0.00	0.00	0.00
ENSG00000260371.1	564.00	18.02	27.22	2.40	0.00
ENSG00000260388.1	2468.00	4.00	3.00	3.00	2.00
ENSG00000260391.2	2538.00	15.77	5.69	17.10	33.87
ENSG00000260394.2	1220.00	4.00	1.00	2.00	4.00
ENSG00000260396.1	1437.00	93.00	71.00	112.00	144.00
ENSG00000260400.1	2295.00	32.00	19.00	58.00	75.00
ENSG00000260401.1	3361.00	11.00	9.00	22.00	8.00
ENSG00000260404.2	4395.00	267.65	236.44	301.97	232.06
ENSG00000260409.1	1602.00	1.00	1.00	1.00	2.74
ENSG00000260415.3	2848.00	6.02	1.52	0.45	8.12
ENSG00000260416.1	1965.00	0.00	0.00	0.00	0.00
ENSG00000260417.1	3455.00	1.00	2.00	4.00	5.00
ENSG00000260423.1	4388.00	11.00	12.00	6.00	10.00
ENSG00000260425.1	435.00	0.00	0.00	1.00	0.00
ENSG00000260430.1	841.00	1.00	1.00	1.00	1.00
ENSG00000260448.1	432.00	3.00	2.00	3.00	1.00
ENSG00000260452.1	475.00	1.00	0.00	1.00	0.00
ENSG00000260456.2	646.41	11.00	15.00	7.00	10.00
ENSG00000260459.2	484.00	8.00	5.00	10.00	14.00
ENSG00000260461.1	2388.00	28.00	35.00	15.00	35.00
ENSG00000260464.1	1766.00	5.00	2.00	2.00	4.00
ENSG00000260465.1	1790.00	0.00	0.00	0.00	0.00
ENSG00000260470.1	2157.00	1.00	0.00	1.00	0.00
ENSG00000260475.1	864.00	0.00	3.00	0.00	1.00
ENSG00000260482.1	2463.00	303.00	242.00	263.00	317.00
ENSG00000260487.1	528.00	1.00	0.00	2.00	1.00
ENSG00000260490.2	507.00	1.00	1.00	0.00	1.00
ENSG00000260493.1	875.50	0.00	0.00	1.00	0.00
ENSG00000260494.1	723.00	0.00	0.00	0.00	1.00
ENSG00000260495.1	2693.00	3.00	0.00	5.00	9.00
ENSG00000260498.1	564.00	0.00	0.00	0.00	0.00
ENSG00000260500.1	506.00	1.00	0.00	0.00	0.00
ENSG00000260509.2	1315.00	0.00	1.00	0.00	0.00
ENSG00000260510.1	351.00	2.00	2.00	2.00	1.00
ENSG00000260517.1	563.00	0.00	0.00	1.21	0.00
ENSG00000260518.1	821.33	0.00	1.01	1.00	0.00
ENSG00000260521.2	1441.00	0.00	0.00	0.00	1.00
ENSG00000260526.1	2036.00	24.00	16.00	16.00	21.00
ENSG00000260528.2	959.13	230.09	234.23	215.54	260.58
ENSG00000260534.1	2155.00	18.00	12.00	17.00	18.00
ENSG00000260537.1	867.00	0.03	44.73	48.37	29.45
ENSG00000260539.1	2466.00	607.00	573.00	660.00	697.00
ENSG00000260550.2	578.50	1.00	1.00	3.00	0.00
ENSG00000260552.1	609.00	12.00	8.00	7.00	12.00
ENSG00000260563.2	1193.00	58.00	50.00	48.00	60.00
ENSG00000260565.2	3057.42	52.00	53.00	87.00	104.00
ENSG00000260566.2	2768.00	38.37	29.24	60.65	81.28
ENSG00000260571.1	498.00	1.50	1.19	1.62	0.00
ENSG00000260572.1	1715.00	1.00	1.00	1.00	2.00
ENSG00000260583.1	557.00	0.00	0.00	0.00	0.00
ENSG00000260588.1	1770.00	5.00	6.00	7.00	1.00
ENSG00000260589.1	2595.00	13.00	7.00	13.00	8.00
ENSG00000260591.1	343.00	0.00	1.00	0.00	0.00
ENSG00000260603.1	420.00	2.00	5.00	3.00	4.00
ENSG00000260604.1	7070.00	461.00	340.00	396.00	451.00
ENSG00000260605.1	584.00	4.00	6.00	1.00	1.00
ENSG00000260619.1	2455.00	0.00	0.00	0.00	0.00
ENSG00000260620.1	511.00	0.00	1.00	0.00	0.00
ENSG00000260625.1	647.00	3.00	1.00	1.00	0.00
ENSG00000260630.2	1576.90	42.00	38.00	62.00	58.00
ENSG00000260633.1	1946.00	1.00	0.00	0.00	0.00
ENSG00000260641.1	5647.00	2.00	0.00	0.00	1.00
ENSG00000260643.1	773.00	21.69	15.67	7.98	20.31
ENSG00000260644.2	1412.86	6.72	3.94	8.24	4.87
ENSG00000260645.1	2123.00	10.00	9.00	8.00	15.00
ENSG00000260646.1	682.00	0.00	0.00	0.00	3.00
ENSG00000260647.1	749.00	0.00	2.00	1.00	1.00
ENSG00000260648.2	4026.00	0.00	1.00	0.00	0.00
ENSG00000260655.1	1078.00	2.00	4.00	5.00	3.00
ENSG00000260669.2	2103.78	48.82	64.61	60.54	76.32
ENSG00000260672.1	2441.00	1.00	1.00	2.00	1.00
ENSG00000260682.2	1546.50	0.00	1.00	0.00	0.00
ENSG00000260686.1	2178.00	4.00	3.00	2.00	6.00
ENSG00000260693.1	701.00	3.55	0.00	5.00	5.00
ENSG00000260698.1	2968.00	2.00	3.00	3.00	6.00
ENSG00000260708.1	670.00	80.00	83.00	52.00	43.00
ENSG00000260710.1	320.00	0.00	0.00	0.00	0.00
ENSG00000260714.1	4007.00	1.00	0.00	2.00	4.00
ENSG00000260729.1	4374.00	9.16	10.75	2.39	4.17
ENSG00000260733.1	719.00	0.00	1.00	0.00	0.00
ENSG00000260735.1	2598.00	6.00	4.00	6.00	5.00
ENSG00000260740.2	578.00	1.00	1.00	1.00	0.00
ENSG00000260742.1	3813.00	19.00	8.00	10.00	21.00
ENSG00000260743.1	1566.00	2.00	1.00	1.00	2.00
ENSG00000260747.1	442.00	3.03	2.08	1.06	1.03
ENSG00000260750.1	517.33	1.00	0.00	1.00	0.00
ENSG00000260751.2	1024.00	27.00	18.00	26.00	37.00
ENSG00000260762.1	2438.00	0.00	0.00	1.00	0.00
ENSG00000260766.1	1842.00	66.00	48.00	76.00	114.00
ENSG00000260772.1	1588.00	436.42	346.07	473.49	556.42
ENSG00000260774.1	2881.00	19.00	19.00	17.00	29.00
ENSG00000260776.1	1659.28	45.00	42.00	71.00	63.00
ENSG00000260777.1	2736.00	0.00	0.00	1.00	0.00
ENSG00000260778.2	361.50	2.00	4.00	1.00	0.00
ENSG00000260782.1	1836.00	4.00	7.00	3.00	7.00
ENSG00000260784.1	1156.00	5.00	4.00	7.00	4.00
ENSG00000260787.1	1356.00	3.00	6.00	3.00	4.00
ENSG00000260790.1	611.00	1.00	0.00	0.00	1.00
ENSG00000260792.1	3816.00	3.00	4.00	5.00	10.00
ENSG00000260793.2	1796.00	12.00	14.00	10.00	9.00
ENSG00000260796.1	540.00	0.00	1.00	0.00	0.00
ENSG00000260799.1	1438.00	0.00	0.00	1.00	0.00
ENSG00000260803.1	773.00	0.00	0.00	0.00	0.00
ENSG00000260804.2	2844.42	96.00	75.00	57.00	67.00
ENSG00000260806.1	1512.00	7.00	7.00	4.00	8.00
ENSG00000260807.2	2234.21	20.00	19.00	52.00	49.00
ENSG00000260816.1	2480.00	1.00	0.00	0.00	1.00
ENSG00000260822.1	4951.00	369.00	299.00	283.00	398.00
ENSG00000260823.1	444.00	0.00	0.00	0.00	1.00
ENSG00000260824.1	415.00	0.00	1.00	1.00	0.00
ENSG00000260830.1	629.00	1.00	1.00	0.00	0.00
ENSG00000260831.1	4484.00	0.00	0.00	0.00	0.00
ENSG00000260837.1	1553.00	21.00	22.00	10.00	20.00
ENSG00000260841.1	3088.00	12.00	6.00	12.00	12.00
ENSG00000260852.1	3951.00	146.00	157.00	86.00	85.00
ENSG00000260855.1	3472.00	83.00	64.00	90.00	90.00
ENSG00000260868.1	1884.00	0.00	0.00	0.00	2.00
ENSG00000260871.1	896.00	0.00	1.00	0.00	0.00
ENSG00000260874.1	710.07	2.00	9.00	11.00	2.00
ENSG00000260876.1	755.20	0.00	2.00	0.00	0.00
ENSG00000260879.1	1566.00	0.00	0.00	2.00	0.00
ENSG00000260880.2	1079.00	0.00	1.00	0.00	0.00
ENSG00000260886.1	873.00	0.00	1.00	3.00	3.00
ENSG00000260892.1	563.00	0.00	1.00	0.00	0.00
ENSG00000260895.1	622.00	0.00	1.00	0.00	0.00
ENSG00000260896.1	2218.00	1.00	2.00	3.00	4.00
ENSG00000260898.1	1747.50	0.00	0.00	0.00	0.00
ENSG00000260899.1	883.00	0.00	0.00	0.00	0.00
ENSG00000260902.1	3830.00	0.00	0.00	0.00	0.00
ENSG00000260911.1	461.00	4.00	5.00	2.00	3.00
ENSG00000260912.1	1965.00	37.00	32.00	40.00	71.00
ENSG00000260914.2	865.00	55.55	6.29	43.71	94.81
ENSG00000260916.1	3097.38	638.47	501.00	1109.00	1377.00
ENSG00000260917.1	4237.00	105.00	79.00	124.00	135.00
ENSG00000260920.1	2446.00	66.00	63.00	167.00	196.00
ENSG00000260923.1	918.64	34.81	26.39	47.27	44.38
ENSG00000260924.2	1445.00	18.00	19.00	14.00	9.00
ENSG00000260927.1	577.00	0.00	1.00	0.00	0.00
ENSG00000260936.1	1223.00	2.00	1.00	2.00	3.00
ENSG00000260938.1	600.00	0.00	0.00	1.00	2.00
ENSG00000260941.1	1570.00	0.00	2.00	1.00	0.00
ENSG00000260942.1	4000.00	80.00	75.00	76.00	55.00
ENSG00000260946.1	400.00	1.00	0.00	0.00	0.00
ENSG00000260948.1	2023.00	33.00	29.00	32.00	40.00
ENSG00000260949.1	911.00	4.00	3.00	6.00	7.00
ENSG00000260954.1	404.00	1.00	1.00	0.00	1.00
ENSG00000260955.2	440.00	1.00	0.00	1.00	1.00
ENSG00000260963.1	498.00	18.00	28.00	27.00	38.00
ENSG00000260966.1	5113.00	29.00	26.00	35.00	47.00
ENSG00000260971.3	1351.00	0.00	0.00	3.00	2.00
ENSG00000260977.1	2463.00	5.00	4.00	10.00	6.00
ENSG00000260979.1	427.00	0.00	0.00	0.00	2.00
ENSG00000260988.1	1931.00	1.00	1.00	0.00	0.00
ENSG00000260992.1	807.00	0.00	0.00	1.00	1.00
ENSG00000260996.1	1854.00	0.00	1.00	3.00	2.00
ENSG00000260997.1	1911.00	0.00	0.00	1.00	2.00
ENSG00000261003.1	5187.00	0.00	0.00	1.00	0.00
ENSG00000261005.1	2296.00	67.00	53.00	60.00	46.00
ENSG00000261007.2	892.00	0.00	0.00	0.00	0.00
ENSG00000261008.2	1555.97	13.00	15.00	22.00	19.00
ENSG00000261012.2	1605.00	63.00	39.00	265.00	360.00
ENSG00000261015.1	2635.00	41.00	36.00	44.00	49.00
ENSG00000261019.1	1368.00	3.00	2.00	2.00	0.00
ENSG00000261026.1	4997.00	0.00	0.00	0.00	0.00
ENSG00000261040.2	538.50	0.00	0.00	0.00	0.00
ENSG00000261051.1	2095.00	54.00	63.00	92.00	122.00
ENSG00000261052.1	913.61	267.21	282.00	451.40	76.04
ENSG00000261054.1	2562.00	11.00	10.00	4.00	13.00
ENSG00000261055.1	1889.00	1.00	3.00	3.00	4.00
ENSG00000261056.2	1569.00	3.00	0.00	3.00	1.00
ENSG00000261058.1	510.00	1.00	2.00	1.00	0.00
ENSG00000261061.1	716.00	43.00	37.00	18.00	25.00
ENSG00000261064.1	543.00	0.00	4.00	2.00	1.00
ENSG00000261067.2	5296.00	35.18	26.16	26.17	33.39
ENSG00000261068.1	2022.00	0.00	0.00	0.00	0.00
ENSG00000261069.2	1236.00	58.00	54.00	79.00	85.00
ENSG00000261071.1	1045.00	13.00	7.00	7.00	5.00
ENSG00000261072.2	910.00	0.00	4.00	1.00	4.00
ENSG00000261079.1	2365.00	1.00	1.00	2.00	2.00
ENSG00000261087.1	2825.00	39.00	34.00	50.00	57.00
ENSG00000261088.1	1856.28	94.00	100.00	115.00	176.00
ENSG00000261093.1	1838.00	1.00	2.00	4.00	0.00
ENSG00000261094.2	1452.98	38.00	32.00	49.00	62.00
ENSG00000261096.1	2507.00	6.00	3.00	3.00	8.00
ENSG00000261098.1	4140.00	38.00	26.00	31.00	37.00
ENSG00000261101.1	651.00	12.00	4.00	1.00	4.00
ENSG00000261105.1	508.00	1.00	0.00	1.00	0.00
ENSG00000261114.1	699.00	10.59	11.38	18.30	20.38
ENSG00000261115.1	5516.00	1.00	4.00	2.00	0.00
ENSG00000261118.1	871.00	1.00	0.00	1.00	3.00
ENSG00000261120.1	507.00	1.00	1.00	0.00	0.00
ENSG00000261121.1	2195.00	0.00	0.00	0.00	1.00
ENSG00000261123.1	596.00	2.00	3.00	6.00	4.00
ENSG00000261126.3	1794.06	12.00	8.00	9.00	11.00
ENSG00000261135.1	1110.00	27.00	20.00	10.00	13.00
ENSG00000261136.1	3047.00	9.00	11.00	10.00	14.00
ENSG00000261139.1	3368.00	1.12	3.00	0.00	0.00
ENSG00000261140.1	459.00	1.00	2.00	4.00	4.00
ENSG00000261143.1	3716.00	1.09	3.79	1.14	3.00
ENSG00000261147.1	3838.00	3.78	0.00	3.85	3.14
ENSG00000261159.1	811.00	1.00	1.00	0.00	0.00
ENSG00000261167.1	3473.00	52.00	32.00	50.00	44.00
ENSG00000261168.1	1536.00	2.00	3.00	4.00	8.00
ENSG00000261170.1	572.00	1.00	0.00	0.00	0.00
ENSG00000261172.1	502.50	0.00	1.00	0.00	0.00
ENSG00000261173.1	516.00	1.00	1.00	0.00	0.00
ENSG00000261183.1	524.20	2.00	0.00	1.00	0.00
ENSG00000261186.1	1104.00	3.00	4.00	1.00	0.00
ENSG00000261187.1	1135.00	3.00	5.00	4.00	4.00
ENSG00000261188.1	1936.34	58.00	58.00	45.00	62.00
ENSG00000261189.1	888.00	97.00	53.00	141.00	167.00
ENSG00000261200.1	3971.00	0.00	4.00	3.00	1.00
ENSG00000261202.1	1463.00	1.00	0.00	2.00	2.00
ENSG00000261204.1	433.00	0.00	0.00	2.00	0.00
ENSG00000261211.1	3325.00	4.00	5.00	5.00	5.00
ENSG00000261215.1	3264.00	1.00	1.22	0.00	1.21
ENSG00000261220.2	679.00	10.00	8.00	15.00	8.00
ENSG00000261221.1	4005.00	39.00	48.00	51.00	45.00
ENSG00000261229.1	758.00	4.00	2.00	4.00	4.00
ENSG00000261238.1	487.00	4.00	1.00	2.00	1.00
ENSG00000261239.2	1729.31	2.00	1.00	4.00	9.00
ENSG00000261242.1	1096.00	0.00	0.00	0.00	0.00
ENSG00000261247.1	1435.07	2.01	0.00	2.27	6.36
ENSG00000261252.1	262.00	0.00	0.00	0.00	2.00
ENSG00000261253.1	930.73	0.00	0.00	0.00	2.00
ENSG00000261254.1	5067.00	23.00	12.00	16.00	31.00
ENSG00000261266.1	473.00	2.00	2.00	4.00	2.00
ENSG00000261268.1	1098.00	0.00	0.00	0.00	0.00
ENSG00000261270.1	601.00	8.41	2.62	7.70	11.62
ENSG00000261279.1	623.00	0.00	1.84	2.40	2.31
ENSG00000261280.2	1990.00	3.00	3.00	3.00	6.00
ENSG00000261286.1	2998.00	5.00	7.00	13.00	4.00
ENSG00000261288.1	572.00	0.50	1.00	0.50	1.00
ENSG00000261291.1	510.00	1.00	0.00	0.00	0.00
ENSG00000261295.1	652.00	3.00	1.00	8.00	7.00
ENSG00000261302.1	883.00	2.00	1.00	0.00	0.00
ENSG00000261305.1	837.00	5.00	2.00	0.00	1.00
ENSG00000261308.1	1957.00	5.00	5.00	6.00	4.00
ENSG00000261314.1	711.00	2.00	4.00	3.00	5.00
ENSG00000261315.2	2177.00	0.00	0.00	0.00	0.00
ENSG00000261317.1	1900.00	0.00	0.00	0.00	2.00
ENSG00000261318.1	578.00	0.00	0.00	0.00	0.00
ENSG00000261324.2	5428.00	84.00	66.00	102.00	128.00
ENSG00000261326.2	5444.00	149.00	119.00	147.00	185.00
ENSG00000261332.1	577.00	1.00	1.00	4.00	8.00
ENSG00000261334.1	1934.00	2.00	4.00	0.00	1.00
ENSG00000261335.1	1717.00	10.00	8.00	6.00	3.00
ENSG00000261338.1	2046.00	13.00	5.00	13.00	12.00
ENSG00000261342.1	1585.00	3.00	1.00	0.00	0.00
ENSG00000261346.1	699.00	1.00	0.00	0.00	0.00
ENSG00000261347.1	664.00	0.00	1.00	0.00	0.00
ENSG00000261349.1	459.00	1.00	0.00	0.00	0.00
ENSG00000261351.1	1078.00	17.84	7.43	10.54	5.58
ENSG00000261355.1	3676.00	42.00	37.00	55.00	58.00
ENSG00000261357.1	704.00	0.00	0.00	4.00	6.00
ENSG00000261359.2	1095.00	0.00	0.00	2.00	1.00
ENSG00000261360.1	2797.00	2.00	3.00	5.00	2.00
ENSG00000261366.1	2268.00	6.00	14.00	15.00	14.00
ENSG00000261372.1	660.89	7.00	4.00	3.00	8.00
ENSG00000261373.1	1753.00	1.00	1.00	1.00	1.00
ENSG00000261377.1	541.48	19.00	18.82	10.77	16.87
ENSG00000261379.1	1026.00	0.00	1.00	1.00	0.00
ENSG00000261386.2	515.00	3.00	0.00	2.00	1.00
ENSG00000261390.1	772.00	1.00	1.00	0.00	1.00
ENSG00000261404.1	743.33	0.00	0.00	0.00	0.00
ENSG00000261408.1	3897.00	32.58	60.65	117.22	81.75
ENSG00000261409.1	4996.00	0.00	1.00	0.00	0.00
ENSG00000261411.1	2180.00	0.00	0.00	0.00	0.00
ENSG00000261420.1	1636.00	9.00	10.00	13.00	19.00
ENSG00000261423.1	2325.00	10.00	7.00	11.00	8.00
ENSG00000261428.1	2815.00	16.00	4.00	13.00	9.00
ENSG00000261433.1	541.00	0.00	1.00	0.00	1.00
ENSG00000261438.1	1224.00	2.00	3.00	3.00	4.00
ENSG00000261441.1	1109.00	1.00	0.00	2.00	1.00
ENSG00000261451.1	4641.00	3.00	1.00	2.00	1.00
ENSG00000261452.1	1944.00	15.00	13.00	10.00	11.00
ENSG00000261455.1	1764.00	28.00	30.00	17.00	29.00
ENSG00000261459.1	1515.00	2.07	3.74	0.00	0.00
ENSG00000261461.1	550.00	1.01	1.01	1.01	2.01
ENSG00000261465.2	346.50	0.00	1.00	0.00	0.00
ENSG00000261468.1	1916.00	40.00	35.00	68.00	80.00
ENSG00000261474.1	449.00	1.00	0.00	2.00	5.00
ENSG00000261476.1	852.00	6.00	6.00	4.00	4.00
ENSG00000261481.1	498.00	1.00	2.00	1.00	0.00
ENSG00000261485.1	1351.00	17.00	11.00	32.00	22.00
ENSG00000261487.1	626.00	11.43	11.62	12.41	11.68
ENSG00000261488.1	1937.00	2.00	0.00	2.00	3.00
ENSG00000261490.1	3510.00	18.00	10.00	21.00	30.00
ENSG00000261512.2	1591.00	89.13	88.34	116.72	91.65
ENSG00000261519.2	1010.50	1.00	0.00	0.00	0.00
ENSG00000261521.1	554.00	1.00	0.00	0.00	1.00
ENSG00000261526.1	1288.00	38.00	29.00	15.00	28.00
ENSG00000261529.1	1603.00	0.00	1.00	0.00	1.00
ENSG00000261533.1	2164.00	7.00	3.00	8.00	6.00
ENSG00000261534.1	3779.00	10.00	12.00	8.00	15.00
ENSG00000261537.1	793.00	0.00	0.00	0.00	0.00
ENSG00000261542.1	2054.00	3.00	3.00	10.00	11.00
ENSG00000261544.1	428.00	0.00	0.00	1.00	0.00
ENSG00000261553.1	4128.00	19.71	30.18	35.73	42.54
ENSG00000261556.4	1487.72	23.35	15.52	24.05	27.19
ENSG00000261559.1	1481.00	1.00	0.00	0.00	0.00
ENSG00000261560.1	1495.00	6.00	2.00	12.00	10.00
ENSG00000261567.1	289.00	1.00	0.00	0.00	0.00
ENSG00000261572.1	1891.00	41.00	28.00	19.00	15.00
ENSG00000261574.1	420.00	0.00	0.00	1.00	2.00
ENSG00000261575.2	390.50	1.00	2.00	0.00	0.00
ENSG00000261578.1	4192.00	11.00	6.00	22.00	20.00
ENSG00000261580.1	259.00	0.00	0.00	0.00	0.00
ENSG00000261582.1	529.00	2.38	3.53	0.00	2.36
ENSG00000261584.1	1724.00	29.00	25.00	28.16	25.92
ENSG00000261589.1	4810.00	147.00	106.00	184.00	214.00
ENSG00000261594.3	2793.00	0.00	1.00	1.00	3.00
ENSG00000261596.1	661.00	2.00	0.00	8.00	4.00
ENSG00000261597.1	4094.00	3.00	1.00	6.00	9.00
ENSG00000261599.1	1574.93	6.72	3.94	6.82	6.17
ENSG00000261609.3	15244.00	347.64	325.03	520.56	603.27
ENSG00000261610.1	1782.00	1.00	0.00	0.00	0.00
ENSG00000261611.3	3677.00	26.71	18.70	18.54	19.59
ENSG00000261613.2	2001.00	31.00	29.00	42.00	40.00
ENSG00000261614.1	1090.00	1.00	0.00	1.00	2.00
ENSG00000261616.1	2677.00	7.00	2.00	2.00	0.00
ENSG00000261617.1	5298.00	0.00	0.00	0.00	0.00
ENSG00000261618.1	2994.00	5.00	11.00	13.00	9.00
ENSG00000261643.1	861.00	13.00	7.00	3.00	5.00
ENSG00000261645.1	1033.29	5.00	4.00	6.00	6.00
ENSG00000261652.2	604.00	0.00	0.00	1.00	1.00
ENSG00000261654.1	5985.00	7.00	1.00	6.00	7.00
ENSG00000261655.1	1963.00	1.00	1.00	10.00	14.00
ENSG00000261656.1	513.67	1.00	0.00	1.00	0.00
ENSG00000261659.2	3413.00	5.00	8.00	18.00	19.00
ENSG00000261662.1	1359.00	1.00	1.00	1.00	3.00
ENSG00000261663.1	788.00	0.00	0.00	1.00	2.00
ENSG00000261664.1	683.00	0.00	0.00	0.00	0.00
ENSG00000261668.1	3843.00	0.00	4.00	0.00	1.00
ENSG00000261684.1	846.00	1.00	0.00	0.00	0.00
ENSG00000261685.2	3441.00	533.00	447.00	772.00	821.00
ENSG00000261690.1	970.00	3.00	2.00	3.00	3.00
ENSG00000261693.1	3377.00	1.00	1.00	0.00	1.00
ENSG00000261697.1	845.25	0.00	0.00	0.00	0.00
ENSG00000261701.2	1156.99	725.00	620.45	988.37	1046.49
ENSG00000261705.1	762.00	47.00	33.00	48.00	53.00
ENSG00000261707.1	800.00	0.00	0.00	0.00	0.00
ENSG00000261712.1	529.00	2.00	2.00	0.00	2.00
ENSG00000261713.2	2864.00	3.00	1.00	12.00	14.00
ENSG00000261716.1	4527.00	83.00	68.00	98.00	147.00
ENSG00000261729.1	901.00	1.00	0.00	0.00	0.00
ENSG00000261732.1	5326.00	11.73	0.00	2.51	8.89
ENSG00000261737.1	961.00	5.00	4.00	3.00	7.00
ENSG00000261739.2	4349.00	0.00	0.00	3.79	3.84
ENSG00000261740.1	1061.61	446.12	406.37	410.33	387.97
ENSG00000261754.2	2757.00	0.00	2.00	4.00	6.00
ENSG00000261757.1	1640.00	2.00	3.00	7.00	7.00
ENSG00000261758.1	3151.00	4.00	2.00	4.00	0.00
ENSG00000261760.2	671.14	0.00	0.00	1.68	0.00
ENSG00000261761.2	2471.00	1.00	2.00	3.00	2.00
ENSG00000261766.1	544.00	2.00	0.00	1.00	1.00
ENSG00000261770.1	3666.00	43.00	25.00	19.00	37.00
ENSG00000261771.1	4589.00	24.87	0.00	0.00	0.00
ENSG00000261773.1	792.00	0.00	1.00	0.00	0.00
ENSG00000261777.1	887.00	10.00	11.00	5.00	5.00
ENSG00000261783.1	374.00	5.00	4.00	2.00	4.00
ENSG00000261787.1	2450.00	3.00	0.00	0.00	3.00
ENSG00000261788.1	657.00	0.00	1.00	0.00	0.00
ENSG00000261790.1	579.50	0.00	1.00	0.00	0.00
ENSG00000261792.1	474.00	0.00	1.00	0.00	0.00
ENSG00000261794.1	1899.00	12.53	5.26	14.87	23.45
ENSG00000261796.1	4868.00	517.45	464.95	621.57	859.97
ENSG00000261798.1	1196.00	0.00	1.00	0.00	1.00
ENSG00000261799.1	3170.00	161.00	106.00	121.00	173.00
ENSG00000261801.1	2051.96	2.00	3.00	11.00	5.00
ENSG00000261804.1	652.50	0.00	0.00	1.00	0.00
ENSG00000261812.1	1770.95	1.50	5.33	8.56	4.14
ENSG00000261819.1	1902.00	3.12	2.12	0.00	3.07
ENSG00000261821.1	785.00	0.00	0.00	1.00	0.00
ENSG00000261823.1	839.00	0.00	0.00	0.00	0.00
ENSG00000261824.2	1244.11	78.00	80.00	110.00	155.00
ENSG00000261827.1	477.00	0.00	0.00	5.00	3.00
ENSG00000261829.1	598.00	26.00	31.00	28.00	19.00
ENSG00000261837.1	707.00	0.00	0.00	0.00	0.00
ENSG00000261838.1	354.11	0.00	0.00	0.00	2.00
ENSG00000261839.1	2830.00	3.00	1.00	2.00	2.00
ENSG00000261840.1	304.00	9.00	13.00	7.00	2.00
ENSG00000261845.2	1190.00	0.00	1.00	2.00	3.00
ENSG00000261857.2	482.13	4.00	4.00	4.00	3.00
ENSG00000261863.1	1273.00	0.00	0.00	0.00	0.00
ENSG00000261864.1	549.00	0.00	1.36	0.00	0.00
