symbol	length	Control_D0	Control_D1	ABCF1_D0	ABCF1_D1
ENSG00000228439.3	962.00	8.00	12.00	16.00	44.00
ENSG00000228444.2	865.00	1.00	1.00	4.00	13.00
ENSG00000228445.1	866.00	1.00	1.00	1.00	1.00
ENSG00000228446.2	714.00	0.00	1.00	1.00	0.00
ENSG00000228451.3	2804.02	66.00	104.00	84.00	248.00
ENSG00000228463.4	2173.92	67.01	158.09	102.48	407.77
ENSG00000228474.1	559.60	1315.00	2582.00	2789.00	8115.00
ENSG00000228485.1	400.00	1.00	0.00	0.00	0.00
ENSG00000228486.5	749.75	14.00	24.00	41.00	131.00
ENSG00000228496.1	1065.34	77.00	127.00	73.00	192.00
ENSG00000228502.1	1389.00	1.01	7.13	3.08	6.16
ENSG00000228506.1	1638.00	65.00	114.00	87.00	272.00
ENSG00000228507.1	510.00	0.00	3.00	1.00	1.00
ENSG00000228509.1	808.00	1.00	0.00	1.00	3.00
ENSG00000228519.3	606.00	1.02	4.11	3.11	11.29
ENSG00000228522.2	517.13	3.07	6.96	2.57	8.27
ENSG00000228526.2	450.00	2.00	2.00	0.00	2.00
ENSG00000228528.1	709.00	0.00	1.00	2.00	2.00
ENSG00000228532.2	1020.00	18.24	15.04	16.91	42.46
ENSG00000228540.1	557.00	0.00	0.00	1.00	0.00
ENSG00000228541.1	424.00	0.00	1.00	3.00	0.00
ENSG00000228544.1	2386.00	13.00	13.00	34.00	130.00
ENSG00000228549.2	886.82	0.00	2.00	4.00	3.14
ENSG00000228589.2	745.37	34.72	64.66	54.00	153.33
ENSG00000228594.1	2085.00	176.00	364.00	169.00	568.00
ENSG00000228606.1	557.00	3.00	4.00	4.00	6.00
ENSG00000228612.2	2737.00	6.01	4.02	1.01	3.02
ENSG00000228614.1	483.00	0.00	0.00	1.00	2.00
ENSG00000228620.1	556.00	1.00	1.00	2.00	1.00
ENSG00000228623.2	2319.00	221.00	344.00	377.00	1071.00
ENSG00000228624.3	797.62	11.00	17.00	14.00	21.00
ENSG00000228638.1	583.00	13.00	19.00	18.00	78.00
ENSG00000228643.1	694.00	2.00	1.00	2.00	5.00
ENSG00000228648.1	205.00	1.00	2.00	0.00	0.00
ENSG00000228649.4	850.46	11.00	12.00	19.00	26.00
ENSG00000228651.1	466.78	4.00	2.00	1.00	3.00
ENSG00000228661.1	494.00	0.00	0.00	1.00	2.00
ENSG00000228663.1	681.00	1.00	1.00	1.00	1.00
ENSG00000228672.2	3251.00	21.00	55.00	30.00	137.00
ENSG00000228682.2	1166.00	0.00	1.00	0.00	2.00
ENSG00000228695.5	1773.35	23.54	27.89	16.37	68.67
ENSG00000228696.4	990.57	156.10	223.99	257.55	624.54
ENSG00000228697.1	1801.00	1.00	0.00	1.00	1.00
ENSG00000228701.1	609.00	1.00	0.00	1.00	5.00
ENSG00000228702.1	345.00	2.00	2.00	0.00	3.00
ENSG00000228705.1	540.00	2.00	1.00	1.00	3.00
ENSG00000228709.1	912.00	132.00	234.00	284.00	830.00
ENSG00000228716.2	3451.45	1276.92	2032.90	2148.48	6286.98
ENSG00000228727.4	701.23	36.42	84.61	55.02	204.83
ENSG00000228737.2	621.00	0.00	0.00	0.00	0.00
ENSG00000228753.1	1794.00	0.00	0.00	0.00	1.00
ENSG00000228766.3	741.00	2.05	2.07	0.00	5.10
ENSG00000228775.3	1865.42	1.00	6.00	7.00	15.00
ENSG00000228782.3	676.20	35.46	47.80	58.53	142.10
ENSG00000228784.3	2410.05	1.00	2.00	2.00	7.00
ENSG00000228786.1	842.00	0.00	0.00	0.00	1.26
ENSG00000228791.3	979.85	6.00	6.00	11.00	28.00
ENSG00000228792.2	585.00	1.00	1.00	2.00	4.00
ENSG00000228793.1	789.00	0.00	0.00	1.00	2.00
ENSG00000228794.4	2181.58	138.95	221.81	139.54	467.16
ENSG00000228797.2	505.00	2.39	0.00	0.00	4.86
ENSG00000228801.5	771.41	11.00	36.00	34.00	123.00
ENSG00000228808.1	514.00	0.00	0.00	5.00	0.00
ENSG00000228817.3	762.28	2.00	0.00	0.00	3.00
ENSG00000228818.1	2720.00	0.00	2.00	0.00	2.00
ENSG00000228828.1	2240.00	2.00	5.00	6.00	16.00
ENSG00000228830.1	693.00	0.00	1.00	0.00	2.00
ENSG00000228835.1	1661.00	35.00	58.00	65.00	191.00
ENSG00000228839.1	461.59	0.00	0.00	0.00	4.00
ENSG00000228843.2	696.00	3.00	6.00	1.00	7.00
ENSG00000228857.2	484.00	0.00	0.00	0.00	0.00
ENSG00000228874.1	361.00	0.00	0.00	0.00	0.00
ENSG00000228878.3	2408.82	0.00	6.00	5.00	18.00
ENSG00000228886.1	310.00	0.00	0.00	2.00	0.00
ENSG00000228887.2	896.00	1.00	0.00	0.00	5.00
ENSG00000228889.2	1709.33	5.00	15.00	14.00	49.00
ENSG00000228903.2	2429.02	26.91	49.20	9.30	58.80
ENSG00000228906.1	451.00	1.00	0.00	3.00	5.00
ENSG00000228914.1	765.00	0.00	0.00	0.00	2.00
ENSG00000228918.3	2631.00	3.00	2.00	3.00	8.00
ENSG00000228923.1	480.00	0.00	0.00	0.00	0.00
ENSG00000228929.1	455.00	1.00	3.01	4.01	7.03
ENSG00000228933.3	1785.97	8.00	10.00	10.00	17.00
ENSG00000228951.1	657.00	1.00	0.00	1.00	1.00
ENSG00000228960.4	2913.00	8.50	15.24	9.27	63.15
ENSG00000228972.1	1828.00	0.00	0.00	2.00	3.00
ENSG00000228986.1	973.00	0.00	0.00	0.00	0.00
ENSG00000228989.1	415.00	26.00	53.00	51.00	135.00
ENSG00000228991.2	1452.00	15.00	10.00	6.86	27.00
ENSG00000228998.3	2149.65	26.00	32.00	44.00	165.00
ENSG00000229005.2	464.86	37.00	65.00	90.00	258.00
ENSG00000229007.1	500.00	1.85	1.00	0.00	2.01
ENSG00000229017.2	2398.00	29.00	37.00	97.00	227.00
ENSG00000229018.4	795.46	10.98	17.39	25.05	65.66
ENSG00000229021.2	4109.00	0.00	1.00	0.00	0.00
ENSG00000229036.3	1441.28	8.74	11.50	8.45	28.41
ENSG00000229043.2	1279.40	53.00	71.00	121.00	294.00
ENSG00000229056.2	1139.91	53.00	63.00	117.00	369.00
ENSG00000229057.1	734.00	0.00	1.00	0.00	1.00
ENSG00000229065.1	529.00	0.00	0.00	1.00	3.00
ENSG00000229083.1	686.00	0.00	0.00	0.00	1.01
ENSG00000229089.2	5589.00	0.00	0.00	0.00	1.00
ENSG00000229097.1	440.00	1.00	2.00	3.00	11.00
ENSG00000229117.4	479.72	3185.21	6101.81	4577.26	15517.30
ENSG00000229119.3	295.00	11.40	17.53	23.66	56.67
ENSG00000229124.2	1134.50	0.00	1.00	1.00	0.00
ENSG00000229127.1	2199.00	15.00	29.00	45.00	91.00
ENSG00000229132.2	1216.00	16.01	27.02	11.01	49.94
ENSG00000229146.1	829.00	0.00	3.00	4.00	4.00
ENSG00000229152.1	380.00	18.00	31.00	43.00	80.00
ENSG00000229153.1	2109.98	2.00	1.00	0.00	10.00
ENSG00000229155.1	702.00	1.00	0.00	2.00	5.00
ENSG00000229161.2	1610.00	0.00	0.00	0.00	0.00
ENSG00000229167.1	591.00	3.00	11.00	13.00	31.00
ENSG00000229178.1	1684.00	0.00	0.00	2.00	6.00
ENSG00000229180.4	7092.00	171.00	263.00	289.00	1027.00
ENSG00000229186.3	2513.41	25.00	32.00	61.00	176.00
ENSG00000229191.1	2996.50	0.00	0.00	0.00	0.00
ENSG00000229195.1	372.00	0.00	0.00	0.00	0.00
ENSG00000229204.2	482.00	4.00	2.02	8.96	7.97
ENSG00000229212.3	2132.48	66.21	177.65	129.20	413.97
ENSG00000229214.1	2418.00	11.00	29.00	36.00	70.00
ENSG00000229221.1	934.00	0.00	0.00	0.00	1.00
ENSG00000229222.1	1288.00	6.00	7.00	6.00	13.00
ENSG00000229227.4	634.96	1.00	4.00	7.00	19.00
ENSG00000229236.1	1097.38	3.00	6.00	4.00	14.00
ENSG00000229241.1	2315.00	1.00	1.00	0.00	1.00
ENSG00000229267.2	1909.00	5.00	11.00	9.00	41.00
ENSG00000229273.1	458.00	0.00	0.00	2.00	0.98
ENSG00000229278.1	303.00	1.00	0.00	1.00	1.00
ENSG00000229292.1	908.00	0.00	0.00	0.00	0.00
ENSG00000229299.2	464.00	4.00	4.00	4.00	7.00
ENSG00000229305.1	1075.00	0.00	0.00	0.00	0.00
ENSG00000229314.4	812.21	4112.00	6966.26	11947.27	33080.53
ENSG00000229320.3	1227.59	17.00	25.00	37.00	96.00
ENSG00000229325.1	690.00	2.00	5.00	2.00	9.00
ENSG00000229326.2	542.00	0.00	1.00	0.00	2.00
ENSG00000229331.1	397.00	0.00	1.00	1.00	1.00
ENSG00000229334.1	972.00	1.00	0.00	0.00	4.00
ENSG00000229344.1	682.00	13.03	5.00	15.02	43.01
ENSG00000229348.1	545.00	0.00	1.00	1.00	0.00
ENSG00000229356.1	784.00	3.00	5.00	3.00	9.00
ENSG00000229358.3	2594.00	20.00	24.00	27.00	61.10
ENSG00000229368.1	527.00	2.00	4.00	1.00	12.00
ENSG00000229387.2	510.00	0.00	2.00	3.00	18.00
ENSG00000229388.1	624.00	0.00	0.00	1.00	3.00
ENSG00000229390.1	813.00	2.00	3.00	1.00	5.00
ENSG00000229404.1	1912.05	3.00	6.00	4.00	22.00
ENSG00000229419.1	6232.00	81.93	104.31	75.28	201.95
ENSG00000229420.1	427.00	1.00	0.00	1.30	2.00
ENSG00000229422.1	625.00	3.00	5.00	9.00	31.00
ENSG00000229425.1	1000.00	37.00	54.00	36.00	77.00
ENSG00000229427.1	950.00	0.00	1.00	1.00	2.00
ENSG00000229447.2	437.00	0.00	0.00	2.00	5.00
ENSG00000229472.1	230.00	0.00	1.00	0.00	3.00
ENSG00000229473.2	553.00	1.00	0.00	2.00	2.00
ENSG00000229474.2	1147.27	1.00	4.00	5.00	28.00
ENSG00000229484.1	438.00	2.00	0.00	0.00	8.00
ENSG00000229503.1	477.00	0.00	1.01	1.01	1.01
ENSG00000229525.1	1598.00	2.00	4.00	5.00	14.00
ENSG00000229539.1	441.00	6.00	4.00	9.00	33.00
ENSG00000229563.2	1917.67	0.00	1.00	0.00	0.00
ENSG00000229569.1	2018.00	0.00	0.00	5.00	16.00
ENSG00000229585.4	472.00	0.00	0.00	1.00	2.00
ENSG00000229587.2	670.00	1.00	2.00	2.00	2.00
ENSG00000229589.1	2517.00	74.00	98.00	69.00	252.00
ENSG00000229591.1	673.00	3.00	2.00	2.00	2.00
ENSG00000229605.4	490.50	2.07	0.00	0.00	0.00
ENSG00000229619.3	2300.95	2.00	5.00	17.00	36.00
ENSG00000229622.1	1142.00	1.00	0.00	0.00	0.00
ENSG00000229623.1	635.00	0.00	0.00	1.00	0.00
ENSG00000229628.1	532.00	0.00	0.00	0.00	0.00
ENSG00000229638.1	1284.00	52.15	88.52	78.61	211.77
ENSG00000229644.4	2514.00	60.54	86.49	59.34	168.67
ENSG00000229645.4	2155.16	76.00	144.00	137.00	366.00
ENSG00000229656.2	1041.00	2.00	4.00	2.00	10.00
ENSG00000229659.1	438.00	0.00	7.00	2.02	11.00
ENSG00000229666.1	777.00	4.00	2.00	10.00	17.00
ENSG00000229677.1	551.00	0.00	1.00	0.00	1.00
ENSG00000229692.3	1191.00	27.00	54.00	45.00	109.00
ENSG00000229704.1	982.00	2.00	0.00	1.00	2.00
ENSG00000229719.2	1781.00	0.00	3.00	1.00	14.00
ENSG00000229727.2	2253.00	5.00	2.00	3.00	8.00
ENSG00000229728.1	480.00	5.00	4.00	5.00	18.00
ENSG00000229729.3	1098.18	15.00	30.00	55.00	113.00
ENSG00000229740.1	447.00	2.00	3.00	4.00	7.00
ENSG00000229750.1	497.00	2.00	2.00	1.00	4.00
ENSG00000229754.1	2503.00	0.00	0.00	0.00	1.00
ENSG00000229766.2	1929.00	0.00	0.00	0.00	1.00
ENSG00000229794.2	1084.00	0.00	0.00	2.00	0.00
ENSG00000229795.2	247.00	0.00	1.00	0.00	0.00
ENSG00000229807.5	19275.00	6.00	5.00	11.00	36.00
ENSG00000229808.1	741.00	3.00	1.00	2.00	2.00
ENSG00000229809.4	798.92	55.00	97.00	116.00	347.00
ENSG00000229816.1	2400.00	8.02	15.00	9.01	29.00
ENSG00000229820.2	394.00	0.00	2.00	0.00	0.00
ENSG00000229827.1	376.00	2.00	0.00	2.00	0.00
ENSG00000229833.5	654.68	176.66	290.62	274.61	845.07
ENSG00000229839.2	1136.50	0.00	1.00	0.00	0.00
ENSG00000229848.1	783.00	0.00	0.00	1.00	2.00
ENSG00000229867.1	3218.00	1.00	0.00	3.00	4.00
ENSG00000229873.1	668.00	10.00	13.00	16.00	39.00
ENSG00000229874.2	729.08	76.69	120.98	103.09	322.53
ENSG00000229891.1	749.20	1.00	1.00	1.00	2.00
ENSG00000229893.1	859.00	0.00	0.00	0.00	1.00
ENSG00000229894.2	1662.00	4.07	10.36	0.00	8.75
ENSG00000229896.2	784.00	3.00	6.00	9.00	25.00
ENSG00000229912.1	600.00	0.00	1.00	2.00	3.00
ENSG00000229917.2	740.00	0.00	1.00	0.00	3.00
ENSG00000229920.2	1334.00	0.00	1.00	3.00	4.00
ENSG00000229927.2	556.00	37.23	76.72	200.86	475.43
ENSG00000229931.1	628.13	15.00	45.00	54.00	150.00
ENSG00000229932.2	738.00	6.16	3.10	3.07	10.76
ENSG00000229944.2	1329.00	80.01	143.92	123.12	369.60
ENSG00000229951.1	2850.00	0.00	1.00	0.00	5.00
ENSG00000229952.1	450.16	1.00	5.00	9.00	15.00
ENSG00000229953.1	758.00	135.00	229.00	106.00	317.00
ENSG00000229956.5	692.72	0.00	2.00	5.00	18.00
ENSG00000229980.4	1017.31	19.00	37.00	33.00	105.00
ENSG00000229991.1	956.00	1.00	2.00	0.00	1.00
ENSG00000229992.1	583.00	0.00	0.00	1.00	2.00
ENSG00000229994.1	886.00	6.31	2.18	0.00	2.15
ENSG00000230002.2	2107.00	5.00	5.00	6.00	6.00
ENSG00000230006.3	1899.00	0.00	0.00	1.00	2.00
ENSG00000230021.3	560.86	9.30	17.41	13.64	39.35
ENSG00000230023.2	1849.00	2.00	1.00	0.00	0.00
ENSG00000230042.1	664.00	4.00	2.00	4.00	14.00
ENSG00000230055.2	1637.76	312.00	554.00	610.00	1875.00
ENSG00000230058.1	444.00	0.00	0.00	0.00	1.00
ENSG00000230067.3	1683.00	1.00	1.00	0.00	2.00
ENSG00000230068.2	692.00	1.00	0.00	2.00	1.00
ENSG00000230069.3	1355.00	6.00	3.00	4.00	9.00
ENSG00000230071.2	1304.00	4.00	7.00	4.00	23.00
ENSG00000230074.1	665.00	0.00	2.00	3.00	3.00
ENSG00000230082.1	614.00	11.00	18.00	41.00	83.00
ENSG00000230084.1	552.00	0.00	2.00	0.00	0.00
ENSG00000230091.2	2998.62	0.00	2.00	1.00	6.00
ENSG00000230092.3	523.00	3.00	0.00	1.00	3.00
ENSG00000230098.1	472.00	0.00	1.00	0.00	2.00
ENSG00000230102.3	2666.00	1.00	0.00	1.00	2.00
ENSG00000230105.1	713.00	0.00	0.00	1.00	3.00
ENSG00000230121.1	714.00	0.00	2.00	1.00	2.00
ENSG00000230124.2	2612.26	125.00	170.00	297.00	871.00
ENSG00000230131.1	702.50	0.00	0.00	0.00	0.00
ENSG00000230146.1	1176.00	2.00	0.00	0.00	1.00
ENSG00000230149.2	527.00	1.00	2.00	0.00	8.00
ENSG00000230154.1	917.00	1.29	1.42	1.25	9.49
ENSG00000230176.2	697.00	0.00	0.00	1.00	2.00
ENSG00000230177.1	557.00	3.00	6.00	7.00	24.00
ENSG00000230178.1	995.00	3.00	3.00	2.33	10.33
ENSG00000230183.3	1449.00	0.00	0.00	0.00	3.08
ENSG00000230185.4	706.49	8.00	10.00	9.00	32.00
ENSG00000230189.2	668.17	6.00	15.00	19.00	66.00
ENSG00000230195.1	950.00	0.00	2.57	0.00	16.49
ENSG00000230202.1	474.00	47.13	73.76	62.81	216.66
ENSG00000230207.1	1276.00	9.88	8.41	7.44	20.68
ENSG00000230212.2	690.00	1.00	1.00	0.00	0.00
ENSG00000230224.1	825.00	0.00	1.00	1.00	1.00
ENSG00000230225.1	1267.00	0.00	1.00	0.00	1.00
ENSG00000230251.1	837.00	0.00	0.00	1.00	0.00
ENSG00000230259.2	2147.00	382.49	713.61	1314.25	4359.33
ENSG00000230267.3	1050.79	7.00	31.58	39.26	105.48
ENSG00000230269.2	1491.22	92.00	179.00	200.00	547.00
ENSG00000230289.1	473.00	1.00	1.00	2.00	2.00
ENSG00000230291.4	435.00	2.00	4.00	3.98	4.00
ENSG00000230295.1	351.00	1.00	0.00	0.00	2.00
ENSG00000230303.1	424.47	0.00	3.00	4.00	12.00
ENSG00000230306.1	264.00	0.00	0.00	0.00	0.00
ENSG00000230310.1	543.00	0.00	0.00	0.00	4.00
ENSG00000230311.2	435.00	2.00	1.00	0.00	4.00
ENSG00000230314.2	800.70	5.00	2.00	8.00	29.00
ENSG00000230316.2	1468.70	1.00	1.00	1.00	4.00
ENSG00000230325.1	494.00	2.00	1.00	4.00	7.06
ENSG00000230333.2	578.00	0.00	0.00	0.00	1.00
ENSG00000230337.1	447.67	2.00	2.00	7.00	7.00
ENSG00000230356.1	1801.00	97.00	199.00	85.00	319.00
ENSG00000230359.3	752.00	0.00	0.00	3.00	9.00
ENSG00000230366.5	1644.00	5.47	8.34	4.19	24.26
ENSG00000230368.2	459.26	6.92	13.02	9.32	21.40
ENSG00000230371.1	1639.00	53.00	97.00	64.00	145.00
ENSG00000230373.4	1983.88	389.60	670.74	736.96	2274.28
ENSG00000230383.1	862.00	9.42	5.72	6.52	10.06
ENSG00000230392.1	2907.00	2.00	8.00	2.00	9.00
ENSG00000230397.1	261.00	3.46	4.41	3.41	8.62
ENSG00000230400.1	2320.00	0.00	0.00	1.00	2.00
ENSG00000230408.3	877.00	0.00	0.00	1.00	2.00
ENSG00000230409.2	940.00	21.73	25.68	30.07	70.43
ENSG00000230410.1	820.00	0.00	0.00	0.00	4.00
ENSG00000230415.1	389.00	4.00	9.00	8.00	33.00
ENSG00000230417.6	950.20	0.00	0.00	0.00	0.00
ENSG00000230423.1	333.00	0.00	1.00	0.00	0.07
ENSG00000230424.1	507.00	2.00	6.00	3.00	4.00
ENSG00000230426.1	2393.00	7.00	18.00	15.00	51.00
ENSG00000230432.1	311.00	0.00	0.00	1.00	0.00
ENSG00000230438.5	1111.41	0.00	3.00	1.00	4.00
ENSG00000230439.2	1671.00	4.00	4.00	9.00	27.00
ENSG00000230445.4	5444.00	0.00	2.00	4.00	3.00
ENSG00000230446.1	288.00	0.00	1.00	1.00	4.00
ENSG00000230449.1	730.00	0.00	0.00	0.00	0.00
ENSG00000230453.5	587.75	1.15	1.00	1.18	7.50
ENSG00000230454.1	1542.11	12.00	25.00	55.00	120.00
ENSG00000230457.3	1182.00	2.00	1.06	6.00	9.00
ENSG00000230461.4	2241.62	45.00	93.00	52.00	199.00
ENSG00000230479.1	893.00	1.00	1.00	0.00	0.00
ENSG00000230487.3	3540.53	14.00	31.00	35.00	149.00
ENSG00000230490.2	712.28	0.00	4.00	5.00	15.00
ENSG00000230495.1	553.00	0.00	0.00	1.00	2.00
ENSG00000230510.2	907.98	0.00	8.00	3.00	6.00
ENSG00000230513.1	1407.87	8.00	14.00	21.00	69.00
ENSG00000230521.1	975.00	0.00	0.00	1.00	0.00
ENSG00000230524.4	1771.82	4.00	6.00	7.00	31.00
ENSG00000230530.1	1536.00	2.00	1.00	2.00	5.00
ENSG00000230532.1	483.00	0.00	0.00	0.00	0.00
ENSG00000230537.1	815.00	6.00	1.00	8.00	10.00
ENSG00000230551.3	8636.00	289.80	483.61	458.71	1087.28
ENSG00000230555.2	760.00	6.00	13.00	17.00	47.00
ENSG00000230562.3	691.00	1.70	14.54	4.25	11.80
ENSG00000230563.2	1140.71	1.18	4.63	7.38	14.01
ENSG00000230565.1	905.00	0.00	1.00	0.00	2.00
ENSG00000230567.3	1777.62	178.87	277.65	133.18	336.85
ENSG00000230570.1	1203.00	0.00	0.00	2.00	0.00
ENSG00000230578.3	426.00	0.08	0.00	1.02	2.00
ENSG00000230581.2	1122.00	1.00	2.00	0.00	3.00
ENSG00000230587.1	952.00	0.00	2.00	1.00	5.00
ENSG00000230590.3	1265.61	20.00	36.00	39.00	112.00
ENSG00000230596.2	922.00	0.00	0.00	2.00	0.85
ENSG00000230606.6	1034.99	208.08	327.23	406.00	1195.05
ENSG00000230613.1	489.00	2.00	2.00	3.00	6.00
ENSG00000230615.2	454.00	0.00	0.00	1.00	1.00
ENSG00000230626.3	1200.00	0.00	2.01	0.00	3.04
ENSG00000230628.1	3564.00	11.00	12.00	2.00	12.00
ENSG00000230629.2	330.00	16.86	35.90	14.44	86.55
ENSG00000230633.1	437.00	1.00	1.00	3.00	6.00
ENSG00000230635.1	480.00	0.00	4.00	5.00	0.00
ENSG00000230647.1	804.00	34.00	74.00	62.00	161.00
ENSG00000230648.1	209.00	0.00	0.00	3.00	2.00
ENSG00000230658.1	2564.00	14.00	15.00	12.00	51.00
ENSG00000230663.1	2032.00	0.00	0.15	0.10	8.00
ENSG00000230666.1	1835.10	3.00	1.00	22.00	49.00
ENSG00000230667.4	877.50	0.00	0.00	0.00	0.00
ENSG00000230673.3	459.00	2.00	1.00	2.09	1.00
ENSG00000230679.1	456.00	1.00	0.00	2.00	1.00
ENSG00000230699.2	3043.00	0.00	1.00	3.00	1.00
ENSG00000230701.1	1219.00	2.00	1.00	4.00	8.00
ENSG00000230711.2	2446.00	1.00	0.00	1.00	1.00
ENSG00000230715.2	429.12	39.53	86.38	82.41	218.05
ENSG00000230724.5	1405.11	526.41	996.30	898.41	2871.97
ENSG00000230732.3	1109.00	6.00	3.00	5.00	10.00
ENSG00000230747.1	740.00	1.00	0.00	1.00	2.00
ENSG00000230756.1	621.00	0.00	2.09	0.00	0.00
ENSG00000230758.1	246.00	1.00	2.00	3.00	7.00
ENSG00000230769.1	491.00	0.00	3.00	4.00	4.00
ENSG00000230772.1	830.00	11.00	27.00	44.00	91.00
ENSG00000230782.1	919.44	0.00	0.00	4.00	3.00
ENSG00000230783.1	765.00	1.00	0.00	0.00	0.00
ENSG00000230790.2	561.00	2.00	0.00	0.00	2.00
ENSG00000230795.2	1037.00	5.00	9.00	16.00	29.00
ENSG00000230797.2	2741.00	15.09	17.16	53.00	83.88
ENSG00000230798.1	589.00	0.00	1.00	1.00	0.00
ENSG00000230805.2	502.20	0.00	2.00	0.00	0.00
ENSG00000230818.1	799.00	0.00	0.00	2.00	3.00
ENSG00000230823.2	426.00	0.00	0.00	2.00	2.00
ENSG00000230825.1	626.00	0.00	1.00	0.00	1.00
ENSG00000230832.3	1241.00	0.00	3.00	0.00	2.00
ENSG00000230836.1	1266.00	27.00	45.00	5.00	29.00
ENSG00000230838.1	648.00	1.00	0.00	0.00	3.00
ENSG00000230844.2	2078.00	66.00	118.00	120.00	305.00
ENSG00000230847.4	679.00	0.00	0.00	0.00	5.77
ENSG00000230850.3	913.76	19.37	11.12	23.35	58.56
ENSG00000230863.2	742.00	5.00	8.00	13.00	36.00
ENSG00000230869.1	2418.00	0.00	5.73	0.00	3.87
ENSG00000230870.2	1474.00	6.00	9.00	8.00	32.00
ENSG00000230880.2	615.86	0.00	0.00	0.00	3.00
ENSG00000230882.1	3495.00	1129.00	2402.00	822.00	2700.00
ENSG00000230894.1	4996.00	0.00	1.00	0.00	4.00
ENSG00000230896.1	598.00	2.00	0.00	5.00	8.00
ENSG00000230897.1	459.00	1.97	0.00	0.00	0.00
ENSG00000230903.5	595.59	693.51	1163.97	952.62	3016.85
ENSG00000230914.2	608.00	0.00	0.00	0.00	1.00
ENSG00000230918.1	640.00	0.00	0.00	1.00	1.00
ENSG00000230928.1	1168.00	0.00	1.00	1.00	1.00
ENSG00000230939.1	489.00	1.00	1.00	6.00	6.00
ENSG00000230943.1	465.00	1.00	3.00	2.00	20.00
ENSG00000230951.1	888.00	0.00	0.00	0.00	0.00
ENSG00000230952.1	1061.00	259.00	418.00	223.00	716.00
ENSG00000230955.1	481.00	0.00	1.00	1.00	1.00
ENSG00000230979.3	531.00	0.00	3.10	1.06	7.61
ENSG00000230989.2	1754.63	1294.00	2052.00	2497.00	7062.00
ENSG00000230992.2	2173.00	0.00	0.00	0.00	1.00
ENSG00000231007.4	1500.00	1.00	0.00	3.00	3.00
ENSG00000231013.1	2019.00	1.00	1.00	6.00	1.00
ENSG00000231023.2	2515.00	4.00	2.00	10.00	25.00
ENSG00000231025.1	3510.00	103.00	215.00	144.00	372.00
ENSG00000231028.4	692.71	0.00	4.00	3.00	7.00
ENSG00000231035.1	745.00	0.00	0.00	1.00	0.00
ENSG00000231039.2	680.00	1.00	2.00	4.00	8.00
ENSG00000231043.2	1030.65	6.13	9.20	13.93	26.95
ENSG00000231047.1	575.00	0.00	0.00	0.00	2.00
ENSG00000231050.1	906.00	0.00	2.00	7.00	30.00
ENSG00000231057.3	1020.33	0.00	1.00	1.00	0.00
ENSG00000231064.1	654.33	0.00	1.00	0.00	0.00
ENSG00000231066.3	844.00	0.00	1.00	1.00	3.00
ENSG00000231073.1	368.00	0.00	1.00	0.00	5.00
ENSG00000231074.4	2488.43	600.00	923.92	1074.00	2984.00
ENSG00000231081.1	542.00	0.00	0.00	0.00	2.00
ENSG00000231083.1	565.00	2.00	3.00	32.00	84.00
ENSG00000231086.1	768.00	0.00	0.00	0.00	1.00
ENSG00000231090.1	638.00	0.00	0.00	0.00	2.00
ENSG00000231105.1	2479.00	0.00	1.00	7.00	9.00
ENSG00000231106.2	1048.00	1.00	1.00	0.00	3.00
ENSG00000231113.2	751.07	0.00	1.00	2.00	9.00
ENSG00000231120.2	495.00	4.00	12.00	9.00	18.00
ENSG00000231125.2	794.00	2.00	7.00	1.00	11.00
ENSG00000231131.2	975.00	2.00	4.00	5.00	4.00
ENSG00000231154.1	2086.00	12.00	24.00	49.00	115.00
ENSG00000231160.5	2368.00	2.00	4.00	8.00	33.00
ENSG00000231167.3	999.00	6.22	6.87	6.12	18.73
ENSG00000231172.2	1185.00	58.00	78.00	50.00	181.00
ENSG00000231177.4	1328.00	15.00	23.00	29.00	80.00
ENSG00000231181.1	559.00	4.00	4.00	8.00	44.00
ENSG00000231185.2	551.83	22.00	18.00	7.00	16.00
ENSG00000231187.2	627.73	35.00	59.00	74.00	313.00
ENSG00000231188.1	471.00	0.00	0.00	0.00	1.00
ENSG00000231196.3	657.00	1.00	0.00	0.00	0.00
ENSG00000231203.1	1447.00	3.24	1.04	2.00	6.84
ENSG00000231213.2	1018.00	4.00	7.00	1.00	1.00
ENSG00000231226.1	549.00	7.00	14.00	4.00	18.00
ENSG00000231234.1	489.00	4.00	4.00	1.00	12.00
ENSG00000231242.1	2033.00	0.00	0.00	1.00	2.00
ENSG00000231245.2	402.00	2.25	6.57	6.91	11.68
ENSG00000231249.1	858.00	10.00	17.00	13.00	45.00
ENSG00000231256.3	1146.40	0.00	0.00	0.00	3.00
ENSG00000231259.3	1835.32	198.02	288.38	250.33	649.80
ENSG00000231274.4	1088.38	3.00	16.00	13.00	40.00
ENSG00000231290.1	2630.00	0.00	0.00	1.00	2.00
ENSG00000231298.2	1274.28	37.00	72.00	56.00	204.00
ENSG00000231305.3	1298.00	2.03	2.00	5.00	16.00
ENSG00000231307.1	701.00	2.00	5.00	4.00	10.00
ENSG00000231312.2	852.61	213.00	356.00	159.00	395.00
ENSG00000231313.2	724.00	1.00	0.00	0.00	0.00
ENSG00000231317.1	1948.00	1.00	0.00	0.00	0.00
ENSG00000231327.1	662.00	4.00	1.00	10.00	16.00
ENSG00000231333.2	345.00	0.00	0.00	0.00	0.00
