symbol	length	Control_D0	Control_D1	AKAP8L_D0	AKAP8L_D1
ENSG00000260456.2	862.60	21.69	36.00	22.83	29.43
ENSG00000260459.2	484.00	3.00	4.00	10.00	8.00
ENSG00000260461.1	2388.00	38.00	28.00	26.00	27.00
ENSG00000260464.1	1766.00	12.00	6.00	7.00	8.00
ENSG00000260465.1	1790.00	0.00	0.00	0.00	1.00
ENSG00000260470.1	2157.00	1.00	0.00	0.00	0.00
ENSG00000260475.1	864.00	2.00	2.00	2.00	2.00
ENSG00000260482.1	2463.00	369.00	368.00	341.00	336.00
ENSG00000260487.1	528.00	0.00	0.00	5.00	1.00
ENSG00000260490.2	507.00	0.00	1.00	0.00	0.00
ENSG00000260493.1	875.50	2.00	0.00	0.00	0.00
ENSG00000260494.1	723.00	1.00	0.00	0.00	1.00
ENSG00000260495.1	2693.00	5.00	8.00	8.00	10.00
ENSG00000260498.1	564.00	0.00	0.00	2.00	0.00
ENSG00000260500.1	506.00	3.00	3.00	7.00	2.00
ENSG00000260509.2	1315.00	0.00	0.00	0.00	0.00
ENSG00000260510.1	351.00	2.00	1.00	0.00	1.00
ENSG00000260517.1	580.00	1.04	0.00	0.23	1.04
ENSG00000260518.1	1178.00	1.00	0.00	1.79	1.00
ENSG00000260521.2	1441.00	0.00	1.00	1.00	1.00
ENSG00000260526.1	2036.00	28.00	31.00	34.00	18.00
ENSG00000260528.2	1041.66	304.46	257.95	350.03	353.84
ENSG00000260534.1	2155.00	8.00	8.00	15.00	13.00
ENSG00000260537.1	867.00	37.53	39.19	43.07	49.06
ENSG00000260539.1	2466.00	670.00	692.00	692.00	744.00
ENSG00000260550.2	621.00	0.00	1.00	1.00	1.00
ENSG00000260552.1	609.00	6.00	9.00	6.00	10.00
ENSG00000260563.2	1193.00	76.00	78.00	52.00	65.00
ENSG00000260565.2	3850.42	73.00	86.00	122.66	102.00
ENSG00000260566.2	2768.00	22.01	38.35	101.32	52.79
ENSG00000260571.1	498.00	0.00	0.00	0.00	1.50
ENSG00000260572.1	1715.00	0.00	1.00	0.00	1.00
ENSG00000260583.1	557.00	3.00	0.00	0.00	0.00
ENSG00000260588.1	1770.00	6.00	5.00	11.00	8.00
ENSG00000260589.1	2595.00	17.00	19.00	16.00	14.00
ENSG00000260591.1	343.00	1.00	1.00	0.00	1.00
ENSG00000260603.1	420.00	16.00	10.00	7.00	14.00
ENSG00000260604.1	7070.00	465.00	413.00	761.00	664.00
ENSG00000260605.1	584.00	1.00	1.00	2.00	4.00
ENSG00000260619.1	2455.00	0.00	1.00	0.00	0.00
ENSG00000260620.1	511.00	1.00	0.00	0.00	0.00
ENSG00000260625.1	647.00	3.00	0.00	0.00	1.00
ENSG00000260630.2	1103.24	148.00	117.00	127.00	104.00
ENSG00000260633.1	1946.00	0.00	0.00	0.00	0.00
ENSG00000260641.1	5647.00	2.00	0.00	3.00	1.00
ENSG00000260643.1	773.00	18.41	11.27	10.08	14.34
ENSG00000260644.2	1546.90	9.85	6.24	19.60	4.52
ENSG00000260645.1	2123.00	12.00	17.00	7.00	11.00
ENSG00000260646.1	682.00	2.00	0.00	0.00	0.00
ENSG00000260647.1	749.00	0.00	0.00	0.00	2.00
ENSG00000260648.2	4026.00	0.00	0.00	0.00	0.00
ENSG00000260655.1	1078.00	2.00	4.00	1.00	2.00
ENSG00000260669.2	2102.00	87.26	78.25	92.00	86.64
ENSG00000260672.1	2441.00	2.00	3.00	3.00	1.00
ENSG00000260682.2	2775.00	0.00	0.00	0.00	1.00
ENSG00000260686.1	2178.00	3.00	2.00	5.00	3.00
ENSG00000260693.1	701.00	1.00	3.00	1.00	2.00
ENSG00000260698.1	2968.00	3.00	1.00	0.00	1.00
ENSG00000260708.1	670.00	102.00	125.00	49.00	68.00
ENSG00000260710.1	320.00	0.00	0.00	0.00	0.00
ENSG00000260714.1	4007.00	1.00	1.00	0.00	3.00
ENSG00000260729.1	4374.00	11.12	12.02	8.53	10.72
ENSG00000260733.1	719.00	1.00	1.00	0.00	1.00
ENSG00000260735.1	2598.00	3.00	3.00	6.00	2.00
ENSG00000260740.2	578.00	0.00	4.00	0.00	3.00
ENSG00000260742.1	3813.00	25.00	21.00	27.00	28.00
ENSG00000260743.1	1566.00	5.00	2.00	1.00	2.00
ENSG00000260747.1	442.00	0.00	0.00	2.14	0.00
ENSG00000260750.1	491.80	0.00	0.00	1.00	2.00
ENSG00000260751.2	1024.00	48.00	30.00	35.00	38.00
ENSG00000260762.1	2438.00	0.00	0.00	0.00	1.01
ENSG00000260766.1	1842.00	52.00	52.00	50.00	53.00
ENSG00000260772.1	1588.00	515.79	443.66	619.81	591.60
ENSG00000260774.1	2881.00	22.00	22.00	24.00	31.00
ENSG00000260776.1	1468.70	49.00	47.00	14.00	15.00
ENSG00000260777.1	2736.00	0.00	1.00	0.00	1.00
ENSG00000260778.2	539.00	5.00	8.00	12.00	9.00
ENSG00000260782.1	1836.00	2.00	9.00	2.00	3.00
ENSG00000260784.1	1156.00	8.00	5.00	1.00	2.00
ENSG00000260787.1	1356.00	3.00	7.00	5.00	1.00
ENSG00000260790.1	1013.00	2.00	0.00	0.00	0.00
ENSG00000260792.1	3816.00	6.00	5.00	12.00	13.00
ENSG00000260793.2	1406.17	10.00	15.00	30.00	21.00
ENSG00000260796.1	540.00	0.00	1.00	1.00	0.00
ENSG00000260799.1	1438.00	0.00	1.00	0.00	0.00
ENSG00000260803.1	773.00	1.06	0.00	1.04	0.00
ENSG00000260804.2	3117.67	75.00	100.00	71.00	73.00
ENSG00000260806.1	1512.00	17.00	20.00	20.00	28.00
ENSG00000260807.2	2176.21	33.00	32.00	25.00	24.00
ENSG00000260816.1	2480.00	0.00	4.00	0.00	0.00
ENSG00000260822.1	4951.00	318.00	350.00	156.00	160.00
ENSG00000260823.1	444.00	1.00	0.00	0.00	0.00
ENSG00000260824.1	415.00	0.00	1.00	0.00	0.00
ENSG00000260830.1	629.00	1.00	0.00	2.00	1.00
ENSG00000260831.1	4484.00	0.00	0.00	1.00	0.00
ENSG00000260837.1	1553.00	25.00	25.00	34.00	36.00
ENSG00000260841.1	3088.00	7.00	11.00	6.00	8.00
ENSG00000260852.1	3951.00	249.00	259.00	223.00	207.00
ENSG00000260855.1	3472.00	87.00	72.00	85.00	79.00
ENSG00000260868.1	1884.00	0.00	0.00	0.00	0.00
ENSG00000260871.1	896.00	0.00	2.00	0.00	1.00
ENSG00000260874.1	584.03	3.00	1.00	6.00	6.00
ENSG00000260876.1	755.20	0.00	0.00	2.00	0.00
ENSG00000260879.1	1566.00	1.00	0.00	4.00	1.00
ENSG00000260880.2	1079.00	0.00	0.00	1.00	0.00
ENSG00000260886.1	873.00	2.00	3.00	2.00	3.00
ENSG00000260892.1	563.00	1.00	0.00	0.00	0.00
ENSG00000260895.1	622.00	1.00	0.00	0.00	0.00
ENSG00000260896.1	2218.00	4.00	3.00	8.00	3.00
ENSG00000260898.1	1747.50	0.00	0.00	0.00	0.00
ENSG00000260899.1	883.00	0.00	0.00	8.40	4.38
ENSG00000260902.1	3830.00	0.00	0.00	0.00	2.00
ENSG00000260911.1	461.00	1.00	3.00	1.00	4.00
ENSG00000260912.1	1965.00	44.00	49.00	165.00	152.00
ENSG00000260914.2	865.00	0.00	6.96	12.64	0.00
ENSG00000260916.1	3222.34	701.00	672.69	1009.22	820.17
ENSG00000260917.1	4237.00	126.00	105.00	92.00	100.00
ENSG00000260920.1	2446.00	65.00	67.00	80.00	72.00
ENSG00000260923.1	398.40	53.90	54.82	115.38	111.65
ENSG00000260924.2	1445.00	50.00	35.00	26.00	28.00
ENSG00000260927.1	577.00	0.00	3.00	1.00	0.00
ENSG00000260936.1	1223.00	3.00	7.00	3.00	5.00
ENSG00000260938.1	600.00	1.00	0.00	0.00	2.00
ENSG00000260941.1	1570.00	1.00	0.00	1.00	0.00
ENSG00000260942.1	4000.00	133.00	98.00	115.00	131.00
ENSG00000260946.1	400.00	0.00	2.00	0.00	0.00
ENSG00000260948.1	2023.00	30.00	28.00	11.00	13.00
ENSG00000260949.1	911.00	3.00	2.00	2.00	2.00
ENSG00000260954.1	404.00	0.00	3.00	0.00	0.00
ENSG00000260955.2	440.00	1.00	2.00	1.00	1.00
ENSG00000260963.1	498.00	23.00	25.00	46.00	39.00
ENSG00000260966.1	5113.00	35.00	23.00	19.00	11.00
ENSG00000260971.3	1351.00	1.00	0.00	1.00	0.00
ENSG00000260977.1	2463.00	14.00	8.00	13.00	15.00
ENSG00000260979.1	427.00	0.00	0.00	0.00	0.00
ENSG00000260988.1	1931.00	0.00	0.00	0.00	1.00
ENSG00000260992.1	807.00	0.00	1.00	2.00	1.00
ENSG00000260996.1	1854.00	0.00	0.00	0.00	1.00
ENSG00000260997.1	1911.00	1.00	3.00	0.00	1.00
ENSG00000261003.1	5187.00	1.00	0.00	0.00	0.00
ENSG00000261005.1	2296.00	91.00	113.00	59.00	66.00
ENSG00000261007.2	892.00	0.00	0.00	0.00	0.00
ENSG00000261008.2	1668.29	23.00	29.00	41.00	42.00
ENSG00000261012.2	1605.00	72.00	68.00	105.00	86.00
ENSG00000261015.1	2635.00	49.00	64.00	26.00	29.00
ENSG00000261019.1	1368.00	1.00	0.00	1.00	6.00
ENSG00000261026.1	4997.00	0.00	0.00	0.00	0.00
ENSG00000261040.2	538.50	0.00	2.00	2.00	0.00
ENSG00000261051.1	2095.00	65.00	51.00	31.00	32.00
ENSG00000261052.1	1038.30	369.91	468.35	349.25	524.42
ENSG00000261054.1	2562.00	25.00	15.00	25.00	28.00
ENSG00000261055.1	1889.00	4.00	7.00	5.00	5.00
ENSG00000261056.2	1569.00	5.00	5.00	1.00	2.00
ENSG00000261058.1	510.00	3.00	0.00	2.00	2.00
ENSG00000261061.1	716.00	53.00	50.00	41.00	39.00
ENSG00000261064.1	454.50	1.00	2.00	3.00	0.00
ENSG00000261067.2	5296.00	87.62	63.77	86.18	87.32
ENSG00000261068.1	2022.00	0.00	0.00	0.00	0.00
ENSG00000261069.2	1236.00	85.00	77.00	124.00	132.00
ENSG00000261071.1	1045.00	11.00	14.00	20.00	24.00
ENSG00000261072.2	910.00	2.00	2.00	2.00	2.00
ENSG00000261079.1	2365.00	2.00	2.00	2.00	1.00
ENSG00000261087.1	2825.00	43.00	35.00	12.00	29.00
ENSG00000261088.1	1681.85	152.00	132.00	109.00	126.00
ENSG00000261093.1	1838.00	2.00	3.00	4.00	1.00
ENSG00000261094.2	1320.30	55.00	55.00	64.00	55.00
ENSG00000261096.1	2507.00	7.00	8.00	7.00	5.00
ENSG00000261098.1	4140.00	43.00	44.00	38.00	36.00
ENSG00000261101.1	651.00	7.00	5.00	1.00	6.00
ENSG00000261105.1	508.00	0.00	4.00	1.00	0.00
ENSG00000261114.1	699.00	10.00	10.54	13.71	8.04
ENSG00000261115.1	10558.00	1.00	0.00	3.00	1.00
ENSG00000261118.1	533.81	3.00	2.00	7.00	3.00
ENSG00000261120.1	507.00	2.00	1.00	0.00	2.00
ENSG00000261121.1	2195.00	0.00	2.00	1.00	0.00
ENSG00000261123.1	596.00	7.00	4.00	3.00	6.00
ENSG00000261126.3	2024.46	10.00	15.00	21.00	23.00
ENSG00000261135.1	1110.00	29.00	26.00	27.00	20.00
ENSG00000261136.1	3047.00	17.00	7.00	13.00	18.00
ENSG00000261139.1	3368.00	7.08	3.41	8.00	6.58
ENSG00000261140.1	459.00	3.00	5.00	12.00	3.00
ENSG00000261143.1	3716.00	2.00	11.76	6.48	8.48
ENSG00000261147.1	3838.00	3.75	0.00	4.29	2.08
ENSG00000261159.1	811.00	0.00	2.00	2.00	1.00
ENSG00000261167.1	3473.00	39.00	29.00	37.00	38.00
ENSG00000261168.1	1536.00	4.00	3.00	0.00	5.00
ENSG00000261170.1	570.00	0.00	0.00	0.00	1.00
ENSG00000261172.1	589.00	2.00	0.00	1.00	1.00
ENSG00000261173.1	516.00	0.00	0.00	1.00	0.00
ENSG00000261183.1	470.00	0.00	0.00	1.00	1.00
ENSG00000261186.1	1104.00	4.00	4.00	3.00	1.00
ENSG00000261187.1	1135.00	6.00	0.00	6.00	2.00
ENSG00000261188.1	1896.33	59.00	64.00	66.00	70.00
ENSG00000261189.1	888.00	94.00	100.00	78.00	90.00
ENSG00000261200.1	3971.00	6.00	3.00	8.00	11.00
ENSG00000261202.1	1463.00	3.00	3.00	4.00	0.00
ENSG00000261204.1	433.00	0.00	0.00	4.00	1.00
ENSG00000261211.1	3325.00	4.00	1.00	7.00	6.00
ENSG00000261215.1	3264.00	0.00	3.18	1.40	3.23
ENSG00000261220.2	679.00	9.00	9.00	14.00	8.00
ENSG00000261221.1	4005.00	188.00	142.00	260.00	214.00
ENSG00000261229.1	758.00	4.00	6.00	3.00	8.00
ENSG00000261238.1	487.00	0.00	6.00	4.00	4.00
ENSG00000261239.2	4327.78	2.00	2.00	6.00	4.00
ENSG00000261242.1	1096.00	2.00	1.00	1.00	0.00
ENSG00000261247.1	1896.00	0.00	6.39	0.00	5.60
ENSG00000261252.1	262.00	0.00	0.00	1.00	0.00
ENSG00000261253.1	1205.00	0.00	0.00	0.00	1.00
ENSG00000261254.1	5067.00	23.00	17.00	16.00	18.00
ENSG00000261266.1	473.00	2.00	2.00	3.00	0.00
ENSG00000261268.1	1098.00	0.00	1.00	0.00	0.00
ENSG00000261270.1	601.00	1.00	5.46	1.29	6.96
ENSG00000261279.1	875.00	0.00	5.52	6.71	7.14
ENSG00000261280.2	1990.00	1.00	3.00	5.00	6.00
ENSG00000261286.1	2998.00	13.00	10.00	17.00	22.00
ENSG00000261288.1	572.00	2.00	2.00	3.00	0.50
ENSG00000261291.1	510.00	1.00	0.00	0.00	2.00
ENSG00000261295.1	652.00	5.00	1.00	2.00	4.00
ENSG00000261302.1	748.00	3.00	9.00	1.00	1.00
ENSG00000261305.1	837.00	1.00	3.00	4.00	3.00
ENSG00000261308.1	1957.00	9.00	9.00	18.00	7.00
ENSG00000261314.1	711.00	1.00	1.00	0.00	0.00
ENSG00000261315.2	2177.00	0.00	0.00	1.00	0.00
ENSG00000261317.1	1900.00	0.00	0.00	1.00	0.00
ENSG00000261318.1	578.00	0.00	0.00	0.00	0.00
ENSG00000261324.2	5428.00	153.00	129.00	128.00	139.00
ENSG00000261326.2	5444.00	260.00	223.00	245.00	213.00
ENSG00000261332.1	577.00	3.00	2.00	5.00	5.00
ENSG00000261334.1	1934.00	4.00	4.00	5.00	4.00
ENSG00000261335.1	1717.00	5.00	11.00	4.00	8.00
ENSG00000261338.1	2046.00	9.00	5.00	5.00	10.00
ENSG00000261342.1	1585.00	3.00	4.00	3.00	2.00
ENSG00000261346.1	699.00	0.00	1.00	0.00	1.00
ENSG00000261347.1	664.00	0.00	0.00	0.00	2.00
ENSG00000261349.1	459.00	7.49	5.10	2.97	3.84
ENSG00000261351.1	1078.00	11.06	7.56	16.32	7.74
ENSG00000261355.1	3676.00	42.00	49.00	40.00	53.00
ENSG00000261357.1	704.00	2.00	0.00	3.00	6.00
ENSG00000261359.2	1095.00	0.00	0.00	3.00	2.00
ENSG00000261360.1	1966.62	3.00	8.00	6.00	7.00
ENSG00000261366.1	2268.00	19.00	12.00	13.00	14.00
ENSG00000261372.1	660.30	9.00	7.00	3.00	6.00
ENSG00000261373.1	931.00	3.00	3.00	3.00	4.00
ENSG00000261377.1	545.89	41.00	41.12	18.39	18.17
ENSG00000261379.1	1026.00	0.00	0.00	1.00	0.00
ENSG00000261386.2	565.09	0.00	4.00	4.00	7.00
ENSG00000261390.1	725.01	3.00	1.00	0.00	2.00
ENSG00000261404.1	743.33	0.00	0.00	1.00	0.00
ENSG00000261408.1	3896.98	136.42	173.26	142.28	135.90
ENSG00000261409.1	4996.00	0.00	0.00	0.00	0.00
ENSG00000261411.1	2180.00	0.00	1.00	0.00	0.00
ENSG00000261420.1	1636.00	21.00	21.00	18.00	25.00
ENSG00000261423.1	2325.00	13.00	18.00	16.00	24.00
ENSG00000261428.1	2815.00	13.00	5.00	6.00	6.00
ENSG00000261433.1	541.00	1.00	2.00	0.00	1.00
ENSG00000261438.1	1224.00	5.00	1.00	9.00	9.00
ENSG00000261441.1	1109.00	1.00	1.00	2.00	2.00
ENSG00000261451.1	4641.00	3.00	1.00	3.00	1.00
ENSG00000261452.1	1944.00	10.00	17.00	23.00	21.00
ENSG00000261455.1	1764.00	35.00	39.00	49.00	38.00
ENSG00000261459.1	1515.00	5.91	15.86	24.31	0.00
ENSG00000261461.1	550.00	2.01	1.01	0.00	0.00
ENSG00000261465.2	455.00	0.00	1.00	0.00	1.00
ENSG00000261468.1	1916.00	44.00	48.00	33.00	26.00
ENSG00000261474.1	449.00	1.00	2.00	1.00	1.00
ENSG00000261476.1	852.00	5.00	7.00	7.00	3.00
ENSG00000261481.1	498.00	6.00	2.00	1.00	1.00
ENSG00000261485.1	1351.00	24.00	16.00	15.00	22.00
ENSG00000261487.1	626.00	10.12	16.00	8.53	15.89
ENSG00000261488.1	1937.00	2.00	8.00	8.00	7.00
ENSG00000261490.1	3510.00	17.00	20.00	31.00	31.00
ENSG00000261512.2	1591.00	159.27	162.15	171.94	234.95
ENSG00000261519.2	1910.00	3.00	1.00	1.00	2.00
ENSG00000261521.1	554.00	0.00	0.00	0.00	0.00
ENSG00000261526.1	1288.00	68.00	63.00	37.00	57.00
ENSG00000261529.1	1603.00	2.00	0.00	0.00	1.00
ENSG00000261533.1	2164.00	6.00	6.00	1.00	5.00
ENSG00000261534.1	3779.00	12.00	17.00	7.00	9.00
ENSG00000261537.1	793.00	0.00	0.00	2.00	0.00
ENSG00000261542.1	2054.00	11.00	8.00	5.00	2.00
ENSG00000261544.1	428.00	1.00	1.00	0.00	1.00
ENSG00000261553.1	2777.75	54.58	37.44	95.23	78.97
ENSG00000261556.4	1380.08	33.59	40.10	34.18	23.47
ENSG00000261559.1	1481.00	0.00	0.00	0.00	2.00
ENSG00000261560.1	1495.00	21.00	12.00	14.00	9.00
ENSG00000261567.1	289.00	0.00	1.00	0.00	0.00
ENSG00000261572.1	1891.00	43.00	56.00	67.00	53.00
ENSG00000261574.1	420.00	1.00	1.00	0.00	0.00
ENSG00000261575.2	350.62	4.00	3.00	2.00	2.00
ENSG00000261578.1	4192.00	11.00	16.00	11.00	16.00
ENSG00000261580.1	259.00	0.00	0.00	2.00	0.00
ENSG00000261582.1	529.00	1.21	1.24	2.56	2.48
ENSG00000261584.1	1724.00	33.57	20.97	35.36	37.00
ENSG00000261589.1	4810.00	149.00	148.00	99.00	90.00
ENSG00000261594.3	2793.00	2.00	3.00	0.00	4.00
ENSG00000261596.1	661.00	2.00	4.00	1.00	1.00
ENSG00000261597.1	4094.00	8.00	2.00	6.00	4.00
ENSG00000261599.1	1546.90	9.69	4.50	13.80	4.52
ENSG00000261609.3	15244.00	575.54	488.28	734.50	632.93
ENSG00000261610.1	1782.00	1.00	1.00	0.00	1.00
ENSG00000261611.3	3677.00	23.53	27.50	38.50	29.21
ENSG00000261613.2	2001.00	42.00	28.00	41.00	30.00
ENSG00000261614.1	1090.00	0.00	0.00	3.00	0.00
ENSG00000261616.1	2677.00	1.00	1.00	7.00	1.00
ENSG00000261617.1	5298.00	0.00	1.00	0.00	1.00
ENSG00000261618.1	2994.00	16.00	24.00	38.00	28.00
ENSG00000261643.1	861.00	10.00	11.00	14.00	18.00
ENSG00000261645.1	862.78	6.00	3.00	8.00	10.00
ENSG00000261652.2	729.00	2.00	1.00	2.00	2.00
ENSG00000261654.1	5985.00	6.00	8.00	6.00	1.00
ENSG00000261655.1	1963.00	0.00	2.00	13.00	11.00
ENSG00000261656.1	513.67	0.00	1.00	1.65	0.00
ENSG00000261659.2	3413.00	13.00	21.00	29.00	26.00
ENSG00000261662.1	1359.00	1.00	0.00	2.00	1.00
ENSG00000261663.1	788.00	0.00	0.00	0.00	0.00
ENSG00000261664.1	683.00	1.00	0.00	0.00	0.00
ENSG00000261668.1	3843.00	5.00	5.00	2.00	0.00
ENSG00000261684.1	846.00	1.00	0.00	0.00	1.00
ENSG00000261685.2	3441.00	509.00	482.00	767.00	737.00
ENSG00000261690.1	916.85	2.00	3.00	3.00	2.00
ENSG00000261693.1	3377.00	0.00	0.00	2.00	1.00
ENSG00000261697.1	1718.00	1.00	1.00	0.00	1.00
ENSG00000261701.2	1203.12	534.89	517.23	500.66	461.46
ENSG00000261705.1	762.00	45.00	47.00	40.00	43.00
ENSG00000261707.1	800.00	0.00	0.00	0.00	0.00
ENSG00000261712.1	529.00	2.00	3.00	2.00	1.00
ENSG00000261713.2	1050.59	10.45	11.00	28.00	23.00
ENSG00000261716.1	4527.00	153.00	100.00	124.00	119.00
ENSG00000261729.1	901.00	0.00	0.00	1.00	1.00
ENSG00000261732.1	5326.00	7.44	8.25	16.74	5.73
ENSG00000261737.1	961.00	9.00	4.00	7.00	13.00
ENSG00000261739.2	4349.00	2.33	2.39	6.72	4.13
ENSG00000261740.1	1115.99	576.29	607.54	706.87	604.52
ENSG00000261754.2	2757.00	0.00	1.00	3.00	1.00
ENSG00000261757.1	1640.00	6.00	7.00	3.00	2.00
ENSG00000261758.1	3151.00	8.00	6.00	10.00	7.00
ENSG00000261760.2	671.14	0.00	0.00	1.36	0.00
ENSG00000261761.2	2471.00	3.00	0.00	2.00	2.00
ENSG00000261766.1	544.00	1.00	0.00	0.00	1.00
ENSG00000261770.1	3666.00	33.00	34.00	56.00	44.00
ENSG00000261771.1	4589.00	0.00	7.62	5.02	26.69
ENSG00000261773.1	792.00	0.00	0.00	0.00	0.00
ENSG00000261777.1	887.00	12.00	12.00	7.00	7.00
ENSG00000261783.1	374.00	3.00	6.00	13.00	18.00
ENSG00000261787.1	1143.80	0.00	0.00	10.00	6.00
ENSG00000261788.1	657.00	0.00	0.00	1.00	2.00
ENSG00000261790.1	545.00	0.00	0.00	0.00	1.00
ENSG00000261792.1	474.00	0.00	0.00	1.00	0.00
ENSG00000261794.1	1899.00	11.59	10.93	8.64	12.16
ENSG00000261796.1	4868.00	678.56	732.32	742.73	827.50
ENSG00000261798.1	1196.00	4.00	3.00	2.00	1.00
ENSG00000261799.1	3170.00	165.00	139.00	165.00	147.00
ENSG00000261801.1	2168.00	1.00	3.00	1.00	1.00
ENSG00000261804.1	721.00	0.00	0.00	4.00	1.00
ENSG00000261812.1	1813.98	7.98	7.51	10.57	5.31
ENSG00000261819.1	1902.00	2.12	3.19	2.19	4.30
ENSG00000261821.1	785.00	1.00	0.00	2.00	1.00
ENSG00000261823.1	839.00	0.00	0.00	1.00	0.00
ENSG00000261824.2	1300.77	73.00	86.00	121.00	113.00
ENSG00000261827.1	477.00	1.00	2.00	1.00	1.00
ENSG00000261829.1	598.00	21.00	29.00	11.00	19.00
ENSG00000261837.1	707.00	0.00	0.00	0.00	0.00
ENSG00000261838.1	335.50	0.00	0.00	1.00	0.00
ENSG00000261839.1	2830.00	4.00	1.00	3.00	0.00
ENSG00000261840.1	811.48	31.00	28.00	32.00	18.00
ENSG00000261845.2	1190.00	0.00	0.00	0.00	1.00
ENSG00000261857.2	559.00	5.00	4.00	1.00	2.00
ENSG00000261863.1	1273.00	0.00	0.00	0.00	0.00
ENSG00000261864.1	549.00	0.00	0.00	0.00	0.00
ENSG00000261879.1	1499.59	4.00	10.00	11.00	9.00
ENSG00000261884.2	2701.36	41.35	50.63	50.91	63.34
ENSG00000261886.1	395.00	0.00	0.00	0.00	0.00
ENSG00000261889.1	748.00	0.00	1.00	1.00	2.00
ENSG00000261915.2	2571.00	0.00	13.56	0.00	9.94
ENSG00000261916.1	512.00	2.00	4.00	1.00	3.00
ENSG00000261924.1	3133.00	0.00	4.00	2.00	3.00
ENSG00000261925.1	1201.00	1.00	0.00	0.00	2.00
ENSG00000261934.1	4605.00	1.36	1.39	2.82	1.38
ENSG00000261959.1	1794.00	4.00	2.00	3.00	1.00
ENSG00000261970.1	367.00	3.00	1.00	1.00	6.00
ENSG00000261971.2	1081.48	67.00	69.00	97.00	99.00
ENSG00000261978.1	381.00	2.00	2.00	1.00	2.00
ENSG00000261996.1	879.00	9.00	11.00	6.00	5.00
ENSG00000261997.1	3828.00	11.02	5.00	20.00	14.00
ENSG00000262001.1	1676.68	235.00	173.00	174.00	170.00
ENSG00000262003.1	820.00	1.00	0.00	1.00	0.00
ENSG00000262026.1	1704.00	0.00	1.00	0.00	1.00
ENSG00000262049.1	1977.00	159.00	140.00	106.00	132.00
ENSG00000262050.1	443.00	4.00	6.00	3.00	5.00
ENSG00000262089.1	343.00	3.00	4.00	1.00	5.00
ENSG00000262094.1	1104.25	0.00	0.00	0.00	0.00
ENSG00000262096.1	2347.00	1.00	2.00	2.00	1.00
ENSG00000262097.1	644.71	0.00	0.00	4.00	2.00
ENSG00000262117.1	744.67	0.00	0.00	0.00	0.00
ENSG00000262119.1	1771.00	1.00	0.00	1.00	1.00
ENSG00000262136.1	592.00	1.00	0.00	0.00	0.00
ENSG00000262140.1	881.00	1.00	1.00	1.00	0.00
ENSG00000262152.2	3385.00	1.00	2.00	1.00	2.00
ENSG00000262155.1	1875.00	4.00	7.00	6.00	6.00
ENSG00000262160.1	3177.00	122.00	137.00	174.00	158.00
ENSG00000262165.1	562.00	0.00	2.00	7.00	5.00
ENSG00000262172.1	443.00	6.00	5.00	3.00	5.00
ENSG00000262179.2	817.00	0.00	3.00	2.00	1.00
ENSG00000262180.1	884.00	13.00	5.00	10.00	4.00
ENSG00000262185.1	1394.00	0.00	5.00	1.00	3.00
ENSG00000262188.1	1040.00	0.00	0.00	0.00	0.00
ENSG00000262194.1	518.00	7.00	10.00	9.00	9.00
ENSG00000262209.1	4727.00	20.09	15.09	33.42	27.15
ENSG00000262222.1	2147.00	3.00	0.00	2.00	2.00
ENSG00000262227.1	551.00	10.00	10.00	7.00	11.00
ENSG00000262228.1	1755.00	0.10	6.00	0.07	4.00
ENSG00000262246.1	2205.34	290.30	320.00	567.00	531.00
ENSG00000262248.1	344.00	1.00	0.00	2.00	2.00
ENSG00000262251.1	1112.00	30.00	19.00	22.00	22.00
ENSG00000262292.2	1486.00	2.00	3.00	1.37	2.00
ENSG00000262294.1	748.00	10.00	12.00	8.00	8.00
ENSG00000262304.1	4235.13	293.78	342.90	357.79	278.38
ENSG00000262319.1	2673.00	1.00	1.00	0.00	2.00
ENSG00000262332.1	542.00	3.00	0.00	1.00	0.00
ENSG00000262333.1	955.00	17.83	26.17	19.00	16.34
ENSG00000262362.1	608.00	2.00	1.00	2.00	1.00
ENSG00000262370.1	876.58	4.00	9.00	16.00	10.00
ENSG00000262380.1	503.00	1.00	0.00	0.00	0.00
ENSG00000262402.1	475.00	0.00	0.00	0.00	0.00
ENSG00000262410.1	642.00	19.00	15.00	18.00	18.00
ENSG00000262412.1	1002.00	2.00	1.00	1.00	1.00
ENSG00000262413.1	531.24	4.00	1.00	2.00	3.00
ENSG00000262420.2	2597.00	11.00	10.00	8.00	11.00
ENSG00000262429.1	474.00	0.00	1.00	0.00	1.00
ENSG00000262434.1	486.00	0.00	0.00	0.00	0.00
ENSG00000262445.3	870.00	17.00	28.00	46.00	51.00
ENSG00000262454.1	367.42	16.00	22.00	26.00	19.00
ENSG00000262468.1	1062.17	4.00	7.00	4.00	7.00
ENSG00000262477.1	857.00	0.00	3.00	1.00	0.00
ENSG00000262481.1	1399.00	2.45	0.00	1.46	0.00
ENSG00000262484.1	570.00	3.00	1.00	2.00	1.00
ENSG00000262497.1	713.00	1.00	0.00	0.00	2.00
ENSG00000262514.1	1187.00	10.00	9.00	3.00	7.00
ENSG00000262558.1	913.00	11.00	10.00	4.00	5.00
ENSG00000262560.1	2326.00	2.80	0.00	2.85	0.00
ENSG00000262576.1	4602.00	23.06	20.84	39.51	26.15
ENSG00000262580.1	1947.33	106.00	106.00	177.00	154.00
